Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
Taj Gibson,32,MIN,PF,82,82,2726,15.4,0.610,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1.0,,gibsota01
DeMar DeRozan,28,TOR,SG,80,80,2711,21.0,0.555,0.203,0.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.170,3.3,-0.6,2.8,3.2,MVP-8ASNBA2,derozde01
Josh Richardson,24,MIA,SF,81,81,2689,13.6,0.551,0.380,0.160,2.9,9.0,6.0,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.6,1.3,0.7,1.8,,richajo01
Will Barton,27,DEN,SG,81,40,2683,16.2,0.562,0.411,0.220,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1,6MOY-4,bartowi01
Damian Lillard,27,POR,PG,73,73,2670,25.2,0.594,0.445,0.380,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.227,7.0,0.3,7.2,6.3,MVP-4ASNBA1,lillada01
Tobias Harris,25,2TM,PF,80,80,2668,17.1,0.565,0.364,0.177,2.4,15.7,9.0,11.8,1.3,1.1,7.4,23.3,4.2,2.5,6.7,0.120,2.3,-0.4,1.9,2.6,,harrito02
Tobias Harris,25,DET,PF,48,48,1563,16.7,0.564,0.389,0.192,2.5,15.0,8.6,9.9,1.1,0.9,6.2,23.2,2.6,1.5,4.1,0.125,2.2,-0.5,1.7,1.5,,harrito02
Tobias Harris,25,LAC,PF,32,32,1105,17.7,0.565,0.330,0.156,2.2,16.8,9.6,14.3,1.6,1.5,9.0,23.5,1.6,1.0,2.6,0.112,2.3,-0.2,2.1,1.2,,harrito02
Donovan Mitchell,21,UTA,SG,79,71,2638,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,0.9,0.3,1.2,2.2,ROY-2,mitchdo01
Harrison Barnes,25,DAL,PF,77,77,2634,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2.0,1.9,3.8,0.070,0.8,-1.3,-0.5,1.0,,barneha02
Andre Drummond,24,DET,C,78,78,2625,22.9,0.555,0.012,0.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.189,1.5,1.7,3.2,3.4,DPOY-15AS,drumman01
Thaddeus Young,29,IND,PF,81,81,2607,14.8,0.528,0.209,0.106,8.0,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,-0.2,0.4,0.2,1.4,,youngth01
Lou Williams,31,LAC,SG,79,19,2589,20.2,0.574,0.387,0.367,1.7,6.6,4.2,26.3,1.6,0.6,13.1,29.8,5.5,1.2,6.7,0.125,4.2,-1.8,2.3,2.8,6MOY-1,willilo02
E'Twaun Moore,28,NOP,SG,82,80,2586,12.1,0.593,0.362,0.082,2.5,7.3,5.0,10.1,1.5,0.4,10.6,16.1,2.8,1.6,4.4,0.081,-1.0,-0.5,-1.6,0.3,,mooreet01
Joe Ingles,30,UTA,SF,82,81,2578,14.4,0.623,0.646,0.116,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,4.0,3.6,7.6,0.141,1.0,1.3,2.3,2.8,,inglejo01
Jamal Murray,20,DEN,PG,81,80,2565,16.1,0.576,0.411,0.238,3.6,9.4,6.5,16.4,1.5,0.9,12.8,22.8,4.3,1.2,5.5,0.103,1.2,-1.5,-0.3,1.1,,murraja01
Victor Oladipo,25,IND,SG,75,75,2552,23.1,0.577,0.323,0.274,2.1,15.1,8.6,21.2,3.5,2.0,12.7,30.1,4.3,4.0,8.2,0.155,4.1,1.7,5.8,5.0,MVP-13DPOY-15MIP-1ASNBA3,oladivi01
James Harden,28,HOU,SG,72,72,2551,29.8,0.619,0.498,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,15.4,0.289,8.5,1.4,9.9,7.7,MVP-1ASNBA1,hardeja01
Robert Covington,27,PHI,SF,80,80,2532,12.9,0.563,0.658,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.116,-0.2,1.7,1.5,2.3,DPOY-8,covinro01
Kyle Lowry,31,TOR,PG,78,78,2510,19.5,0.598,0.631,0.276,3.0,16.1,9.7,30.9,1.7,0.6,14.7,21.7,7.0,3.1,10.2,0.194,4.7,0.5,5.2,4.5,AS,lowryky01
LaMarcus Aldridge,32,SAS,C,75,75,2509,25.0,0.570,0.068,0.296,10.8,17.3,14.0,11.3,0.9,3.0,6.8,29.1,7.4,3.5,10.9,0.209,4.3,-0.4,3.9,3.7,MVP-9ASNBA2,aldrila01
Klay Thompson,27,GSW,SG,73,73,2506,16.0,0.598,0.442,0.083,1.5,10.3,6.2,11.2,1.1,1.1,9.5,23.7,3.1,1.8,4.9,0.094,1.7,-2.1,-0.4,1.0,DPOY-11AS,thompkl01
Carmelo Anthony,33,OKC,PF,78,78,2501,12.7,0.503,0.406,0.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-0.6,-1.3,-1.9,0.0,,anthoca01
Steven Adams,24,OKC,C,76,76,2487,20.6,0.630,0.003,0.402,16.6,13.9,15.3,5.5,1.8,2.8,13.3,16.7,6.7,3.0,9.7,0.187,1.7,-0.6,1.1,2.0,DPOY-12,adamsst01
Taurean Prince,23,ATL,SF,82,82,2464,12.8,0.549,0.469,0.185,2.3,15.3,8.8,13.9,1.7,1.5,15.3,22.1,0.0,2.0,2.0,0.038,-0.5,-0.6,-1.1,0.6,,princta02
Bojan Bogdanović,28,IND,SF,80,80,2464,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8,,bogdabo02
Dwight Howard,32,CHO,C,81,81,2463,20.5,0.577,0.008,0.639,11.0,33.8,22.2,7.1,1.0,4.4,15.1,24.2,2.9,3.9,6.8,0.132,-0.3,0.1,-0.1,1.2,,howardw01
Kentavious Caldwell-Pope,24,LAL,SG,74,74,2458,13.2,0.561,0.520,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,-0.4,0.6,0.3,1.4,,caldwke01
Nikola Jokić,22,DEN,C,75,73,2443,24.4,0.603,0.277,0.310,9.0,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,0.211,5.3,1.6,6.9,5.5,,jokicni01
Jayson Tatum,19,BOS,SF,80,80,2443,15.2,0.586,0.290,0.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.4,3.0,4.0,7.1,0.139,0.0,1.2,1.2,2.0,ROY-3,tatumja01
Otto Porter Jr.,24,WAS,SF,77,77,2432,18.3,0.602,0.354,0.145,4.8,18.1,11.4,10.1,2.4,1.5,7.4,18.4,5.0,3.1,8.1,0.161,2.6,1.0,3.5,3.4,,porteot01
DeAndre Jordan,29,LAC,C,77,77,2424,20.2,0.648,0.000,0.540,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6.0,3.4,9.4,0.186,1.7,-0.3,1.4,2.1,,jordade01
Marc Gasol,33,MEM,C,73,73,2408,17.4,0.532,0.310,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4.0,0.080,1.7,0.6,2.3,2.7,,gasolma01
Kyle Kuzma,22,LAL,PF,77,37,2401,14.2,0.549,0.418,0.200,3.9,17.4,10.7,9.1,1.0,1.1,11.0,22.5,1.5,2.3,3.8,0.077,0.3,-1.0,-0.7,0.8,ROY-46MOY-9,kuzmaky01
Goran Dragić,31,MIA,PG,75,75,2378,16.6,0.543,0.279,0.252,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,0.9,-0.6,0.3,1.4,AS,dragigo01
Dillon Brooks,22,MEM,SF,82,74,2350,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4.0,-1.2,,brookdi01
Wilson Chandler,30,DEN,SF,74,71,2346,10.9,0.542,0.390,0.181,4.9,14.1,9.6,9.4,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-1.0,-1.1,-2.1,-0.1,,chandwi01
Kevin Durant,29,GSW,SF,68,68,2325,26.0,0.640,0.338,0.331,1.6,19.5,11.2,25.5,1.0,4.0,12.9,30.4,7.5,2.9,10.4,0.215,6.7,0.6,7.3,5.5,MVP-7DPOY-9ASNBA1,duranke01
Eric Bledsoe,28,2TM,PG,74,74,2322,19.7,0.582,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.3,0.3,2.5,2.6,,bledser01
Eric Bledsoe,28,PHO,PG,3,3,83,13.0,0.509,0.325,0.350,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0.0,0.0,-0.028,-0.7,-2.4,-3.2,0.0,,bledser01
Eric Bledsoe,28,MIL,PG,71,71,2239,20.0,0.585,0.366,0.319,2.5,11.9,7.2,26.0,3.2,1.5,16.0,26.0,3.2,2.4,5.7,0.121,2.4,0.4,2.8,2.7,,bledser01
Jeff Teague,29,MIN,PG,70,70,2311,16.4,0.553,0.287,0.301,1.2,9.3,5.2,30.6,2.2,0.9,16.4,20.6,3.4,1.4,4.9,0.101,1.1,-0.7,0.4,1.4,,teaguje01
Dario Šarić,23,PHI,PF,78,73,2310,15.8,0.582,0.448,0.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,3.8,2.8,6.6,0.137,1.8,-0.5,1.3,1.9,,saricda01
Courtney Lee,32,NYK,SG,76,69,2310,13.0,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.082,-0.1,-0.2,-0.3,1.0,,leeco01
Spencer Dinwiddie,24,BRK,PG,80,58,2306,15.9,0.527,0.517,0.320,1.8,10.2,6.0,35.0,1.4,0.7,11.8,20.3,4.3,1.4,5.7,0.118,1.3,-0.7,0.6,1.5,,dinwisp01
Gary Harris,23,DEN,SG,67,65,2304,16.5,0.597,0.434,0.178,1.8,6.8,4.3,13.0,2.6,0.5,10.8,20.7,3.9,1.5,5.5,0.114,1.0,-0.2,0.8,1.7,,harriga01
Draymond Green,27,GSW,PF,70,70,2287,16.1,0.556,0.414,0.279,3.9,21.1,13.1,29.0,2.0,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.9,1.9,2.8,2.8,DPOY-6AS,greendr01
Yogi Ferrell,24,DAL,SG,82,21,2282,11.4,0.540,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17.0,1.5,1.5,3.0,0.064,-1.3,0.0,-1.4,0.4,,ferreyo01
P.J. Tucker,32,HOU,PF,82,34,2281,8.3,0.537,0.703,0.136,4.6,17.8,11.3,4.6,1.7,1.0,13.7,10.5,1.0,3.0,3.9,0.082,-1.9,0.8,-1.1,0.5,,tuckepj01
Al Horford,31,BOS,C,72,72,2277,17.6,0.575,0.300,0.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,0.165,2.4,2.0,4.4,3.7,DPOY-5AS,horfoal01
Trevor Ariza,32,HOU,SF,67,67,2269,11.8,0.567,0.710,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,0.113,0.0,0.7,0.7,1.5,,arizatr01
Justin Holiday,28,CHI,SG,72,72,2265,10.8,0.513,0.574,0.210,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,0.036,-1.6,-0.3,-1.9,0.0,,holidju01
Ricky Rubio,27,UTA,PG,77,77,2254,15.4,0.537,0.330,0.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,0.112,-0.7,1.5,0.7,1.6,,rubiori01
J.R. Smith,32,CLE,SG,80,61,2244,8.4,0.534,0.640,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-2.1,-0.9,-3.0,-0.6,,smithjr01
Kelly Oubre Jr.,22,WAS,SF,81,11,2231,11.9,0.534,0.467,0.295,3.0,15.4,9.2,6.4,1.8,1.4,9.2,19.4,1.4,2.3,3.7,0.080,-1.6,-0.1,-1.7,0.2,,oubreke01
Cory Joseph,26,IND,PG,82,17,2210,11.0,0.503,0.315,0.156,2.0,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2.0,3.1,0.068,-1.8,0.3,-1.5,0.3,,josepco01
Allen Crabbe,25,BRK,SG,75,68,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,0.070,0.0,-0.7,-0.7,0.7,,crabbal01
Julius Randle,23,LAL,C,82,49,2190,19.9,0.606,0.050,0.470,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4.0,2.6,6.6,0.145,0.6,0.0,0.6,1.4,,randlju01
DeMarre Carroll,31,BRK,PF,73,73,2180,14.3,0.550,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,2.3,1.8,4.1,0.091,0.5,-0.4,0.2,1.2,,carrode01
Bogdan Bogdanović,25,SAC,SG,78,52,2175,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,,bogdabo01
Jimmy Butler,28,MIN,SG,59,59,2164,23.7,0.590,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,8.9,0.198,5.0,0.7,5.8,4.2,MVP-10DPOY-12ASNBA3,butleji01
Eric Gordon,29,HOU,SG,69,30,2154,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1.0,1.1,10.8,24.7,2.9,1.8,4.7,0.105,2.0,-1.6,0.4,1.3,6MOY-2,gordoer01
Derrick Favors,26,UTA,C,77,77,2153,18.8,0.593,0.090,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,0.179,0.9,0.7,1.5,1.9,,favorde01
Jaylen Brown,21,BOS,SG,70,70,2152,13.6,0.562,0.381,0.290,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,0.100,-0.8,0.3,-0.5,0.8,DPOY-10,brownja02
T.J. Warren,24,PHO,SF,65,65,2142,17.6,0.541,0.085,0.240,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,2.6,0.8,3.4,0.077,0.8,-1.6,-0.7,0.7,,warretj01
Wesley Matthews,31,DAL,SF,63,63,2131,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1.0,1.6,2.6,0.059,-1.0,0.1,-0.9,0.6,,matthwe02
JJ Redick,33,PHI,SG,70,70,2116,15.9,0.614,0.523,0.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,0.150,2.2,-1.1,1.1,1.7,,redicjj01
Patty Mills,29,SAS,PG,82,36,2107,11.8,0.558,0.607,0.173,1.4,6.8,4.1,16.0,1.3,0.4,12.6,17.8,2.0,2.1,4.1,0.093,-0.6,-0.4,-1.0,0.5,,millspa02
Denzel Valentine,24,CHI,SG,77,37,2095,12.1,0.527,0.513,0.071,2.4,18.3,10.1,17.8,1.5,0.5,11.8,17.5,1.0,1.5,2.5,0.057,-1.0,0.0,-1.0,0.5,,valende01
Serge Ibaka,28,TOR,PF,76,76,2093,14.7,0.574,0.379,0.151,4.3,21.0,12.8,4.4,0.7,3.8,9.7,19.4,2.1,3.0,5.1,0.117,-0.1,0.0,-0.1,1.0,,ibakase01
Jae Crowder,27,2TM,SF,80,47,2090,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.060,-1.9,-0.6,-2.5,-0.3,,crowdja01
Jae Crowder,27,CLE,SF,53,47,1346,10.2,0.545,0.503,0.245,3.5,10.8,7.2,6.0,1.5,0.8,9.2,15.1,1.1,0.6,1.7,0.059,-1.9,-1.0,-3.0,-0.3,,crowdja01
Jae Crowder,27,UTA,SF,27,0,744,10.8,0.499,0.515,0.190,2.8,12.7,7.8,8.6,1.6,1.0,9.1,21.3,-0.1,1.0,0.9,0.060,-1.9,0.2,-1.7,0.1,,crowdja01
Jusuf Nurkić,23,POR,C,79,79,2088,19.2,0.528,0.007,0.287,10.0,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,0.108,-1.1,1.1,0.0,1.1,DPOY-15,nurkiju01
Dennis Schröder,24,ATL,PG,67,67,2078,17.3,0.515,0.229,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1.0,2.6,0.059,1.2,-1.9,-0.6,0.7,,schrode01
Marcin Gortat,33,WAS,C,82,82,2075,14.7,0.546,0.000,0.291,9.9,24.0,17.0,10.6,1.0,2.6,13.5,15.5,2.4,2.4,4.9,0.113,-0.8,0.3,-0.6,0.8,,gortama01
Al-Farouq Aminu,27,POR,PF,69,67,2072,12.0,0.522,0.582,0.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.097,-0.7,1.1,0.4,1.3,,aminual01
Dragan Bender,20,PHO,PF,82,37,2069,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9,,bendedr01
Terry Rozier,23,BOS,PG,80,16,2068,15.1,0.520,0.503,0.186,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,0.130,0.9,1.2,2.1,2.1,6MOY-10,roziete01
Austin Rivers,25,LAC,SG,61,59,2057,12.6,0.526,0.447,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1.0,2.4,0.056,-0.3,-0.9,-1.2,0.4,,riverau01
Tony Snell,26,MIL,SG,75,59,2053,8.5,0.578,0.631,0.113,0.5,7.5,4.0,6.5,1.1,1.2,7.5,10.6,1.6,0.7,2.4,0.056,-1.5,-0.8,-2.3,-0.1,,snellto01
Tyler Johnson,25,MIA,PG,72,39,2052,13.0,0.549,0.456,0.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,0.097,-0.5,0.2,-0.3,0.9,,johnsty01
Dennis Smith Jr.,20,DAL,PG,69,69,2049,12.8,0.473,0.331,0.188,2.6,11.8,7.0,29.5,1.7,0.8,14.9,28.9,-2.4,1.7,-0.7,-0.017,-1.2,-1.2,-2.4,-0.2,ROY-5,smithde03
Willie Cauley-Stein,24,SAC,C,73,57,2044,17.6,0.529,0.016,0.320,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1.0,,caulewi01
Ish Smith,29,DET,PG,82,35,2043,15.4,0.525,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2.0,4.4,0.102,-0.3,0.3,0.0,1.0,,smithis01
Wayne Ellington,30,MIA,SG,77,2,2041,12.5,0.588,0.827,0.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,0.105,1.0,-0.6,0.4,1.2,6MOY-5,ellinwa01
Clint Capela,23,HOU,C,74,74,2034,24.5,0.650,0.001,0.380,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,2.4,1.0,3.4,2.8,DPOY-14,capelca01
Evan Turner,29,POR,SF,79,40,2034,9.9,0.520,0.229,0.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,0.5,2.1,2.6,0.061,-2.9,0.4,-2.5,-0.3,,turneev01
Jonathon Simmons,28,ORL,SG,69,50,2029,12.7,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,0.8,1.1,1.9,0.045,-1.7,-1.3,-3.1,-0.5,,simmojo02
De'Aaron Fox,20,SAC,PG,73,61,2026,11.2,0.478,0.192,0.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1,,foxde01
Buddy Hield,25,SAC,SG,80,13,2024,16.1,0.557,0.437,0.087,3.0,14.8,8.6,12.8,2.1,1.0,11.3,24.3,1.3,1.5,2.8,0.067,1.6,-0.5,1.0,1.5,,hieldbu01
Lauri Markkanen,20,CHI,PF,68,68,2020,15.6,0.552,0.465,0.193,4.0,23.7,13.5,6.4,0.9,1.8,8.2,21.9,1.7,1.6,3.3,0.079,1.0,-1.2,-0.2,0.9,,markkla01
Darren Collison,30,IND,PG,69,64,2018,18.8,0.610,0.321,0.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.181,2.4,0.3,2.7,2.4,,collida01
Marvin Williams,31,CHO,PF,78,78,2006,13.9,0.603,0.542,0.218,3.9,16.2,10.0,7.0,1.4,1.6,9.7,14.8,3.1,1.9,5.0,0.119,0.6,0.3,1.0,1.5,,willima02
Nicolas Batum,29,CHO,SG,64,64,1981,14.4,0.523,0.422,0.200,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,1.7,1.8,3.5,0.084,0.5,-0.1,0.4,1.2,,batumni01
Kyle Anderson,24,SAS,SF,74,67,1978,15.9,0.582,0.130,0.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,0.151,-0.4,3.3,2.9,2.4,,anderky01
Brandon Ingram,20,LAL,SF,59,59,1975,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1.0,1.8,2.8,0.068,-0.9,-0.3,-1.2,0.4,,ingrabr01
Joe Harris,26,BRK,SG,78,14,1975,13.3,0.634,0.576,0.167,2.7,11.3,7.0,10.2,0.9,0.8,12.0,16.6,3.0,0.9,4.0,0.097,0.7,-0.6,0.1,1.0,,harrijo01
Blake Griffin,28,2TM,PF,58,58,1970,19.6,0.544,0.323,0.331,4.1,19.8,12.0,28.1,1.0,0.8,12.6,28.9,3.2,1.8,4.9,0.120,3.6,-0.2,3.4,2.7,,griffbl01
Blake Griffin,28,LAC,PF,33,33,1139,20.4,0.553,0.324,0.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,2.0,1.0,3.0,0.126,3.8,-0.4,3.4,1.6,,griffbl01
Blake Griffin,28,DET,PF,25,25,831,18.5,0.531,0.323,0.266,3.5,18.9,11.0,31.5,0.7,1.0,12.4,28.4,1.1,0.8,1.9,0.113,3.4,0.1,3.4,1.1,,griffbl01
John Henson,27,MIL,C,76,69,1970,15.7,0.582,0.014,0.315,9.0,21.5,15.3,8.6,1.1,4.7,12.8,15.0,2.8,2.2,4.9,0.120,-1.0,0.1,-0.9,0.5,,hensojo01
Markieff Morris,28,WAS,PF,73,73,1968,13.2,0.566,0.301,0.186,4.3,19.2,11.8,11.0,1.4,1.7,14.6,19.5,1.2,2.1,3.3,0.080,-1.3,0.1,-1.3,0.4,,morrima02
Jeremy Lamb,25,CHO,SG,80,18,1967,17.0,0.559,0.305,0.250,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3.0,1.9,4.9,0.120,1.3,0.2,1.6,1.8,,lambje01
Josh Jackson,20,PHO,SF,77,35,1959,11.8,0.480,0.233,0.299,5.1,14.2,9.6,10.1,2.0,1.4,12.2,26.0,-2.0,1.2,-0.7,-0.018,-2.8,-1.4,-4.2,-1.1,,jacksjo02
Marco Belinelli,31,2TM,SG,80,2,1947,14.1,0.581,0.517,0.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,0.092,0.4,-0.8,-0.5,0.8,6MOY-12,belinma01
