Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Kosta Koufos,21,MIN,C,39,1,336,47,108,0.435,0,2,0.000,47,106,0.443,0.435,12,24,0.500,42,55,97,7,8,20,25,50,106,0,,koufoko01,2010-2011
Kosta Koufos,21,DEN,C,11,1,98,21,42,0.500,0,0,,21,42,0.500,0.500,12,19,0.632,15,18,33,0,2,5,6,9,54,0,,koufoko01,2010-2011
Ben Uzoh,22,NJN,PG,42,0,438,61,144,0.424,3,8,0.375,58,136,0.426,0.434,33,56,0.589,30,31,61,69,13,8,25,29,158,0,,uzohbe01,2010-2011
Leon Powe,27,2TM,PF,30,3,328,59,119,0.496,0,2,0.000,59,117,0.504,0.496,40,72,0.556,24,39,63,7,10,4,12,44,158,0,,powele01,2010-2011
Leon Powe,27,CLE,PF,14,3,187,29,59,0.492,0,0,,29,59,0.492,0.492,12,26,0.462,16,22,38,2,7,3,5,20,70,0,,powele01,2010-2011
Leon Powe,27,MEM,C,16,0,141,30,60,0.500,0,2,0.000,30,58,0.517,0.500,28,46,0.609,8,17,25,5,3,1,7,24,88,0,,powele01,2010-2011
Kevin Séraphin,21,WAS,PF,58,1,635,66,147,0.449,0,0,,66,147,0.449,0.449,22,31,0.710,80,72,152,10,17,28,42,126,154,0,,serapke01,2010-2011
Ben Wallace,36,DET,C,54,49,1238,67,149,0.450,1,2,0.500,66,147,0.449,0.453,19,57,0.333,129,221,350,72,54,54,44,81,154,0,,wallabe01,2010-2011
Joel Anthony,28,MIA,C,75,11,1463,53,99,0.535,0,0,,53,99,0.535,0.535,47,73,0.644,104,162,266,24,10,93,36,194,153,0,,anthojo01,2010-2011
Josh Howard,30,WAS,SF,18,10,409,58,162,0.358,7,29,0.241,51,133,0.383,0.380,29,47,0.617,18,56,74,24,13,5,20,34,152,0,,howarjo01,2010-2011
Brian Cardinal,33,DAL,SF,56,4,618,43,100,0.430,42,87,0.483,1,13,0.077,0.640,17,18,0.944,10,49,59,40,24,7,17,82,145,0,,cardibr01,2010-2011
Alexis Ajinça,22,2TM,C,34,2,340,59,133,0.444,12,34,0.353,47,99,0.475,0.489,13,18,0.722,17,61,78,10,11,19,18,73,143,0,,ajincal01,2010-2011
Alexis Ajinça,22,DAL,C,10,2,75,12,32,0.375,3,7,0.429,9,25,0.360,0.422,2,3,0.667,5,12,17,2,3,5,1,13,29,0,,ajincal01,2010-2011
Alexis Ajinça,22,TOR,C,24,0,265,47,101,0.465,9,27,0.333,38,74,0.514,0.510,11,15,0.733,12,49,61,8,8,14,17,60,114,0,,ajincal01,2010-2011
Brandan Wright,23,2TM,PF,37,2,379,60,117,0.513,0,0,,60,117,0.513,0.513,21,31,0.677,31,58,89,12,11,17,14,34,141,0,,wrighbr03,2010-2011
Brandan Wright,23,GSW,PF,21,1,195,38,63,0.603,0,0,,38,63,0.603,0.603,7,14,0.500,14,27,41,5,3,10,10,19,83,0,,wrighbr03,2010-2011
Brandan Wright,23,NJN,PF,16,1,184,22,54,0.407,0,0,,22,54,0.407,0.407,14,17,0.824,17,31,48,7,8,7,4,15,58,0,,wrighbr03,2010-2011
Juwan Howard,37,MIA,PF,57,0,592,55,125,0.440,0,0,,55,125,0.440,0.440,29,35,0.829,36,86,122,23,10,4,25,61,139,0,,howarju01,2010-2011
Solomon Jones,26,IND,C,39,0,528,49,121,0.405,0,1,0.000,49,120,0.408,0.405,41,62,0.661,45,68,113,30,12,22,35,94,139,0,,jonesso01,2010-2011
Jon Brockman,23,MIL,C,63,6,677,48,94,0.511,0,0,,48,94,0.511,0.511,40,59,0.678,74,110,184,18,14,3,24,119,136,0,,brockjo01,2010-2011
Joey Dorsey,27,TOR,C,43,9,522,52,99,0.525,0,0,,52,99,0.525,0.525,31,65,0.477,79,111,190,27,24,17,39,78,135,0,,dorsejo01,2010-2011
Delonte West,27,BOS,PG,24,2,453,55,120,0.458,12,33,0.364,43,87,0.494,0.508,13,15,0.867,6,31,37,64,20,10,30,29,135,0,,westde01,2010-2011
Francisco Elson,34,UTA,C,62,1,610,54,113,0.478,0,0,,54,113,0.478,0.478,26,31,0.839,35,80,115,33,21,14,32,84,134,0,,elsonfr01,2010-2011
David Andersen,30,2TM,PF,40,0,373,56,121,0.463,8,23,0.348,48,98,0.490,0.496,14,22,0.636,20,64,84,13,5,9,22,40,134,0,,anderda03,2010-2011
David Andersen,30,TOR,PF,11,0,150,23,47,0.489,3,10,0.300,20,37,0.541,0.521,7,7,1.000,8,26,34,7,3,3,8,11,56,0,,anderda03,2010-2011
David Andersen,30,NOH,PF,29,0,223,33,74,0.446,5,13,0.385,28,61,0.459,0.480,7,15,0.467,12,38,50,6,2,6,14,29,78,0,,anderda03,2010-2011
Reggie Evans,30,TOR,PF,30,18,798,42,103,0.408,0,1,0.000,42,102,0.412,0.408,48,88,0.545,119,226,345,38,29,6,39,89,132,0,,evansre01,2010-2011
Aaron Gray,26,NOH,C,41,6,531,56,99,0.566,0,0,,56,99,0.566,0.566,17,34,0.500,59,112,171,16,11,12,32,96,129,0,,grayaa01,2010-2011
Jermaine O'Neal,32,BOS,C,24,10,431,50,109,0.459,0,1,0.000,50,108,0.463,0.459,29,43,0.674,25,63,88,12,2,30,27,65,129,0,,onealje01,2010-2011
Erick Dampier,35,MIA,C,51,22,815,52,89,0.584,0,1,0.000,52,88,0.591,0.584,24,44,0.545,53,124,177,22,14,47,32,82,128,0,,dampier01,2010-2011
Rodney Carney,26,2TM,SF,27,1,336,46,110,0.418,17,38,0.447,29,72,0.403,0.495,18,27,0.667,13,35,48,11,12,5,16,33,127,0,,carnero01,2010-2011
Rodney Carney,26,GSW,SF,25,1,331,45,107,0.421,17,37,0.459,28,70,0.400,0.500,18,27,0.667,12,35,47,11,11,5,16,33,125,0,,carnero01,2010-2011
Rodney Carney,26,MEM,SF,2,0,5,1,3,0.333,0,1,0.000,1,2,0.500,0.333,0,0,,1,0,1,0,1,0,0,0,2,0,,carnero01,2010-2011
Chris Duhon,28,ORL,PG,51,5,774,49,129,0.380,13,52,0.250,36,77,0.468,0.430,14,25,0.560,9,43,52,118,16,2,61,30,125,0,,duhonch01,2010-2011
Zabian Dowdell,26,PHO,PG,24,0,292,51,125,0.408,3,10,0.300,48,115,0.417,0.420,16,17,0.941,5,15,20,51,20,2,29,30,121,0,,dowdeza01,2010-2011
Dan Gadzuric,32,2TM,C,42,9,463,54,129,0.419,0,1,0.000,54,128,0.422,0.419,10,27,0.370,71,64,135,14,13,29,29,91,118,0,,gadzuda01,2010-2011
Dan Gadzuric,32,GSW,C,28,4,297,37,88,0.420,0,1,0.000,37,87,0.425,0.420,5,14,0.357,53,33,86,11,10,18,21,63,79,0,,gadzuda01,2010-2011
Dan Gadzuric,32,NJN,PF,14,5,166,17,41,0.415,0,0,,17,41,0.415,0.415,5,13,0.385,18,31,49,3,3,11,8,28,39,0,,gadzuda01,2010-2011
Sundiata Gaines,24,3TM,PG,24,0,301,42,105,0.400,9,38,0.237,33,67,0.493,0.443,18,36,0.500,13,25,38,42,16,1,27,25,111,0,,gainesu01,2010-2011
Sundiata Gaines,24,MIN,PG,8,0,65,7,22,0.318,2,6,0.333,5,16,0.313,0.364,5,10,0.500,1,5,6,6,3,0,6,4,21,0,,gainesu01,2010-2011
Sundiata Gaines,24,TOR,PG,6,0,90,15,35,0.429,3,15,0.200,12,20,0.600,0.471,2,6,0.333,2,6,8,11,4,1,8,10,35,0,,gainesu01,2010-2011
Sundiata Gaines,24,NJN,PG,10,0,146,20,48,0.417,4,17,0.235,16,31,0.516,0.458,11,20,0.550,10,14,24,25,9,0,13,11,55,0,,gainesu01,2010-2011
Damion James,23,NJN,SF,25,9,403,46,103,0.447,0,3,0.000,46,100,0.460,0.447,18,28,0.643,17,68,85,20,16,12,25,36,110,0,,jamesda01,2010-2011
Armon Johnson,21,POR,PG,38,0,277,46,101,0.455,5,12,0.417,41,89,0.461,0.480,13,22,0.591,11,25,36,45,5,1,38,31,110,0,,johnsar02,2010-2011
Anthony Carter,35,2TM,PG,33,0,463,45,106,0.425,12,40,0.300,33,66,0.500,0.481,8,8,1.000,7,44,51,69,27,6,39,49,110,0,,cartean01,2010-2011
Anthony Carter,35,DEN,PG,14,0,153,10,30,0.333,4,12,0.333,6,18,0.333,0.400,2,2,1.000,0,12,12,26,9,1,14,19,26,0,,cartean01,2010-2011
Anthony Carter,35,NYK,PG,19,0,310,35,76,0.461,8,28,0.286,27,48,0.563,0.513,6,6,1.000,7,32,39,43,18,5,25,30,84,0,,cartean01,2010-2011
Troy Murphy,30,2TM,PF,35,4,466,42,114,0.368,5,33,0.152,37,81,0.457,0.390,20,30,0.667,22,91,113,23,15,3,20,47,109,0,,murphtr01,2010-2011
Troy Murphy,30,NJN,PF,18,4,288,26,76,0.342,4,23,0.174,22,53,0.415,0.368,9,17,0.529,11,64,75,17,7,2,13,28,65,0,,murphtr01,2010-2011
Troy Murphy,30,BOS,PF,17,0,178,16,38,0.421,1,10,0.100,15,28,0.536,0.434,11,13,0.846,11,27,38,6,8,1,7,19,44,0,,murphtr01,2010-2011
Kyrylo Fesenko,24,UTA,C,53,1,456,44,100,0.440,0,1,0.000,44,99,0.444,0.440,18,46,0.391,34,74,108,18,4,16,25,90,106,0,,fesenky01,2010-2011
Terrence Williams,23,2TM,SG,21,0,290,43,115,0.374,6,22,0.273,37,93,0.398,0.400,14,21,0.667,4,47,51,38,9,0,33,25,106,0,,willite01,2010-2011
Terrence Williams,23,NJN,SG,10,0,206,29,73,0.397,4,12,0.333,25,61,0.410,0.425,5,10,0.500,3,33,36,31,5,0,25,21,67,0,,willite01,2010-2011
Terrence Williams,23,HOU,SG,11,0,84,14,42,0.333,2,10,0.200,12,32,0.375,0.357,9,11,0.818,1,14,15,7,4,0,8,4,39,0,,willite01,2010-2011
Udonis Haslem,30,MIA,PF,13,0,345,44,86,0.512,0,0,,44,86,0.512,0.512,16,20,0.800,29,77,106,6,7,3,14,39,104,0,,hasleud01,2010-2011
Jawad Williams,27,CLE,SF,26,1,391,41,126,0.325,13,45,0.289,28,81,0.346,0.377,9,12,0.750,7,41,48,22,9,3,16,34,104,0,,willija04,2010-2011
Steve Novak,27,2TM,SF,30,0,215,35,67,0.522,26,46,0.565,9,21,0.429,0.716,8,8,1.000,4,24,28,3,1,5,4,14,104,0,,novakst01,2010-2011
Steve Novak,27,DAL,SF,7,0,18,4,8,0.500,3,4,0.750,1,4,0.250,0.688,0,0,,0,5,5,0,0,0,0,3,11,0,,novakst01,2010-2011
Steve Novak,27,SAS,SF,23,0,197,31,59,0.525,23,42,0.548,8,17,0.471,0.720,8,8,1.000,4,19,23,3,1,5,4,11,93,0,,novakst01,2010-2011
Ish Smith,22,2TM,PG,43,3,442,43,115,0.374,3,10,0.300,40,105,0.381,0.387,12,21,0.571,7,40,47,79,18,2,34,37,101,0,,smithis01,2010-2011
Ish Smith,22,HOU,PG,28,3,329,32,83,0.386,3,8,0.375,29,75,0.387,0.404,7,10,0.700,6,36,42,64,13,2,26,26,74,0,,smithis01,2010-2011
Ish Smith,22,MEM,PG,15,0,113,11,32,0.344,0,2,0.000,11,30,0.367,0.344,5,11,0.455,1,4,5,15,5,0,8,11,27,0,,smithis01,2010-2011
Tony Battie,34,PHI,C,38,0,377,45,96,0.469,2,3,0.667,43,93,0.462,0.479,8,14,0.571,17,82,99,12,5,15,12,59,100,0,,battito01,2010-2011
Jason Collins,32,ATL,C,49,28,593,34,71,0.479,1,1,1.000,33,70,0.471,0.486,27,41,0.659,30,72,102,22,9,9,26,97,96,0,,collija04,2010-2011
James Anderson,21,SAS,SF,26,2,286,31,81,0.383,18,46,0.391,13,35,0.371,0.494,14,18,0.778,2,21,23,18,3,6,13,24,94,0,,anderja01,2010-2011
Othyus Jeffers,25,2TM,SG,17,1,322,31,65,0.477,1,4,0.250,30,61,0.492,0.485,30,46,0.652,25,42,67,20,17,0,14,32,93,0,,jeffeot01,2010-2011
Othyus Jeffers,25,SAS,SG,1,0,8,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,2,2,1,0,0,1,1,2,0,,jeffeot01,2010-2011
Othyus Jeffers,25,WAS,SG,16,1,314,30,62,0.484,1,4,0.250,29,58,0.500,0.492,30,46,0.652,25,40,65,19,17,0,13,31,91,0,,jeffeot01,2010-2011
Hilton Armstrong,26,2TM,C,53,2,488,37,76,0.487,2,4,0.500,35,72,0.486,0.500,16,33,0.485,42,89,131,14,18,21,28,84,92,0,,armsthi01,2010-2011
Hilton Armstrong,26,WAS,C,41,2,412,31,64,0.484,1,3,0.333,30,61,0.492,0.492,14,23,0.609,39,75,114,10,15,16,25,75,77,0,,armsthi01,2010-2011
Hilton Armstrong,26,ATL,C,12,0,76,6,12,0.500,1,1,1.000,5,11,0.455,0.542,2,10,0.200,3,14,17,4,3,5,3,9,15,0,,armsthi01,2010-2011
Luke Walton,30,LAL,SF,54,0,484,38,116,0.328,8,34,0.235,30,82,0.366,0.362,7,10,0.700,9,58,67,62,9,4,31,38,91,0,,waltolu01,2010-2011
Derrick Caracter,22,LAL,C,41,0,215,32,66,0.485,0,0,,32,66,0.485,0.485,17,23,0.739,19,24,43,7,4,10,19,47,81,0,,caracde01,2010-2011
Chris Quinn,27,SAS,PG,41,0,292,33,91,0.363,11,37,0.297,22,54,0.407,0.423,4,8,0.500,3,22,25,42,5,1,12,29,81,0,,quinnch01,2010-2011
Earl Barron,29,3TM,C,21,7,305,32,99,0.323,0,0,,32,99,0.323,0.323,15,24,0.625,32,44,76,11,8,6,16,46,79,0,,barroea01,2010-2011
Earl Barron,29,PHO,C,12,6,183,12,51,0.235,0,0,,12,51,0.235,0.235,12,20,0.600,16,24,40,4,6,4,11,32,36,0,,barroea01,2010-2011
Earl Barron,29,MIL,C,7,0,85,17,37,0.459,0,0,,17,37,0.459,0.459,2,2,1.000,12,10,22,4,2,2,2,10,36,0,,barroea01,2010-2011
Earl Barron,29,POR,C,2,1,37,3,11,0.273,0,0,,3,11,0.273,0.273,1,2,0.500,4,10,14,3,0,0,3,4,7,0,,barroea01,2010-2011
Jeremy Lin,22,GSW,PG,29,0,285,28,72,0.389,1,5,0.200,27,67,0.403,0.396,19,25,0.760,12,22,34,42,33,9,18,31,76,0,,linje01,2010-2011
Sasha Pavlović,27,3TM,SG,31,7,362,29,72,0.403,12,31,0.387,17,41,0.415,0.486,6,10,0.600,1,31,32,16,10,7,12,34,76,0,,pavloal01,2010-2011
Sasha Pavlović,27,DAL,SF,10,6,163,15,35,0.429,7,16,0.438,8,19,0.421,0.529,4,5,0.800,0,12,12,7,5,3,5,15,41,0,,pavloal01,2010-2011
Sasha Pavlović,27,NOH,SG,4,1,50,2,11,0.182,0,5,0.000,2,6,0.333,0.182,0,0,,0,6,6,6,0,4,1,4,4,0,,pavloal01,2010-2011
Sasha Pavlović,27,BOS,SG,17,0,149,12,26,0.462,5,10,0.500,7,16,0.438,0.558,2,5,0.400,1,13,14,3,5,0,6,15,31,0,,pavloal01,2010-2011
Hamed Haddadi,25,MEM,C,31,0,168,30,58,0.517,0,1,0.000,30,57,0.526,0.517,15,23,0.652,24,44,68,5,2,13,11,29,75,0,,haddaha01,2010-2011
Roger Mason,30,NYK,SG,26,0,319,26,77,0.338,16,44,0.364,10,33,0.303,0.442,7,10,0.700,5,38,43,20,6,2,6,25,75,0,,masonro01,2010-2011
DaJuan Summers,23,DET,SF,22,1,199,28,69,0.406,9,21,0.429,19,48,0.396,0.471,9,20,0.450,2,10,12,2,3,1,13,21,74,0,,summeda01,2010-2011
Jared Jeffries,29,2TM,PF,42,9,601,30,86,0.349,2,9,0.222,28,77,0.364,0.360,12,29,0.414,62,54,116,36,31,17,21,75,74,0,,jeffrja01,2010-2011
Jared Jeffries,29,HOU,PF,18,0,138,11,36,0.306,1,6,0.167,10,30,0.333,0.319,4,10,0.400,20,15,35,11,7,3,4,21,27,0,,jeffrja01,2010-2011
Jared Jeffries,29,NYK,PF,24,9,463,19,50,0.380,1,3,0.333,18,47,0.383,0.390,8,19,0.421,42,39,81,25,24,14,17,54,47,0,,jeffrja01,2010-2011
Melvin Ely,32,DEN,C,30,2,366,28,51,0.549,0,0,,28,51,0.549,0.549,13,21,0.619,27,47,74,14,4,11,14,50,69,0,,elyme01,2010-2011
Eduardo Nájera,34,CHA,PF,31,0,372,26,72,0.361,11,34,0.324,15,38,0.395,0.438,6,11,0.545,14,30,44,20,11,6,13,52,69,0,,najered01,2010-2011
Mehmet Okur,31,UTA,C,13,0,168,22,62,0.355,5,16,0.313,17,46,0.370,0.395,15,20,0.750,9,21,30,19,4,4,7,18,64,0,,okurme01,2010-2011
Joel Przybilla,31,2TM,C,36,9,519,25,44,0.568,0,0,,25,44,0.568,0.568,14,27,0.519,37,108,145,13,5,15,29,79,64,0,,przybjo01,2010-2011
Joel Przybilla,31,POR,C,31,9,445,21,34,0.618,0,0,,21,34,0.618,0.618,13,23,0.565,28,93,121,13,5,14,22,63,55,0,,przybjo01,2010-2011
Joel Przybilla,31,CHA,C,5,0,74,4,10,0.400,0,0,,4,10,0.400,0.400,1,4,0.250,9,15,24,0,0,1,7,16,9,0,,przybjo01,2010-2011
Devin Ebanks,21,LAL,SG,20,0,118,21,51,0.412,2,5,0.400,19,46,0.413,0.431,18,23,0.783,15,12,27,2,4,5,6,7,62,0,,ebankde01,2010-2011
D.J. Mbenga,30,NOH,C,41,0,330,23,49,0.469,0,0,,23,49,0.469,0.469,13,18,0.722,35,51,86,6,6,27,21,52,59,0,,mbengdj01,2010-2011
Jeff Adrien,24,GSW,PF,23,0,196,23,54,0.426,0,0,,23,54,0.426,0.426,11,19,0.579,23,35,58,10,4,5,9,28,57,0,,adrieje01,2010-2011
Quinton Ross,29,NJN,SF,36,4,353,26,59,0.441,0,3,0.000,26,56,0.464,0.441,5,14,0.357,10,20,30,10,3,6,7,40,57,0,,rossqu01,2010-2011
Garrett Temple,24,3TM,PG,24,0,230,20,68,0.294,10,37,0.270,10,31,0.323,0.368,7,17,0.412,1,22,23,32,11,6,23,24,57,0,,templga01,2010-2011
Garrett Temple,24,SAS,SG,3,0,21,1,5,0.200,0,1,0.000,1,4,0.250,0.200,0,2,0.000,1,1,2,2,1,1,1,2,2,0,,templga01,2010-2011
Garrett Temple,24,MIL,SG,9,0,83,7,21,0.333,3,10,0.300,4,11,0.364,0.405,0,4,0.000,0,6,6,6,1,1,2,8,17,0,,templga01,2010-2011
Garrett Temple,24,CHA,PG,12,0,126,12,42,0.286,7,26,0.269,5,16,0.313,0.369,7,11,0.636,0,15,15,24,9,4,20,14,38,0,,templga01,2010-2011
Jason Williams,35,2TM,PG,27,0,295,22,67,0.328,10,38,0.263,12,29,0.414,0.403,0,0,,3,27,30,52,11,1,18,8,54,0,,willija02,2010-2011
Jason Williams,35,ORL,PG,16,0,171,13,38,0.342,7,23,0.304,6,15,0.400,0.434,0,0,,3,19,22,24,8,0,11,6,33,0,,willija02,2010-2011
Jason Williams,35,MEM,PG,11,0,124,9,29,0.310,3,15,0.200,6,14,0.429,0.362,0,0,,0,8,8,28,3,1,7,2,21,0,,willija02,2010-2011
Hasheem Thabeet,23,2TM,C,47,0,373,17,40,0.425,0,0,,17,40,0.425,0.425,19,35,0.543,24,51,75,4,9,16,17,76,53,0,,thabeha01,2010-2011
Hasheem Thabeet,23,MEM,C,45,0,369,17,39,0.436,0,0,,17,39,0.436,0.436,19,35,0.543,24,51,75,4,9,15,17,73,53,0,,thabeha01,2010-2011
Hasheem Thabeet,23,HOU,C,2,0,4,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,0,0,1,0,3,0,0,,thabeha01,2010-2011
Avery Bradley,20,BOS,PG,31,0,162,23,67,0.343,0,5,0.000,23,62,0.371,0.343,6,12,0.500,4,13,17,12,9,0,16,20,52,0,,bradlav01,2010-2011
Yao Ming,30,HOU,C,5,5,91,18,37,0.486,0,0,,18,37,0.486,0.486,15,16,0.938,7,20,27,4,0,8,7,13,51,0,AS,mingya01,2010-2011
Mustafa Shakur,26,WAS,PG,22,0,159,21,59,0.356,1,10,0.100,20,49,0.408,0.364,8,15,0.533,7,15,22,25,5,3,18,15,51,0,,shakumu01,2010-2011
Sean Marks,35,POR,C,29,0,208,19,44,0.432,2,2,1.000,17,42,0.405,0.455,5,8,0.625,16,24,40,4,3,5,11,44,45,0,,marksse01,2010-2011
Garret Siler,24,PHO,C,21,0,101,17,31,0.548,0,0,,17,31,0.548,0.548,11,22,0.500,16,12,28,3,1,4,10,20,45,0,,silerga01,2010-2011
Michael Redd,31,MIL,SG,10,0,134,18,45,0.400,4,17,0.235,14,28,0.500,0.444,4,4,1.000,0,8,8,12,2,1,4,4,44,0,,reddmi01,2010-2011
Dominique Jones,22,DAL,SG,18,0,135,14,45,0.311,0,4,0.000,14,41,0.341,0.311,14,17,0.824,6,19,25,19,5,3,10,7,42,0,,jonesdo02,2010-2011
Danny Green,23,SAS,SG,8,0,92,17,35,0.486,7,19,0.368,10,16,0.625,0.586,0,0,,3,12,15,2,2,1,5,7,41,0,,greenda02,2010-2011
Royal Ivey,29,OKC,SG,25,0,155,16,38,0.421,7,16,0.438,9,22,0.409,0.513,2,2,1.000,2,14,16,7,6,1,5,17,41,0,,iveyro01,2010-2011
Larry Owens,28,2TM,SF,12,0,143,15,32,0.469,6,13,0.462,9,19,0.474,0.563,4,9,0.444,1,14,15,8,9,5,5,18,40,0,,owensla01,2010-2011
Larry Owens,28,SAS,SF,7,0,31,3,6,0.500,1,3,0.333,2,3,0.667,0.583,2,4,0.500,0,4,4,1,2,0,0,4,9,0,,owensla01,2010-2011
Larry Owens,28,WAS,SF,5,0,112,12,26,0.462,5,10,0.500,7,16,0.438,0.558,2,5,0.400,1,10,11,7,7,5,5,14,31,0,,owensla01,2010-2011
Lance Stephenson,20,IND,SG,12,0,115,13,39,0.333,0,5,0.000,13,34,0.382,0.333,11,14,0.786,1,17,18,21,4,0,16,14,37,0,,stephla01,2010-2011
Willie Warren,21,LAC,PG,19,0,134,13,35,0.371,5,15,0.333,8,20,0.400,0.443,6,8,0.750,1,11,12,27,6,0,8,16,37,0,,warrewi01,2010-2011
Luke Babbitt,21,POR,SF,24,0,137,15,55,0.273,3,16,0.188,12,39,0.308,0.300,3,9,0.333,6,24,30,6,2,2,8,15,36,0,,babbilu01,2010-2011
Jamaal Magloire,32,MIA,C,18,0,158,13,22,0.591,0,0,,13,22,0.591,0.591,9,18,0.500,17,44,61,3,4,2,5,26,35,0,,magloja01,2010-2011
Trey Johnson,26,2TM,SG,8,0,94,12,33,0.364,1,3,0.333,11,30,0.367,0.379,9,10,0.900,2,5,7,11,1,1,5,12,34,0,,johnstr01,2010-2011
Trey Johnson,26,TOR,SG,7,0,81,10,30,0.333,1,3,0.333,9,27,0.333,0.350,7,8,0.875,2,5,7,11,1,1,5,11,28,0,,johnstr01,2010-2011
Trey Johnson,26,LAL,SG,1,0,13,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1.000,0,0,0,0,0,0,0,1,6,0,,johnstr01,2010-2011
Chris Johnson,25,2TM,C,14,1,138,9,21,0.429,0,0,,9,21,0.429,0.429,15,20,0.750,12,20,32,3,3,9,10,21,33,0,,johnsch03,2010-2011
Chris Johnson,25,POR,C,10,1,106,7,18,0.389,0,0,,7,18,0.389,0.389,13,18,0.722,11,16,27,2,3,6,8,18,27,0,,johnsch03,2010-2011
Chris Johnson,25,BOS,C,4,0,32,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1.000,1,4,5,1,0,3,2,3,6,0,,johnsch03,2010-2011
Charlie Bell,31,GSW,SG,19,0,171,12,43,0.279,6,21,0.286,6,22,0.273,0.349,2,4,0.500,6,12,18,13,6,1,6,13,32,0,,bellch01,2010-2011
Etan Thomas,32,ATL,C,13,0,82,10,21,0.476,0,0,,10,21,0.476,0.476,12,15,0.800,6,17,23,2,1,4,5,11,32,0,,thomaet01,2010-2011
Kyle Weaver,24,UTA,SG,5,0,69,9,25,0.360,3,7,0.429,6,18,0.333,0.420,7,8,0.875,2,8,10,7,2,2,7,3,28,0,,weaveky01,2010-2011
Byron Mullens,21,OKC,PF,13,0,85,9,28,0.321,0,0,,9,28,0.321,0.321,7,14,0.500,6,18,24,0,2,3,8,11,25,0,,mulleby01,2010-2011
Malik Allen,32,ORL,PF,18,0,178,11,31,0.355,0,0,,11,31,0.355,0.355,1,2,0.500,12,20,32,4,1,4,3,30,23,0,,allenma01,2010-2011
Mario West,26,NJN,SG,6,3,116,9,21,0.429,1,4,0.250,8,17,0.471,0.452,3,5,0.600,2,9,11,10,7,0,2,13,22,0,,westma02,2010-2011
DeSagana Diop,29,CHA,C,16,0,181,8,24,0.333,0,0,,8,24,0.333,0.333,4,11,0.364,12,28,40,7,4,15,11,26,20,0,,diopde01,2010-2011
Brian Scalabrine,32,CHI,PF,18,0,88,10,19,0.526,0,5,0.000,10,14,0.714,0.526,0,0,,1,7,8,6,3,4,5,18,20,0,,scalabr01,2010-2011
Jarron Collins,32,2TM,C,28,0,181,6,21,0.286,0,0,,6,21,0.286,0.286,7,10,0.700,14,10,24,2,4,1,7,29,19,0,,collija03,2010-2011
Jarron Collins,32,LAC,C,23,0,157,5,15,0.333,0,0,,5,15,0.333,0.333,7,10,0.700,7,10,17,1,4,1,5,24,17,0,,collija03,2010-2011
Jarron Collins,32,POR,C,5,0,24,1,6,0.167,0,0,,1,6,0.167,0.167,0,0,,7,0,7,1,0,0,2,5,2,0,,collija03,2010-2011
Cole Aldrich,22,OKC,C,18,0,142,8,15,0.533,0,0,,8,15,0.533,0.533,2,4,0.500,13,22,35,4,5,7,8,30,18,0,,aldrico01,2010-2011
Lester Hudson,26,WAS,PG,11,0,73,6,24,0.250,4,15,0.267,2,9,0.222,0.333,2,4,0.500,1,4,5,17,4,1,7,10,18,0,,hudsole01,2010-2011
Sherron Collins,23,CHA,PG,20,0,66,7,25,0.280,2,10,0.200,5,15,0.333,0.320,1,1,1.000,0,5,5,8,2,0,4,2,17,0,,collish01,2010-2011
Jason Kapono,29,PHI,SF,24,2,112,7,28,0.250,1,8,0.125,6,20,0.300,0.268,1,2,0.500,3,8,11,4,2,1,2,4,16,0,,kaponja01,2010-2011
Darius Songaila,32,PHI,C,10,0,71,7,15,0.467,0,0,,7,15,0.467,0.467,2,4,0.500,2,8,10,2,0,0,4,16,16,0,,songada01,2010-2011
Renaldo Balkman,26,2TM,SF,8,0,62,6,13,0.462,1,2,0.500,5,11,0.455,0.500,3,4,0.750,2,5,7,2,4,2,1,15,16,0,,balkmre01,2010-2011
Renaldo Balkman,26,DEN,SF,5,0,44,5,9,0.556,0,0,,5,9,0.556,0.556,3,4,0.750,1,3,4,2,3,2,0,11,13,0,,balkmre01,2010-2011
Renaldo Balkman,26,NYK,SF,3,0,18,1,4,0.250,1,2,0.500,0,2,0.000,0.375,0,0,,1,2,3,0,1,0,1,4,3,0,,balkmre01,2010-2011
Maurice Ager,26,MIN,SG,4,0,29,6,11,0.545,3,4,0.750,3,7,0.429,0.682,0,0,,0,2,2,1,1,0,4,4,15,0,,agerma01,2010-2011
Hamady N'Diaye,24,WAS,C,16,0,80,4,5,0.800,0,0,,4,5,0.800,0.800,6,12,0.500,2,5,7,0,2,5,3,18,14,0,,ndiayha01,2010-2011
Ime Udoka,33,SAS,SF,20,0,130,5,21,0.238,0,8,0.000,5,13,0.385,0.238,4,8,0.500,5,14,19,13,8,1,5,14,14,0,,udokaim01,2010-2011
