Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Mo Williams,28,2TM,PG,58,56,1788,291,730,0.399,79,244,0.324,212,486,0.436,0.453,151,177,0.853,21,132,153,380,53,10,171,150,812,0,,willima01,2010-2011
Mo Williams,28,CLE,PG,36,34,1065,178,462,0.385,36,136,0.265,142,326,0.436,0.424,85,102,0.833,15,82,97,257,33,10,105,91,477,0,,willima01,2010-2011
Mo Williams,28,LAC,PG,22,22,723,113,268,0.422,43,108,0.398,70,160,0.438,0.502,66,75,0.880,6,50,56,123,20,0,66,59,335,0,,willima01,2010-2011
Serge Ibaka,21,OKC,PF,82,44,2216,335,617,0.543,0,1,0.000,335,616,0.544,0.543,138,184,0.750,214,408,622,22,31,198,71,267,808,0,DPOY-14,ibakase01,2010-2011
Corey Maggette,31,MIL,SF,67,18,1401,253,559,0.453,28,78,0.359,225,481,0.468,0.478,271,325,0.834,44,197,241,84,21,5,127,175,805,0,,maggeco01,2010-2011
O.J. Mayo,23,MEM,SG,71,17,1869,304,747,0.407,96,264,0.364,208,483,0.431,0.471,99,131,0.756,35,135,170,145,73,26,99,127,803,0,6MOY-11,mayooj01,2010-2011
JaVale McGee,23,WAS,C,79,75,2193,332,604,0.550,0,3,0.000,332,601,0.552,0.550,134,230,0.583,223,411,634,38,41,193,102,232,798,1,DPOY-19,mcgeeja01,2010-2011
Landry Fields,22,NYK,SG,82,81,2541,299,602,0.497,86,219,0.393,213,383,0.556,0.568,113,147,0.769,105,416,521,155,80,17,107,114,797,0,ROY-4,fieldla01,2010-2011
Gary Neal,26,SAS,SG,80,1,1685,285,632,0.451,129,308,0.419,156,324,0.481,0.553,84,104,0.808,21,175,196,96,27,4,78,148,783,0,ROY-5,nealga01,2010-2011
Daniel Gibson,24,CLE,SG,67,15,1865,264,660,0.400,118,293,0.403,146,367,0.398,0.489,134,163,0.822,24,153,177,201,48,21,80,154,780,0,,gibsoda01,2010-2011
Richard Hamilton,32,DET,SG,55,39,1498,288,671,0.429,55,144,0.382,233,527,0.442,0.470,146,172,0.849,24,102,126,171,39,4,88,95,777,0,,hamilri01,2010-2011
Jodie Meeks,23,PHI,SG,74,64,2062,242,570,0.425,138,348,0.397,104,222,0.468,0.546,152,170,0.894,21,150,171,78,63,4,60,97,774,0,,meeksjo01,2010-2011
Leandro Barbosa,28,TOR,SG,58,0,1395,294,653,0.450,72,213,0.338,222,440,0.505,0.505,109,137,0.796,14,85,99,119,50,6,84,112,769,0,,barbole01,2010-2011
J.J. Barea,26,DAL,PG,81,2,1669,285,649,0.439,66,189,0.349,219,460,0.476,0.490,133,157,0.847,29,130,159,317,30,1,136,136,769,0,,bareajo01,2010-2011
Tyler Hansbrough,25,IND,PF,70,29,1535,285,613,0.465,0,2,0.000,285,611,0.466,0.465,197,253,0.779,145,221,366,41,37,15,76,160,767,0,,hansbty01,2010-2011
Chase Budinger,22,HOU,SF,78,22,1738,279,656,0.425,89,274,0.325,190,382,0.497,0.493,118,138,0.855,52,229,281,127,41,18,67,114,765,0,,budinch01,2010-2011
Al Harrington,30,DEN,PF,73,3,1665,281,675,0.416,117,328,0.357,164,347,0.473,0.503,86,117,0.735,76,256,332,101,39,10,106,202,765,0,,harrial01,2010-2011
Anthony Morrow,25,NJN,SG,58,47,1856,279,620,0.450,110,260,0.423,169,360,0.469,0.539,96,107,0.897,37,135,172,68,19,7,54,135,764,0,,morroan01,2010-2011
Baron Davis,31,2TM,PG,58,44,1649,289,693,0.417,81,239,0.339,208,454,0.458,0.475,101,131,0.771,35,121,156,391,78,28,146,143,760,0,,davisba01,2010-2011
Baron Davis,31,LAC,PG,43,35,1269,214,515,0.416,45,152,0.296,169,363,0.466,0.459,79,104,0.760,29,91,120,299,62,22,107,114,552,0,,davisba01,2010-2011
Baron Davis,31,CLE,PG,15,9,380,75,178,0.421,36,87,0.414,39,91,0.429,0.522,22,27,0.815,6,30,36,92,16,6,39,29,208,0,,davisba01,2010-2011
Travis Outlaw,26,NJN,SF,82,55,2358,274,731,0.375,76,252,0.302,198,479,0.413,0.427,132,171,0.772,54,271,325,84,34,36,71,148,756,0,,outlatr01,2010-2011
Gilbert Arenas,29,2TM,PG,70,16,1796,269,734,0.366,97,327,0.297,172,407,0.423,0.433,120,153,0.784,22,167,189,274,74,21,177,188,755,0,,arenagi01,2010-2011
Gilbert Arenas,29,WAS,PG,21,14,726,130,330,0.394,47,145,0.324,83,185,0.449,0.465,56,67,0.836,6,64,70,117,30,12,71,76,363,0,,arenagi01,2010-2011
Gilbert Arenas,29,ORL,PG,49,2,1070,139,404,0.344,50,182,0.275,89,222,0.401,0.406,64,86,0.744,16,103,119,157,44,9,106,112,392,0,,arenagi01,2010-2011
Greg Monroe,20,DET,C,80,48,2222,303,550,0.551,0,1,0.000,303,549,0.552,0.551,145,233,0.622,248,353,601,105,93,45,81,196,751,0,ROY-6,monrogr01,2010-2011
Andrei Kirilenko,29,UTA,SF,64,62,1999,253,542,0.467,36,98,0.367,217,444,0.489,0.500,208,270,0.770,100,227,327,192,81,74,117,113,750,0,,kirilan01,2010-2011
Tyson Chandler,28,DAL,C,74,74,2059,266,407,0.654,0,0,,266,407,0.654,0.654,216,295,0.732,206,486,692,32,36,80,88,240,748,0,DPOY-3,chandty01,2010-2011
Emeka Okafor,28,NOH,C,72,72,2287,300,524,0.573,0,1,0.000,300,523,0.574,0.573,145,258,0.562,230,454,684,42,40,127,119,230,745,0,,okafoem01,2010-2011
Kris Humphries,25,NJN,PF,74,44,2061,307,583,0.527,0,1,0.000,307,582,0.527,0.527,127,191,0.665,225,546,771,84,33,80,103,168,741,0,,humphkr01,2010-2011
Reggie Williams,24,GSW,SF,80,9,1626,268,572,0.469,102,241,0.423,166,331,0.502,0.558,100,134,0.746,45,171,216,121,28,3,57,124,738,0,,willire02,2010-2011
Kirk Hinrich,30,2TM,PG,72,51,2157,278,623,0.446,75,188,0.399,203,435,0.467,0.506,106,126,0.841,21,161,182,288,75,17,121,185,737,0,,hinriki01,2010-2011
Kirk Hinrich,30,WAS,SG,48,29,1471,198,438,0.452,43,112,0.384,155,326,0.475,0.501,92,105,0.876,14,115,129,210,56,10,84,119,531,0,,hinriki01,2010-2011
Kirk Hinrich,30,ATL,PG,24,22,686,80,185,0.432,32,76,0.421,48,109,0.440,0.519,14,21,0.667,7,46,53,78,19,7,37,66,206,0,,hinriki01,2010-2011
Jarrett Jack,27,2TM,SG,83,15,1722,260,637,0.408,33,108,0.306,227,529,0.429,0.434,182,214,0.850,20,153,173,242,54,6,110,102,735,0,,jackja01,2010-2011
Jarrett Jack,27,TOR,PG,13,13,347,48,122,0.393,4,24,0.167,44,98,0.449,0.410,40,46,0.870,6,36,42,59,14,0,34,25,140,0,,jackja01,2010-2011
Jarrett Jack,27,NOH,SG,70,2,1375,212,515,0.412,29,84,0.345,183,431,0.425,0.440,142,168,0.845,14,117,131,183,40,6,76,77,595,0,,jackja01,2010-2011
Darrell Arthur,22,MEM,PF,80,9,1609,310,624,0.497,0,6,0.000,310,618,0.502,0.497,109,134,0.813,115,227,342,53,52,63,88,228,729,0,,arthuda01,2010-2011
Rajon Rondo,24,BOS,PG,68,68,2527,318,670,0.475,10,43,0.233,308,627,0.491,0.482,75,132,0.568,87,210,297,760,153,11,234,120,721,3,MVP-10DPOY-5AS,rondora01,2010-2011
Shannon Brown,25,LAL,SG,82,0,1568,273,643,0.425,74,212,0.349,199,431,0.462,0.482,92,101,0.911,35,122,157,96,67,16,75,124,712,0,,brownsh01,2010-2011
Wesley Johnson,23,MIN,SG,79,63,2069,271,682,0.397,103,289,0.356,168,393,0.427,0.473,64,92,0.696,51,189,240,148,58,54,95,163,709,0,,johnswe01,2010-2011
Jordan Farmar,24,NJN,PG,73,18,1796,255,651,0.392,109,304,0.359,146,347,0.421,0.475,82,100,0.820,24,149,173,368,62,6,139,128,701,0,,farmajo01,2010-2011
Metta World Peace,31,LAL,SF,82,82,2410,261,658,0.397,83,233,0.356,178,425,0.419,0.460,92,136,0.676,100,167,267,175,124,36,90,181,697,0,DPOY-18,artesro01,2010-2011
Amir Johnson,23,TOR,PF,72,54,1853,281,495,0.568,0,1,0.000,281,494,0.569,0.568,126,160,0.788,189,272,461,81,53,88,69,263,688,0,,johnsam01,2010-2011
Mike Bibby,32,3TM,PG,80,68,2285,248,576,0.431,153,348,0.440,95,228,0.417,0.563,39,62,0.629,17,178,195,265,50,9,101,175,688,0,,bibbymi01,2010-2011
Mike Bibby,32,ATL,PG,56,56,1674,192,441,0.435,113,256,0.441,79,185,0.427,0.563,29,46,0.630,15,128,143,202,38,6,68,125,526,0,,bibbymi01,2010-2011
Mike Bibby,32,WAS,PG,2,0,29,1,9,0.111,0,4,0.000,1,5,0.200,0.111,0,0,,0,3,3,8,1,0,1,3,2,0,,bibbymi01,2010-2011
Mike Bibby,32,MIA,PG,22,12,582,55,126,0.437,40,88,0.455,15,38,0.395,0.595,10,16,0.625,2,47,49,55,11,3,32,47,160,0,,bibbymi01,2010-2011
Mike Dunleavy,30,IND,SG,61,44,1683,240,520,0.462,102,254,0.402,138,266,0.519,0.560,100,125,0.800,28,248,276,105,40,30,69,107,682,0,,dunlemi02,2010-2011
Ryan Anderson,22,ORL,PF,64,14,1424,226,525,0.430,134,341,0.393,92,184,0.500,0.558,95,117,0.812,129,226,355,52,30,38,49,137,681,0,,anderry01,2010-2011
Kyle Korver,29,CHI,SG,82,0,1649,242,557,0.434,120,289,0.415,122,268,0.455,0.542,77,87,0.885,12,138,150,124,35,20,60,156,681,0,,korveky01,2010-2011
Marvin Williams,24,ATL,SF,65,52,1865,246,537,0.458,37,110,0.336,209,427,0.489,0.493,147,174,0.845,68,245,313,88,34,23,62,104,676,0,,willima02,2010-2011
DeJuan Blair,21,SAS,PF,81,65,1734,292,583,0.501,0,2,0.000,292,581,0.503,0.501,90,137,0.657,215,350,565,77,95,42,113,213,674,0,,blairde01,2010-2011
Willie Green,29,NOH,SG,77,13,1674,270,609,0.443,54,155,0.348,216,454,0.476,0.488,78,100,0.780,22,139,161,74,36,13,67,143,672,0,,greenwi01,2010-2011
Courtney Lee,25,HOU,SG,81,1,1723,253,576,0.439,71,174,0.408,182,402,0.453,0.501,95,120,0.792,51,158,209,100,58,18,68,102,672,0,,leeco01,2010-2011
José Calderón,29,TOR,PG,68,55,2102,262,596,0.440,57,156,0.365,205,440,0.466,0.487,88,103,0.854,30,172,202,605,81,7,148,143,669,0,,caldejo01,2010-2011
Hakim Warrick,28,PHO,PF,80,6,1416,228,446,0.511,1,11,0.091,227,435,0.522,0.512,212,294,0.721,88,208,296,69,32,9,79,100,669,0,,warriha01,2010-2011
Rudy Fernández,25,POR,SG,78,3,1821,213,575,0.370,116,361,0.321,97,214,0.453,0.471,126,146,0.863,37,135,172,193,87,14,88,134,668,0,,fernaru01,2010-2011
Rashard Lewis,31,2TM,PF,57,52,1824,252,582,0.433,87,244,0.357,165,338,0.488,0.508,77,96,0.802,71,219,290,92,52,30,87,159,668,0,,lewisra02,2010-2011
Rashard Lewis,31,ORL,PF,25,25,810,113,270,0.419,44,120,0.367,69,150,0.460,0.500,34,45,0.756,23,83,106,29,22,10,35,63,304,0,,lewisra02,2010-2011
Rashard Lewis,31,WAS,SF,32,27,1014,139,312,0.446,43,124,0.347,96,188,0.511,0.514,43,51,0.843,48,136,184,63,30,20,52,96,364,0,,lewisra02,2010-2011
Jason Thompson,24,SAC,PF,75,39,1748,271,534,0.507,0,3,0.000,271,531,0.510,0.507,121,200,0.605,144,310,454,88,28,44,99,212,663,0,,thompja02,2010-2011
Sasha Vujačić,26,2TM,SG,67,17,1648,239,595,0.402,97,262,0.370,142,333,0.426,0.483,81,96,0.844,30,156,186,132,54,5,66,136,656,0,,vujacsa01,2010-2011
Sasha Vujačić,26,LAL,SG,11,0,54,8,23,0.348,3,7,0.429,5,16,0.313,0.413,1,2,0.500,1,3,4,5,1,0,5,7,20,0,,vujacsa01,2010-2011
Sasha Vujačić,26,NJN,SG,56,17,1594,231,572,0.404,94,255,0.369,137,317,0.432,0.486,80,94,0.851,29,153,182,127,53,5,61,129,636,0,,vujacsa01,2010-2011
Gerald Henderson,23,CHA,SG,68,30,1661,259,570,0.454,7,36,0.194,252,534,0.472,0.461,128,163,0.785,49,158,207,101,50,32,64,118,653,0,,hendege02,2010-2011
Jerryd Bayless,22,2TM,PG,71,14,1496,218,517,0.422,49,146,0.336,169,371,0.456,0.469,166,206,0.806,26,139,165,266,38,5,127,149,651,0,,bayleje01,2010-2011
Jerryd Bayless,22,NOH,PG,11,0,149,17,49,0.347,3,14,0.214,14,35,0.400,0.378,13,17,0.765,2,13,15,28,2,1,17,16,50,0,,bayleje01,2010-2011
Jerryd Bayless,22,TOR,PG,60,14,1347,201,468,0.429,46,132,0.348,155,336,0.461,0.479,153,189,0.810,24,126,150,238,36,4,110,133,601,0,,bayleje01,2010-2011
Samuel Dalembert,29,SAC,C,80,46,1938,268,567,0.473,0,2,0.000,268,565,0.474,0.473,108,148,0.730,212,445,657,67,36,116,132,225,644,0,,dalemsa01,2010-2011
Tony Allen,29,MEM,SG,72,31,1494,251,492,0.510,4,23,0.174,247,469,0.527,0.514,137,182,0.753,70,123,193,104,129,44,86,161,643,0,DPOY-46MOY-11,allento01,2010-2011
Aaron Brooks,26,2TM,PG,59,12,1284,220,587,0.375,70,236,0.297,150,351,0.427,0.434,124,140,0.886,20,58,78,233,34,3,99,115,634,0,,brookaa01,2010-2011
Aaron Brooks,26,HOU,PG,34,7,811,134,387,0.346,48,169,0.284,86,218,0.394,0.408,78,83,0.940,11,40,51,129,21,2,55,69,394,0,,brookaa01,2010-2011
Aaron Brooks,26,PHO,PG,25,5,473,86,200,0.430,22,67,0.328,64,133,0.481,0.485,46,57,0.807,9,18,27,104,13,1,44,46,240,0,,brookaa01,2010-2011
Jason Kidd,37,DAL,PG,80,80,2653,215,596,0.361,133,391,0.340,82,205,0.400,0.472,67,77,0.870,35,316,351,655,134,29,179,119,630,2,,kiddja01,2010-2011
Shane Battier,32,2TM,SF,82,59,2375,229,509,0.450,102,267,0.382,127,242,0.525,0.550,64,93,0.688,90,283,373,185,69,81,79,158,624,0,,battish01,2010-2011
Shane Battier,32,HOU,SF,59,59,1818,186,408,0.456,88,225,0.391,98,183,0.536,0.564,49,76,0.645,58,223,281,153,53,71,63,127,509,0,,battish01,2010-2011
Shane Battier,32,MEM,SF,23,0,557,43,101,0.426,14,42,0.333,29,59,0.492,0.495,15,17,0.882,32,60,92,32,16,10,16,31,115,0,,battish01,2010-2011
Randy Foye,27,LAC,SG,63,24,1551,206,531,0.388,71,217,0.327,135,314,0.430,0.455,133,149,0.893,13,90,103,170,47,21,95,122,616,0,,foyera01,2010-2011
Andrew Bynum,23,LAL,C,54,47,1500,237,413,0.574,0,0,,237,413,0.574,0.574,138,209,0.660,170,338,508,73,19,106,74,140,612,0,DPOY-22,bynuman01,2010-2011
Omri Casspi,22,SAC,SF,71,27,1702,225,546,0.412,92,247,0.372,133,299,0.445,0.496,68,101,0.673,74,233,307,74,54,13,68,115,610,0,,casspom01,2010-2011
Brandon Rush,25,IND,SG,67,21,1754,217,515,0.421,93,223,0.417,124,292,0.425,0.512,80,106,0.755,33,184,217,62,41,35,69,107,607,0,,rushbr01,2010-2011
Darko Miličić,25,MIN,C,69,69,1686,271,578,0.469,0,0,,271,578,0.469,0.469,64,115,0.557,133,227,360,104,54,140,151,229,606,0,,milicda01,2010-2011
Anthony Parker,35,CLE,SF,72,65,2091,220,552,0.399,86,227,0.379,134,325,0.412,0.476,74,95,0.779,33,185,218,218,67,10,80,109,600,0,,parkean01,2010-2011
JJ Redick,26,ORL,SG,59,5,1513,197,447,0.441,87,219,0.397,110,228,0.482,0.538,112,128,0.875,6,107,113,102,29,3,53,80,593,0,6MOY-15,redicjj01,2010-2011
Spencer Hawes,22,PHI,C,81,81,1718,264,568,0.465,9,37,0.243,255,531,0.480,0.473,47,88,0.534,129,336,465,121,29,71,97,201,584,0,,hawessp01,2010-2011
Chuck Hayes,27,HOU,C,74,63,2079,244,463,0.527,0,2,0.000,244,461,0.529,0.527,94,142,0.662,219,380,599,202,79,49,86,200,582,1,DPOY-12,hayesch01,2010-2011
Nenad Krstić,27,2TM,C,71,67,1571,231,452,0.511,0,0,,231,452,0.511,0.511,113,146,0.774,124,211,335,27,26,25,56,184,575,0,,krstine01,2010-2011
Nenad Krstić,27,OKC,C,47,47,1018,152,305,0.498,0,0,,152,305,0.498,0.498,53,66,0.803,77,130,207,19,18,17,33,107,357,0,,krstine01,2010-2011
Nenad Krstić,27,BOS,C,24,20,553,79,147,0.537,0,0,,79,147,0.537,0.537,60,80,0.750,47,81,128,8,8,8,23,77,218,0,,krstine01,2010-2011
Tracy McGrady,31,DET,SG,72,39,1686,227,514,0.442,30,88,0.341,197,426,0.462,0.471,90,129,0.698,49,202,251,252,66,34,102,101,574,0,,mcgratr01,2010-2011
Brandon Roy,26,POR,SG,47,23,1310,209,523,0.400,38,114,0.333,171,409,0.418,0.436,117,138,0.848,28,93,121,129,37,12,55,76,573,0,,roybr01,2010-2011
Sam Young,25,MEM,SF,78,46,1577,233,494,0.472,17,50,0.340,216,444,0.486,0.489,89,116,0.767,40,147,187,71,68,23,61,120,572,0,,youngsa01,2010-2011
Keyon Dooling,30,MIL,PG,80,22,1757,206,519,0.397,81,234,0.346,125,285,0.439,0.475,78,94,0.830,12,105,117,243,54,4,91,119,571,0,,doolike01,2010-2011
Ersan İlyasova,23,MIL,PF,60,34,1505,221,507,0.436,36,121,0.298,185,386,0.479,0.471,93,104,0.894,105,260,365,56,51,24,63,159,571,0,,ilyaser01,2010-2011
Taj Gibson,25,CHI,PF,80,19,1742,234,502,0.466,1,8,0.125,233,494,0.472,0.467,100,148,0.676,162,296,458,58,39,106,71,203,569,0,,gibsota01,2010-2011
DeAndre Jordan,22,LAC,C,80,66,2047,234,341,0.686,0,1,0.000,234,340,0.688,0.686,98,217,0.452,207,368,575,42,41,142,101,255,566,0,,jordade01,2010-2011
Carlos Delfino,28,MIL,SF,49,40,1590,200,513,0.390,105,284,0.370,95,229,0.415,0.492,60,75,0.800,24,176,200,112,76,8,57,72,565,0,,delfica01,2010-2011
Evan Turner,22,PHI,SG,78,14,1797,225,529,0.425,14,44,0.318,211,485,0.435,0.439,101,125,0.808,42,264,306,159,49,14,80,138,565,0,,turneev01,2010-2011
Joakim Noah,25,CHI,C,48,48,1576,211,402,0.525,0,1,0.000,211,401,0.526,0.525,139,188,0.739,182,316,498,107,48,72,90,156,561,0,DPOY-15,noahjo01,2010-2011
Francisco García,29,SAC,SF,58,34,1386,207,475,0.436,81,224,0.362,126,251,0.502,0.521,65,76,0.855,24,109,133,71,51,49,45,126,560,0,,garcifr01,2010-2011
Derek Fisher,36,LAL,PG,82,82,2297,206,529,0.389,63,159,0.396,143,370,0.386,0.449,83,103,0.806,14,138,152,224,99,8,70,192,558,0,,fishede01,2010-2011
Corey Brewer,24,2TM,SG,69,24,1510,193,488,0.395,30,112,0.268,163,376,0.434,0.426,136,192,0.708,57,118,175,89,100,16,87,159,552,0,,breweco01,2010-2011
Corey Brewer,24,MIN,SF,56,22,1362,168,437,0.384,26,99,0.263,142,338,0.420,0.414,121,171,0.708,45,107,152,77,89,14,77,134,483,0,,breweco01,2010-2011
Corey Brewer,24,DAL,SG,13,2,148,25,51,0.490,4,13,0.308,21,38,0.553,0.529,15,21,0.714,12,11,23,12,11,2,10,25,69,0,,breweco01,2010-2011
Ryan Gomes,28,LAC,SF,76,62,2095,207,505,0.410,72,211,0.341,135,294,0.459,0.481,61,85,0.718,61,193,254,118,62,12,55,159,547,0,,gomesry01,2010-2011
Sonny Weems,24,TOR,SF,59,28,1413,228,513,0.444,17,61,0.279,211,452,0.467,0.461,72,94,0.766,39,114,153,104,34,2,86,87,545,0,,weemsso01,2010-2011
Eric Bledsoe,21,LAC,PG,81,25,1841,206,486,0.424,32,116,0.276,174,370,0.470,0.457,99,133,0.744,68,155,223,289,92,26,194,130,543,0,,bledser01,2010-2011
Raja Bell,34,UTA,SG,68,63,2097,191,467,0.409,68,193,0.352,123,274,0.449,0.482,91,102,0.892,31,145,176,118,56,14,63,169,541,0,,bellra01,2010-2011
Austin Daye,22,DET,SF,72,16,1446,193,471,0.410,69,172,0.401,124,299,0.415,0.483,82,108,0.759,64,210,274,78,39,39,59,165,537,0,,dayeau01,2010-2011
Nazr Mohammed,33,2TM,C,75,37,1280,234,448,0.522,0,1,0.000,234,447,0.523,0.522,67,112,0.598,140,228,368,23,30,56,70,184,535,0,,mohamna01,2010-2011
Nazr Mohammed,33,CHA,C,51,30,851,159,317,0.502,0,1,0.000,159,316,0.503,0.502,52,88,0.591,94,158,252,17,14,46,51,121,370,0,,mohamna01,2010-2011
Nazr Mohammed,33,OKC,C,24,7,429,75,131,0.573,0,0,,75,131,0.573,0.573,15,24,0.625,46,70,116,6,16,10,19,63,165,0,,mohamna01,2010-2011
Josh McRoberts,23,IND,PF,72,51,1597,211,386,0.547,23,60,0.383,188,326,0.577,0.576,88,119,0.739,109,273,382,150,47,57,93,165,533,0,,mcrobjo01,2010-2011
Derrick Favors,19,2TM,PF,78,27,1535,215,416,0.517,0,0,,215,416,0.517,0.517,103,173,0.595,171,241,412,39,29,68,77,246,533,0,,favorde01,2010-2011
Derrick Favors,19,NJN,PF,56,23,1091,141,276,0.511,0,0,,141,276,0.511,0.511,71,116,0.612,126,171,297,21,18,41,56,183,353,0,,favorde01,2010-2011
Derrick Favors,19,UTA,PF,22,4,444,74,140,0.529,0,0,,74,140,0.529,0.529,32,57,0.561,45,70,115,18,11,27,21,63,180,0,,favorde01,2010-2011
Luc Mbah a Moute,24,MIL,PF,79,52,2093,198,428,0.463,0,7,0.000,198,421,0.470,0.463,133,188,0.707,169,251,420,68,72,28,77,180,529,0,,mbahalu01,2010-2011
Kwame Brown,28,CHA,C,66,50,1714,194,375,0.517,0,0,,194,375,0.517,0.517,136,231,0.589,147,303,450,43,26,39,69,174,524,0,,brownkw01,2010-2011
Al Thornton,27,2TM,PF,71,23,1383,205,431,0.476,4,26,0.154,201,405,0.496,0.480,110,142,0.775,56,157,213,62,35,12,64,143,524,0,,thornal01,2010-2011
Al Thornton,27,WAS,SF,49,23,1069,154,327,0.471,4,25,0.160,150,302,0.497,0.477,81,107,0.757,46,110,156,51,28,9,44,103,393,0,,thornal01,2010-2011
Al Thornton,27,GSW,PF,22,0,314,51,104,0.490,0,1,0.000,51,103,0.495,0.490,29,35,0.829,10,47,57,11,7,3,20,40,131,0,,thornal01,2010-2011
Goran Dragić,24,2TM,PG,70,5,1234,192,441,0.435,56,155,0.361,136,286,0.476,0.499,83,133,0.624,36,106,142,204,50,10,117,125,523,1,,dragigo01,2010-2011
Goran Dragić,24,PHO,PG,48,2,856,133,316,0.421,28,101,0.277,105,215,0.488,0.465,59,97,0.608,24,62,86,149,36,6,96,90,353,0,,dragigo01,2010-2011
Goran Dragić,24,HOU,PG,22,3,378,59,125,0.472,28,54,0.519,31,71,0.437,0.584,24,36,0.667,12,44,56,55,14,4,21,35,170,1,,dragigo01,2010-2011
Ronnie Brewer,25,CHI,SG,81,1,1781,205,427,0.480,6,27,0.222,199,400,0.498,0.487,87,133,0.654,55,207,262,140,106,22,55,82,503,0,,brewero02,2010-2011
Ed Davis,21,TOR,PF,65,17,1602,215,373,0.576,0,0,,215,373,0.576,0.576,71,128,0.555,168,294,462,40,39,67,48,183,501,0,,davised01,2010-2011
Jordan Crawford,22,2TM,SG,42,18,1027,192,500,0.384,33,128,0.258,159,372,0.427,0.417,73,84,0.869,31,74,105,117,39,3,83,63,490,1,,crawfjo02,2010-2011
Jordan Crawford,22,ATL,SG,16,0,160,27,77,0.351,9,27,0.333,18,50,0.360,0.409,4,6,0.667,9,19,28,15,3,0,15,13,67,0,,crawfjo02,2010-2011
Jordan Crawford,22,WAS,SG,26,18,867,165,423,0.390,24,101,0.238,141,322,0.438,0.418,69,78,0.885,22,55,77,102,36,3,68,50,423,1,,crawfjo02,2010-2011
Will Bynum,28,DET,PG,61,5,1125,182,406,0.448,16,50,0.320,166,356,0.466,0.468,102,122,0.836,15,59,74,195,52,4,83,113,482,0,,bynumwi01,2010-2011
Dante Cunningham,23,2TM,PF,78,18,1637,218,472,0.462,1,13,0.077,217,459,0.473,0.463,45,62,0.726,96,181,277,43,54,43,51,177,482,0,,cunnida01,2010-2011
Dante Cunningham,23,POR,PF,56,9,1108,126,291,0.433,0,4,0.000,126,287,0.439,0.433,32,45,0.711,73,116,189,30,39,32,33,139,284,0,,cunnida01,2010-2011
Dante Cunningham,23,CHA,PF,22,9,529,92,181,0.508,1,9,0.111,91,172,0.529,0.511,13,17,0.765,23,65,88,13,15,11,18,38,198,0,,cunnida01,2010-2011
Matt Bonner,30,SAS,PF,66,1,1432,172,371,0.464,105,230,0.457,67,141,0.475,0.605,32,43,0.744,60,179,239,60,26,21,27,110,481,0,6MOY-15,bonnema01,2010-2011
Shaun Livingston,25,CHA,PG,73,0,1261,185,397,0.466,1,4,0.250,184,393,0.468,0.467,108,125,0.864,29,120,149,164,47,29,88,109,479,0,,livinsh01,2010-2011
Paul George,20,IND,SG,61,19,1265,179,395,0.453,41,138,0.297,138,257,0.537,0.505,77,101,0.762,37,187,224,65,62,26,70,127,476,0,,georgpa01,2010-2011
James Jones,30,MIA,SF,81,8,1549,146,346,0.422,123,287,0.429,23,59,0.390,0.600,60,72,0.833,23,137,160,43,29,19,21,129,475,0,,jonesja02,2010-2011
Maurice Evans,32,2TM,SF,73,24,1549,177,424,0.417,55,167,0.329,122,257,0.475,0.482,52,58,0.897,52,104,156,45,34,14,33,129,461,0,,evansma01,2010-2011
Maurice Evans,32,ATL,SF,47,12,837,79,201,0.393,28,89,0.315,51,112,0.455,0.463,24,28,0.857,23,61,84,30,16,5,15,74,210,0,,evansma01,2010-2011
Maurice Evans,32,WAS,SF,26,12,712,98,223,0.439,27,78,0.346,71,145,0.490,0.500,28,30,0.933,29,43,72,15,18,9,18,55,251,0,,evansma01,2010-2011
Al-Farouq Aminu,20,LAC,SF,81,14,1452,160,406,0.394,45,143,0.315,115,263,0.437,0.450,92,119,0.773,75,192,267,60,59,25,103,121,457,0,,aminual01,2010-2011
Shawne Williams,24,NYK,PF,64,11,1323,164,385,0.426,85,212,0.401,79,173,0.457,0.536,41,49,0.837,60,179,239,47,39,51,46,164,454,0,,willish03,2010-2011
Martell Webster,24,MIN,SF,46,1,1094,152,340,0.447,55,132,0.417,97,208,0.466,0.528,94,122,0.770,36,111,147,53,28,9,58,101,453,0,,webstma02,2010-2011
Mario Chalmers,24,MIA,PG,70,28,1579,155,388,0.399,83,231,0.359,72,157,0.459,0.506,54,62,0.871,12,134,146,177,76,7,91,158,447,0,,chalmma01,2010-2011
Caron Butler,30,DAL,SF,29,29,867,170,378,0.450,28,65,0.431,142,313,0.454,0.487,68,88,0.773,22,96,118,46,28,8,49,59,436,0,,butleca01,2010-2011
Linas Kleiza,26,TOR,SF,39,23,1032,178,406,0.438,39,131,0.298,139,275,0.505,0.486,41,65,0.631,37,140,177,40,19,7,65,99,436,0,,kleizli01,2010-2011
Anthony Tolliver,25,MIN,SF,65,4,1362,141,313,0.450,47,115,0.409,94,198,0.475,0.526,105,131,0.802,92,203,295,82,28,28,49,145,434,0,,tollian01,2010-2011
Robin Lopez,22,PHO,C,67,56,991,179,357,0.501,0,0,,179,357,0.501,0.501,74,100,0.740,82,134,216,8,18,45,48,143,432,0,,lopezro01,2010-2011
