Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Acie Law,25,CHA,PG,9,0,33,5,16,0.313,0,1,0.000,5,15,0.333,0.313,6,7,0.857,0,1,1,3,1,1,3,3,16,0,,lawac01,2009-2010
Acie Law,25,CHI,PG,12,1,135,21,45,0.467,4,12,0.333,17,33,0.515,0.511,20,27,0.741,3,11,14,16,4,0,12,8,66,0,,lawac01,2009-2010
Mardy Collins,25,LAC,SG,43,0,470,47,128,0.367,4,17,0.235,43,111,0.387,0.383,13,21,0.619,13,37,50,44,23,1,32,45,111,0,,collima01,2009-2010
Marcus Banks,28,TOR,PG,22,0,244,39,73,0.534,7,24,0.292,32,49,0.653,0.582,24,29,0.828,3,20,23,26,12,2,20,30,109,0,,banksma01,2009-2010
Sundiata Gaines,23,UTA,PG,32,0,217,38,82,0.463,7,26,0.269,31,56,0.554,0.506,23,46,0.500,6,23,29,39,12,0,14,17,106,0,,gainesu01,2009-2010
Malik Allen,31,DEN,PF,51,3,456,46,116,0.397,1,6,0.167,45,110,0.409,0.401,12,13,0.923,36,46,82,16,11,5,22,68,105,0,,allenma01,2009-2010
D.J. Mbenga,29,LAL,C,49,2,355,48,103,0.466,0,0,,48,103,0.466,0.466,9,19,0.474,32,55,87,8,5,29,15,54,105,0,,mbengdj01,2009-2010
Jeff Ayres,22,POR,C,39,4,405,43,65,0.662,0,0,,43,65,0.662,0.662,18,20,0.900,25,73,98,1,7,16,12,76,104,0,,pendeje02,2009-2010
Aaron Gray,25,2TM,C,32,0,311,42,82,0.512,0,0,,42,82,0.512,0.512,20,28,0.714,45,61,106,22,9,11,18,54,104,0,,grayaa01,2009-2010
Aaron Gray,25,CHI,C,8,0,50,8,21,0.381,0,0,,8,21,0.381,0.381,2,7,0.286,5,11,16,2,0,0,1,10,18,0,,grayaa01,2009-2010
Aaron Gray,25,NOH,C,24,0,261,34,61,0.557,0,0,,34,61,0.557,0.557,18,21,0.857,40,50,90,20,9,11,17,44,86,0,,grayaa01,2009-2010
Ian Mahinmi,23,SAS,C,26,0,165,35,55,0.636,0,0,,35,55,0.636,0.636,31,47,0.660,13,39,52,2,3,8,15,32,101,0,,mahinia01,2009-2010
Malik Hairston,22,SAS,SG,47,0,317,40,76,0.526,2,11,0.182,38,65,0.585,0.539,17,30,0.567,13,36,49,16,4,9,11,29,99,0,,hairsma01,2009-2010
Reggie Evans,29,TOR,PF,28,1,311,34,69,0.493,0,0,,34,69,0.493,0.493,27,60,0.450,30,75,105,8,14,4,22,44,95,0,,evansre01,2009-2010
Royal Ivey,28,2TM,SG,44,0,326,35,83,0.422,14,35,0.400,21,48,0.438,0.506,9,12,0.750,6,28,34,27,19,2,11,39,93,0,,iveyro01,2009-2010
Royal Ivey,28,PHI,SG,26,0,236,26,55,0.473,12,24,0.500,14,31,0.452,0.582,6,7,0.857,5,21,26,17,10,2,5,25,70,0,,iveyro01,2009-2010
Royal Ivey,28,MIL,SG,18,0,90,9,28,0.321,2,11,0.182,7,17,0.412,0.357,3,5,0.600,1,7,8,10,9,0,6,14,23,0,,iveyro01,2009-2010
Quinton Ross,28,2TM,SF,52,7,562,40,111,0.360,4,21,0.190,36,90,0.400,0.378,8,14,0.571,17,32,49,12,13,6,11,69,92,0,,rossqu01,2009-2010
Quinton Ross,28,DAL,SF,27,7,301,23,56,0.411,3,13,0.231,20,43,0.465,0.438,5,8,0.625,11,16,27,7,7,4,3,34,54,0,,rossqu01,2009-2010
Quinton Ross,28,WAS,SG,25,0,261,17,55,0.309,1,8,0.125,16,47,0.340,0.318,3,6,0.500,6,16,22,5,6,2,8,35,38,0,,rossqu01,2009-2010
Dan Gadzuric,31,MIL,C,32,6,314,39,89,0.438,0,0,,39,89,0.438,0.438,10,25,0.400,38,54,92,12,9,13,15,63,88,0,,gadzuda01,2009-2010
Fabricio Oberto,34,WAS,C,57,20,650,35,56,0.625,0,0,,35,56,0.625,0.625,13,17,0.765,34,71,105,51,11,9,36,121,83,0,,obertfa01,2009-2010
Earl Barron,28,NYK,C,7,6,232,30,68,0.441,0,0,,30,68,0.441,0.441,22,29,0.759,31,46,77,8,4,4,11,24,82,0,,barroea01,2009-2010
Alonzo Gee,22,WAS,SG,11,2,182,28,59,0.475,7,9,0.778,21,50,0.420,0.534,18,29,0.621,15,18,33,7,7,1,10,13,81,0,,geeal01,2009-2010
Leon Powe,26,CLE,SF,20,2,236,21,49,0.429,0,0,,21,49,0.429,0.429,37,63,0.587,19,42,61,0,6,2,11,36,79,0,,powele01,2009-2010
Brian Scalabrine,31,BOS,PF,52,3,472,29,85,0.341,16,49,0.327,13,36,0.361,0.435,4,6,0.667,9,39,48,27,9,4,17,59,78,0,,scalabr01,2009-2010
Jamaal Magloire,31,MIA,C,36,0,359,28,56,0.500,0,0,,28,56,0.500,0.500,21,59,0.356,41,80,121,1,9,11,17,59,77,0,,magloja01,2009-2010
Etan Thomas,31,OKC,C,23,1,321,31,68,0.456,0,0,,31,68,0.456,0.456,13,22,0.591,18,46,64,1,4,16,18,39,75,0,,thomaet01,2009-2010
Adam Morrison,25,LAL,SF,31,0,241,32,85,0.376,5,21,0.238,27,64,0.422,0.406,5,8,0.625,10,22,32,18,3,2,10,17,74,0,,morriad01,2009-2010
Raja Bell,33,2TM,SG,6,5,180,28,61,0.459,12,27,0.444,16,34,0.471,0.557,3,3,1.000,5,18,23,13,4,2,5,15,71,0,,bellra01,2009-2010
Raja Bell,33,CHA,SG,5,5,157,24,55,0.436,9,24,0.375,15,31,0.484,0.518,3,3,1.000,5,16,21,10,4,2,5,13,60,0,,bellra01,2009-2010
Raja Bell,33,GSW,SG,1,0,23,4,6,0.667,3,3,1.000,1,3,0.333,0.917,0,0,,0,2,2,3,0,0,0,2,11,0,,bellra01,2009-2010
Hilton Armstrong,25,3TM,C,33,0,335,28,79,0.354,0,1,0.000,28,78,0.359,0.354,15,32,0.469,27,54,81,21,15,12,22,59,71,0,,armsthi01,2009-2010
Hilton Armstrong,25,NOH,PF,18,0,239,19,50,0.380,0,0,,19,50,0.380,0.380,13,28,0.464,17,44,61,16,8,8,13,44,51,0,,armsthi01,2009-2010
Hilton Armstrong,25,SAC,C,6,0,56,4,12,0.333,0,0,,4,12,0.333,0.333,2,2,1.000,5,9,14,2,2,4,4,5,10,0,,armsthi01,2009-2010
Hilton Armstrong,25,HOU,C,9,0,40,5,17,0.294,0,1,0.000,5,16,0.313,0.294,0,2,0.000,5,1,6,3,5,0,5,10,10,0,,armsthi01,2009-2010
Luke Walton,29,LAL,SF,29,0,272,30,84,0.357,7,17,0.412,23,67,0.343,0.399,2,4,0.500,12,26,38,40,10,1,12,19,69,0,,waltolu01,2009-2010
J.R. Giddens,24,2TM,SF,32,1,239,28,60,0.467,0,10,0.000,28,50,0.560,0.467,13,23,0.565,16,35,51,13,9,2,17,29,69,0,,giddejr01,2009-2010
J.R. Giddens,24,BOS,SF,21,1,99,9,21,0.429,0,2,0.000,9,19,0.474,0.429,6,12,0.500,4,16,20,6,4,1,7,10,24,0,,giddejr01,2009-2010
J.R. Giddens,24,NYK,SF,11,0,140,19,39,0.487,0,8,0.000,19,31,0.613,0.487,7,11,0.636,12,19,31,7,5,1,10,19,45,0,,giddejr01,2009-2010
Hamed Haddadi,24,MEM,C,36,0,240,24,62,0.387,0,3,0.000,24,59,0.407,0.387,14,19,0.737,26,49,75,10,1,14,20,57,62,0,,haddaha01,2009-2010
Randolph Morris,24,ATL,PF,28,0,124,23,41,0.561,0,0,,23,41,0.561,0.561,16,27,0.593,10,28,38,2,5,3,12,34,62,0,,morrira01,2009-2010
D.J. White,23,OKC,PF,12,0,102,25,41,0.610,0,0,,25,41,0.610,0.610,9,10,0.900,10,13,23,4,5,3,3,12,59,0,,whitedj01,2009-2010
Lester Hudson,25,2TM,PG,25,0,131,21,53,0.396,5,16,0.313,16,37,0.432,0.443,11,13,0.846,7,11,18,13,8,3,14,12,58,0,,hudsole01,2009-2010
Lester Hudson,25,BOS,PG,16,0,70,7,18,0.389,3,5,0.600,4,13,0.308,0.472,5,6,0.833,3,5,8,8,3,2,9,7,22,0,,hudsole01,2009-2010
Lester Hudson,25,MEM,PG,9,0,61,14,35,0.400,2,11,0.182,12,24,0.500,0.429,6,7,0.857,4,6,10,5,5,1,5,5,36,0,,hudsole01,2009-2010
Chris Quinn,26,NJN,PG,25,0,223,20,56,0.357,10,32,0.313,10,24,0.417,0.446,6,6,1.000,1,15,16,29,9,1,10,15,56,0,,quinnch01,2009-2010
Steven Hunter,28,MEM,C,21,0,158,17,43,0.395,0,0,,17,43,0.395,0.395,19,36,0.528,18,24,42,0,1,10,9,10,53,0,,huntest01,2009-2010
Kosta Koufos,20,UTA,C,36,0,172,22,47,0.468,0,0,,22,47,0.468,0.468,9,15,0.600,16,29,45,6,2,4,15,26,53,0,,koufoko01,2009-2010
Sean Williams,23,NJN,PF,20,0,227,21,49,0.429,0,1,0.000,21,48,0.438,0.429,10,19,0.526,21,25,46,1,8,19,20,41,52,0,,willise01,2009-2010
Alando Tucker,25,2TM,SF,15,0,96,17,39,0.436,1,7,0.143,16,32,0.500,0.449,16,21,0.762,6,4,10,4,0,0,5,6,51,0,,tuckeal02,2009-2010
Alando Tucker,25,PHO,SF,11,0,71,13,30,0.433,1,7,0.143,12,23,0.522,0.450,16,21,0.762,5,2,7,3,0,0,4,5,43,0,,tuckeal02,2009-2010
Alando Tucker,25,MIN,SF,4,0,25,4,9,0.444,0,0,,4,9,0.444,0.444,0,0,,1,2,3,1,0,0,1,1,8,0,,tuckeal02,2009-2010
Jeff Foster,33,IND,C,16,3,255,22,46,0.478,0,1,0.000,22,45,0.489,0.478,5,9,0.556,34,47,81,21,3,4,14,45,49,0,,fosteje01,2009-2010
Brian Cardinal,32,MIN,PF,29,0,267,14,36,0.389,3,9,0.333,11,27,0.407,0.431,17,18,0.944,7,22,29,24,9,3,7,56,48,0,,cardibr01,2009-2010
Matt Carroll,29,DAL,SG,25,0,121,18,50,0.360,4,19,0.211,14,31,0.452,0.400,6,6,1.000,4,8,12,6,5,0,7,13,46,0,,carroma01,2009-2010
Marcus Landry,24,2TM,SF,18,0,111,16,43,0.372,9,28,0.321,7,15,0.467,0.477,3,5,0.600,5,14,19,0,1,2,6,14,44,0,,landrma01,2009-2010
Marcus Landry,24,NYK,SF,17,0,108,16,41,0.390,9,26,0.346,7,15,0.467,0.500,3,5,0.600,5,14,19,0,1,2,6,14,44,0,,landrma01,2009-2010
Marcus Landry,24,BOS,SF,1,0,3,0,2,0.000,0,2,0.000,0,0,,0.000,0,0,,0,0,0,0,0,0,0,0,0,0,,landrma01,2009-2010
Kevin Ollie,37,OKC,PG,25,0,263,18,45,0.400,0,1,0.000,18,44,0.409,0.400,8,8,1.000,3,22,25,20,9,0,6,16,44,0,,ollieke01,2009-2010
Kenny Thomas,32,SAC,PF,26,2,313,17,35,0.486,0,0,,17,35,0.486,0.486,7,12,0.583,35,51,86,15,10,10,17,42,41,0,,thomake01,2009-2010
Danny Green,22,CLE,SG,20,0,115,15,39,0.385,6,22,0.273,9,17,0.529,0.462,4,6,0.667,8,9,17,5,6,3,5,9,40,0,,greenda02,2009-2010
Roko Ukić,25,MIL,PG,13,0,97,14,30,0.467,3,12,0.250,11,18,0.611,0.517,9,11,0.818,0,3,3,12,1,0,6,6,40,0,,ukicro01,2009-2010
Pops Mensah-Bonsu,26,2TM,PF,20,0,120,13,33,0.394,0,0,,13,33,0.394,0.394,13,24,0.542,16,19,35,3,4,9,10,20,39,0,,mensapo01,2009-2010
Pops Mensah-Bonsu,26,HOU,PF,4,0,13,1,4,0.250,0,0,,1,4,0.250,0.250,3,6,0.500,1,3,4,1,1,1,0,3,5,0,,mensapo01,2009-2010
Pops Mensah-Bonsu,26,TOR,PF,16,0,107,12,29,0.414,0,0,,12,29,0.414,0.414,10,18,0.556,15,16,31,2,3,8,10,17,34,0,,mensapo01,2009-2010
Dominic McGuire,24,2TM,SF,51,2,307,19,52,0.365,0,0,,19,52,0.365,0.365,0,7,0.000,23,56,79,11,5,4,17,35,38,0,,mcguido01,2009-2010
Dominic McGuire,24,WAS,SF,41,0,240,15,40,0.375,0,0,,15,40,0.375,0.375,0,5,0.000,17,44,61,8,4,3,10,32,30,0,,mcguido01,2009-2010
Dominic McGuire,24,SAC,SF,10,2,67,4,12,0.333,0,0,,4,12,0.333,0.333,0,2,0.000,6,12,18,3,1,1,7,3,8,0,,mcguido01,2009-2010
Othyus Jeffers,24,UTA,SG,14,0,73,12,29,0.414,0,0,,12,29,0.414,0.414,13,19,0.684,8,11,19,1,4,0,6,10,37,0,,jeffeot01,2009-2010
Chris Richard,25,CHI,PF,18,0,224,15,29,0.517,0,0,,15,29,0.517,0.517,7,11,0.636,19,40,59,7,8,4,14,50,37,0,,richach01,2009-2010
Tony Battie,33,NJN,C,15,0,134,14,40,0.350,1,4,0.250,13,36,0.361,0.363,7,10,0.700,4,19,23,3,4,2,3,19,36,0,,battito01,2009-2010
Kyle Weaver,23,OKC,SG,12,0,144,12,33,0.364,7,19,0.368,5,14,0.357,0.470,5,6,0.833,1,17,18,11,6,6,4,13,36,0,,weaveky01,2009-2010
Jarron Collins,31,PHO,C,34,10,261,12,31,0.387,0,0,,12,31,0.387,0.387,10,25,0.400,22,40,62,6,2,3,10,42,34,0,,collija03,2009-2010
DeSagana Diop,28,CHA,C,27,0,262,15,29,0.517,0,0,,15,29,0.517,0.517,2,9,0.222,24,41,65,5,5,14,12,31,32,0,,diopde01,2009-2010
Mario West,25,ATL,SG,39,1,142,12,21,0.571,0,1,0.000,12,20,0.600,0.571,6,10,0.600,8,19,27,9,8,0,7,25,30,0,,westma02,2009-2010
Mike Harris,26,2TM,PF,13,0,96,11,30,0.367,0,1,0.000,11,29,0.379,0.367,7,11,0.636,10,14,24,3,5,1,9,14,29,0,,harrimi01,2009-2010
Mike Harris,26,HOU,PF,8,0,82,10,27,0.370,0,1,0.000,10,26,0.385,0.370,5,9,0.556,9,11,20,3,4,1,9,10,25,0,,harrimi01,2009-2010
Mike Harris,26,WAS,PF,5,0,14,1,3,0.333,0,0,,1,3,0.333,0.333,2,2,1.000,1,3,4,0,1,0,0,4,4,0,,harrimi01,2009-2010
Coby Karl,26,2TM,SG,7,1,113,11,32,0.344,2,11,0.182,9,21,0.429,0.375,4,6,0.667,4,14,18,15,3,1,10,14,28,0,,karlco01,2009-2010
Coby Karl,26,CLE,SG,3,0,5,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,4,0,0,0,,karlco01,2009-2010
Coby Karl,26,GSW,SF,4,1,108,11,32,0.344,2,11,0.182,9,21,0.429,0.375,4,6,0.667,4,12,16,15,3,1,6,14,28,0,,karlco01,2009-2010
Eddy Curry,27,NYK,C,7,0,62,8,21,0.381,0,0,,8,21,0.381,0.381,10,17,0.588,4,9,13,0,0,1,13,13,26,0,,curryed01,2009-2010
Patty Mills,21,POR,PG,10,0,38,10,24,0.417,2,4,0.500,8,20,0.400,0.458,4,7,0.571,1,1,2,5,0,0,4,6,26,0,,millspa02,2009-2010
Brian Skinner,33,LAC,PF,16,1,123,10,25,0.400,0,0,,10,25,0.400,0.400,6,8,0.750,9,18,27,0,3,4,7,20,26,0,,skinnbr01,2009-2010
Marcus Haislip,29,SAS,SF,10,0,44,10,21,0.476,3,5,0.600,7,16,0.438,0.548,2,5,0.400,4,6,10,0,0,2,3,5,25,0,,haislma01,2009-2010
Darnell Jackson,24,2TM,PF,28,0,123,9,30,0.300,1,4,0.250,8,26,0.308,0.317,4,6,0.667,9,13,22,4,2,4,13,21,23,0,,jacksda01,2009-2010
Darnell Jackson,24,CLE,PF,27,0,114,8,25,0.320,1,3,0.333,7,22,0.318,0.340,4,6,0.667,8,12,20,4,2,4,13,19,21,0,,jacksda01,2009-2010
Darnell Jackson,24,MIL,PF,1,0,9,1,5,0.200,0,1,0.000,1,4,0.250,0.200,0,0,,1,1,2,0,0,0,0,2,2,0,,jacksda01,2009-2010
Joey Dorsey,26,2TM,PF,15,0,106,9,20,0.450,0,0,,9,20,0.450,0.450,5,12,0.417,16,27,43,2,3,2,6,21,23,0,,dorsejo01,2009-2010
Joey Dorsey,26,HOU,PF,7,0,54,5,11,0.455,0,0,,5,11,0.455,0.455,1,2,0.500,11,14,25,2,2,1,4,12,11,0,,dorsejo01,2009-2010
Joey Dorsey,26,SAC,PF,8,0,52,4,9,0.444,0,0,,4,9,0.444,0.444,4,10,0.400,5,13,18,0,1,1,2,9,12,0,,dorsejo01,2009-2010
Brian Cook,29,HOU,PF,15,0,44,7,23,0.304,2,9,0.222,5,14,0.357,0.348,5,7,0.714,1,8,9,1,0,2,6,5,21,0,,cookbr01,2009-2010
Cedric Jackson,23,3TM,PG,12,0,74,6,20,0.300,1,6,0.167,5,14,0.357,0.325,7,12,0.583,2,6,8,14,3,2,11,7,20,0,,jacksce01,2009-2010
Cedric Jackson,23,CLE,PG,5,0,10,0,2,0.000,0,1,0.000,0,1,0.000,0.000,1,4,0.250,0,1,1,2,0,0,1,0,1,0,,jacksce01,2009-2010
Cedric Jackson,23,SAS,PG,3,0,25,2,7,0.286,0,2,0.000,2,5,0.400,0.286,3,4,0.750,1,3,4,6,3,2,2,2,7,0,,jacksce01,2009-2010
Cedric Jackson,23,WAS,PG,4,0,39,4,11,0.364,1,3,0.333,3,8,0.375,0.409,3,4,0.750,1,2,3,6,0,0,8,5,12,0,,jacksce01,2009-2010
Patrick O'Bryant,23,TOR,C,11,0,51,8,15,0.533,0,1,0.000,8,14,0.571,0.533,3,6,0.500,2,9,11,1,2,4,5,12,19,0,,obryapa01,2009-2010
Primož Brezec,30,2TM,C,21,0,95,9,26,0.346,0,0,,9,26,0.346,0.346,1,6,0.167,12,13,25,1,1,3,2,19,19,0,,brezepr01,2009-2010
Primož Brezec,30,PHI,C,7,0,36,2,13,0.154,0,0,,2,13,0.154,0.154,1,2,0.500,6,6,12,0,1,1,0,9,5,0,,brezepr01,2009-2010
Primož Brezec,30,MIL,C,14,0,59,7,13,0.538,0,0,,7,13,0.538,0.538,0,4,0.000,6,7,13,1,0,2,2,10,14,0,,brezepr01,2009-2010
Mike James,34,WAS,PG,4,0,46,6,20,0.300,2,6,0.333,4,14,0.286,0.350,4,8,0.500,1,2,3,5,3,0,5,3,18,0,,jamesmi01,2009-2010
Jason Collins,31,ATL,C,24,0,115,8,23,0.348,0,1,0.000,8,22,0.364,0.348,0,2,0.000,5,9,14,4,3,2,5,21,16,0,,collija04,2009-2010
Mike Wilks,30,OKC,PG,4,0,59,6,12,0.500,2,3,0.667,4,9,0.444,0.583,2,4,0.500,1,3,4,4,0,0,4,5,16,0,,wilksmi01,2009-2010
Renaldo Balkman,25,DEN,SF,13,1,91,6,18,0.333,0,7,0.000,6,11,0.545,0.333,2,6,0.333,4,19,23,7,8,2,6,16,14,0,,balkmre01,2009-2010
Byron Mullens,20,OKC,PF,13,0,54,7,19,0.368,0,0,,7,19,0.368,0.368,0,0,,3,7,10,1,2,0,4,13,14,0,,mulleby01,2009-2010
Shavlik Randolph,26,2TM,PF,6,0,53,6,18,0.333,0,0,,6,18,0.333,0.333,2,2,1.000,7,7,14,1,1,1,3,9,14,0,,randosh01,2009-2010
Shavlik Randolph,26,MIA,PF,3,0,47,5,15,0.333,0,0,,5,15,0.333,0.333,0,0,,7,6,13,0,1,1,2,9,10,0,,randosh01,2009-2010
Shavlik Randolph,26,POR,PF,3,0,6,1,3,0.333,0,0,,1,3,0.333,0.333,2,2,1.000,0,1,1,1,0,0,1,0,4,0,,randosh01,2009-2010
Lindsey Hunter,39,CHI,PG,13,0,122,5,30,0.167,1,13,0.077,4,17,0.235,0.183,2,2,1.000,1,13,14,9,1,0,4,12,13,0,,hunteli01,2009-2010
Desmond Mason,32,SAC,SF,5,4,66,5,12,0.417,0,0,,5,12,0.417,0.417,3,4,0.750,4,9,13,2,1,1,4,5,13,0,,masonde01,2009-2010
Francisco Elson,33,2TM,C,12,0,66,5,15,0.333,0,0,,5,15,0.333,0.333,2,5,0.400,6,8,14,2,1,0,1,7,12,0,,elsonfr01,2009-2010
Francisco Elson,33,MIL,C,11,0,62,4,13,0.308,0,0,,4,13,0.308,0.308,2,2,1.000,5,8,13,2,1,0,1,7,10,0,,elsonfr01,2009-2010
Francisco Elson,33,PHI,C,1,0,4,1,2,0.500,0,0,,1,2,0.500,0.500,0,3,0.000,1,0,1,0,0,0,0,0,2,0,,elsonfr01,2009-2010
Othello Hunter,23,ATL,SF,7,0,33,4,12,0.333,0,0,,4,12,0.333,0.333,3,4,0.750,6,6,12,0,0,1,3,5,11,0,,hunteot01,2009-2010
Alexis Ajinça,21,CHA,C,6,0,30,5,10,0.500,0,0,,5,10,0.500,0.500,0,1,0.000,1,3,4,0,1,1,2,5,10,0,,ajincal01,2009-2010
Taylor Griffin,23,PHO,SF,8,0,32,4,10,0.400,0,2,0.000,4,8,0.500,0.400,2,4,0.500,0,2,2,1,0,2,1,4,10,0,,griffta01,2009-2010
Sean Marks,34,NOH,C,14,0,75,4,8,0.500,0,0,,4,8,0.500,0.500,2,5,0.400,14,9,23,2,0,3,2,17,10,0,,marksse01,2009-2010
Kareem Rush,29,LAC,SG,7,0,58,4,11,0.364,1,3,0.333,3,8,0.375,0.409,0,0,,1,5,6,4,2,3,3,8,9,0,,rushka01,2009-2010
Oliver Lafayette,25,BOS,SG,1,0,22,3,6,0.500,1,2,0.500,2,4,0.500,0.583,0,0,,1,3,4,2,0,0,1,0,7,0,,lafayol01,2009-2010
Will Conroy,27,HOU,PG,5,0,36,3,10,0.300,0,3,0.000,3,7,0.429,0.300,0,2,0.000,0,3,3,7,0,0,4,5,6,0,,conrowi01,2009-2010
Travis Diener,27,2TM,PG,9,0,51,2,10,0.200,1,7,0.143,1,3,0.333,0.250,1,4,0.250,0,3,3,8,4,0,0,2,6,0,,dienetr01,2009-2010
Travis Diener,27,IND,PG,4,0,25,1,6,0.167,1,5,0.200,0,1,0.000,0.250,0,2,0.000,0,2,2,4,3,0,0,1,3,0,,dienetr01,2009-2010
Travis Diener,27,POR,PG,5,0,26,1,4,0.250,0,2,0.000,1,2,0.500,0.250,1,2,0.500,0,1,1,4,1,0,0,1,3,0,,dienetr01,2009-2010
Paul Davis,25,WAS,PF,2,0,8,2,4,0.500,0,0,,2,4,0.500,0.500,1,2,0.500,0,0,0,3,0,1,0,0,5,0,,davispa01,2009-2010
Yakhouba Diawara,27,MIA,SG,6,2,44,2,10,0.200,1,6,0.167,1,4,0.250,0.250,0,0,,1,3,4,3,1,0,3,8,5,0,,diawaya01,2009-2010
Joe Alexander,23,CHI,SF,8,0,29,1,6,0.167,0,1,0.000,1,5,0.200,0.167,2,3,0.667,2,3,5,2,1,1,0,9,4,0,,alexajo01,2009-2010
Ryan Bowen,34,OKC,SF,1,0,8,1,1,1.000,0,0,,1,1,1.000,1.000,2,2,1.000,1,1,2,0,1,0,0,2,4,0,,bowenry01,2009-2010
Antonio Anderson,24,OKC,SF,1,0,15,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,1,0,1,0,0,0,1,1,2,0,,anderan02,2009-2010
Trey Gilder,25,MEM,SF,2,0,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,1,0,0,0,2,0,,gildetr01,2009-2010
Jason Hart,31,2TM,PG,5,0,22,1,2,0.500,0,0,,1,2,0.500,0.500,0,0,,0,2,2,6,2,1,3,4,2,0,,hartja01,2009-2010
Jason Hart,31,MIN,PG,1,0,5,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,1,1,0,0,0,0,0,,hartja01,2009-2010
Jason Hart,31,NOH,PG,4,0,17,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,2,2,5,1,1,3,4,2,0,,hartja01,2009-2010
JamesOn Curry,24,LAC,PG,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,curryja01,2009-2010
Dwayne Jones,26,PHO,PF,2,0,7,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0,0,,jonesdw02,2009-2010
League Average,,,,,,,,,0.461,,,0.355,,,0.492,0.501,,,0.759,,,,,,,,,,,,-9999,2009-2010
