Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Martell Webster,23,POR,SF,82,49,2005,259,639,0.405,124,332,0.373,135,307,0.440,0.502,126,155,0.813,47,221,268,62,45,40,60,153,768,0,,webstma02,2009-2010
Drew Gooden,28,2TM,C,70,33,1755,288,602,0.478,1,8,0.125,287,594,0.483,0.479,186,216,0.861,207,335,542,47,41,58,108,194,763,0,,goodedr01,2009-2010
Drew Gooden,28,DAL,C,46,11,1030,157,336,0.467,1,6,0.167,156,330,0.473,0.469,93,115,0.809,123,193,316,26,26,50,56,129,408,0,,goodedr01,2009-2010
Drew Gooden,28,LAC,PF,24,22,725,131,266,0.492,0,2,0.000,131,264,0.496,0.492,93,101,0.921,84,142,226,21,15,8,52,65,355,0,,goodedr01,2009-2010
James Harden,20,OKC,SG,76,0,1738,233,578,0.403,93,248,0.375,140,330,0.424,0.484,194,240,0.808,47,197,244,137,80,20,106,200,753,0,,hardeja01,2009-2010
Ronald Murray,30,2TM,SG,75,2,1673,268,683,0.392,69,221,0.312,199,462,0.431,0.443,141,194,0.727,28,155,183,135,46,16,91,126,746,0,,murraro01,2009-2010
Ronald Murray,30,CHA,SG,46,1,993,160,411,0.389,41,131,0.313,119,280,0.425,0.439,93,131,0.710,15,83,98,84,28,12,65,77,454,0,,murraro01,2009-2010
Ronald Murray,30,CHI,SG,29,1,680,108,272,0.397,28,90,0.311,80,182,0.440,0.449,48,63,0.762,13,72,85,51,18,4,26,49,292,0,,murraro01,2009-2010
Jonas Jerebko,22,DET,PF,80,73,2232,290,603,0.481,36,115,0.313,254,488,0.520,0.511,125,176,0.710,194,284,478,58,79,29,82,230,741,0,,jerebjo01,2009-2010
Taj Gibson,24,CHI,PF,82,70,2204,311,629,0.494,0,0,,311,629,0.494,0.494,113,175,0.646,226,385,611,70,50,104,114,282,735,0,ROY-5,gibsota01,2009-2010
Hakim Warrick,27,2TM,PF,76,6,1557,265,550,0.482,1,7,0.143,264,543,0.486,0.483,202,274,0.737,127,187,314,52,24,18,80,126,733,0,,warriha01,2009-2010
Hakim Warrick,27,MIL,PF,48,6,1024,182,378,0.481,1,6,0.167,181,372,0.487,0.483,125,172,0.727,87,125,212,35,17,10,57,83,490,0,,warriha01,2009-2010
Hakim Warrick,27,CHI,PF,28,0,533,83,172,0.483,0,1,0.000,83,171,0.485,0.483,77,102,0.755,40,62,102,17,7,8,23,43,243,0,,warriha01,2009-2010
Mike Bibby,31,ATL,PG,80,80,2195,268,644,0.416,126,324,0.389,142,320,0.444,0.514,68,79,0.861,20,164,184,310,67,3,90,157,730,0,,bibbymi01,2009-2010
Arron Afflalo,24,DEN,SG,82,75,2221,272,585,0.465,108,249,0.434,164,336,0.488,0.557,72,98,0.735,59,193,252,138,46,30,74,225,724,0,DPOY-17,afflaar01,2009-2010
Spencer Hawes,21,SAC,C,72,59,1904,312,666,0.468,26,87,0.299,286,579,0.494,0.488,73,106,0.689,145,291,436,158,32,83,131,200,723,0,,hawessp01,2009-2010
Gilbert Arenas,28,WAS,PG,32,32,1169,253,616,0.411,63,181,0.348,190,435,0.437,0.462,153,207,0.739,17,116,133,230,41,9,117,95,722,1,,arenagi01,2009-2010
Brad Miller,33,CHI,C,82,37,1950,250,581,0.430,37,132,0.280,213,449,0.474,0.462,182,220,0.827,83,316,399,154,44,29,107,189,719,0,,millebr01,2009-2010
Matt Barnes,29,ORL,SF,81,58,2097,271,557,0.487,66,207,0.319,205,350,0.586,0.546,108,146,0.740,106,339,445,134,59,30,112,185,716,0,DPOY-17,barnema02,2009-2010
Rasheed Wallace,35,BOS,C,79,13,1780,266,650,0.409,82,290,0.283,184,360,0.511,0.472,96,125,0.768,42,283,325,80,80,70,63,222,710,0,,wallara01,2009-2010
Randy Foye,26,WAS,PG,70,38,1667,256,619,0.414,63,182,0.346,193,437,0.442,0.464,129,145,0.890,16,114,130,228,33,10,94,123,704,0,,foyera01,2009-2010
Brendan Haywood,30,2TM,C,77,67,2355,276,491,0.562,0,1,0.000,276,490,0.563,0.562,152,245,0.620,278,437,715,43,26,158,99,209,704,0,DPOY-17,haywobr01,2009-2010
Brendan Haywood,30,WAS,C,49,48,1614,188,335,0.561,0,0,,188,335,0.561,0.561,102,158,0.646,200,307,507,18,18,101,67,145,478,0,,haywobr01,2009-2010
Brendan Haywood,30,DAL,C,28,19,741,88,156,0.564,0,1,0.000,88,155,0.568,0.564,50,87,0.575,78,130,208,25,8,57,32,64,226,0,,haywobr01,2009-2010
José Calderón,28,TOR,PG,68,39,1817,274,568,0.482,68,171,0.398,206,397,0.519,0.542,83,104,0.798,23,119,142,404,47,7,99,135,699,0,,caldejo01,2009-2010
J.J. Hickson,21,CLE,PF,81,73,1691,289,522,0.554,0,1,0.000,289,521,0.555,0.554,111,163,0.681,110,290,400,40,36,39,92,132,689,0,,hicksjj01,2009-2010
Andrei Kirilenko,28,UTA,SF,58,35,1681,244,482,0.506,26,89,0.292,218,393,0.555,0.533,174,234,0.744,76,188,264,158,83,71,79,102,688,0,DPOY-16,kirilan01,2009-2010
Joakim Noah,24,CHI,C,64,54,1925,262,520,0.504,0,0,,262,520,0.504,0.504,163,219,0.744,220,484,704,132,32,100,117,198,687,0,,noahjo01,2009-2010
Quentin Richardson,29,MIA,SF,76,75,2082,242,561,0.431,142,358,0.397,100,203,0.493,0.558,52,71,0.732,64,310,374,93,70,18,62,169,678,0,,richaqu01,2009-2010
Jared Dudley,24,PHO,SF,82,1,1991,225,490,0.459,120,262,0.458,105,228,0.461,0.582,104,138,0.754,99,182,281,115,81,16,68,162,674,0,6MOY-11,dudleja01,2009-2010
Ramon Sessions,23,MIN,PG,82,1,1732,253,555,0.456,1,15,0.067,252,540,0.467,0.457,167,233,0.717,58,156,214,258,55,5,137,137,674,0,,sessira01,2009-2010
Shannon Brown,24,LAL,SG,82,7,1700,253,592,0.427,62,189,0.328,191,403,0.474,0.480,99,121,0.818,30,153,183,108,57,31,67,129,667,0,,brownsh01,2009-2010
Samuel Dalembert,28,PHI,C,82,80,2124,285,523,0.545,0,0,,285,523,0.545,0.545,97,133,0.729,239,545,784,64,42,151,123,252,667,0,,dalemsa01,2009-2010
Kenyon Martin,32,DEN,PF,58,58,1986,283,620,0.456,8,29,0.276,275,591,0.465,0.463,93,167,0.557,142,404,546,109,72,61,91,186,667,0,DPOY-17,martike01,2009-2010
C.J. Watson,25,GSW,PG,65,15,1788,247,528,0.468,45,145,0.310,202,383,0.527,0.510,128,166,0.771,28,141,169,180,103,8,69,124,667,0,,watsocj01,2009-2010
Mike Dunleavy,29,IND,SF,67,15,1486,229,558,0.410,75,236,0.318,154,322,0.478,0.478,133,158,0.842,25,211,236,103,38,15,72,105,666,0,,dunlemi02,2009-2010
DeMar DeRozan,20,TOR,SG,77,65,1664,255,512,0.498,4,16,0.250,251,496,0.506,0.502,148,194,0.763,66,157,223,53,43,18,62,176,662,0,,derozde01,2009-2010
Tayshaun Prince,29,DET,SF,49,49,1664,282,580,0.486,27,73,0.370,255,507,0.503,0.509,70,98,0.714,71,177,248,161,34,22,60,77,661,0,,princta01,2009-2010
Chase Budinger,21,HOU,SF,74,4,1488,249,565,0.441,92,249,0.369,157,316,0.497,0.522,67,87,0.770,38,182,220,88,34,11,48,85,657,0,,budinch01,2009-2010
Chris Douglas-Roberts,23,NJN,SF,67,38,1730,255,573,0.445,14,54,0.259,241,519,0.464,0.457,133,157,0.847,45,153,198,93,55,19,97,101,657,0,,douglch01,2009-2010
Terrence Williams,22,NJN,SF,78,9,1764,261,651,0.401,31,100,0.310,230,551,0.417,0.425,103,144,0.715,46,302,348,223,43,10,124,126,656,1,,willite01,2009-2010
Mickaël Piétrus,27,ORL,SF,75,24,1687,233,539,0.432,116,306,0.379,117,233,0.502,0.540,69,109,0.633,39,176,215,49,53,31,69,138,651,0,,pietrmi01,2009-2010
Anderson Varejão,27,CLE,PF,76,7,2166,267,467,0.572,1,5,0.200,266,462,0.576,0.573,116,175,0.663,189,389,578,87,71,67,67,223,651,0,DPOY-96MOY-3,varejan01,2009-2010
Donté Greene,21,SAC,SF,76,50,1630,244,553,0.441,69,183,0.377,175,370,0.473,0.504,90,140,0.643,53,181,234,71,41,53,93,150,647,0,,greendo01,2009-2010
Nenad Krstić,26,OKC,C,76,76,1741,281,560,0.502,1,5,0.200,280,555,0.505,0.503,76,106,0.717,134,249,383,52,32,45,58,177,639,0,,krstine01,2009-2010
Nick Young,24,WAS,SG,74,23,1421,233,558,0.418,69,170,0.406,164,388,0.423,0.479,104,130,0.800,20,82,102,48,28,8,56,147,639,0,,youngni01,2009-2010
DeJuan Blair,20,SAS,PF,82,23,1494,275,495,0.556,0,2,0.000,275,493,0.558,0.556,88,161,0.547,200,326,526,65,50,39,112,224,638,0,,blairde01,2009-2010
Willie Green,28,PHI,SG,73,18,1553,248,543,0.457,47,136,0.346,201,407,0.494,0.500,95,114,0.833,20,109,129,152,32,11,67,135,638,0,,greenwi01,2009-2010
Shaquille O'Neal,37,CLE,C,53,53,1240,262,463,0.566,0,1,0.000,262,462,0.567,0.566,112,226,0.496,93,262,355,80,15,62,105,169,636,0,,onealsh01,2009-2010
Goran Dragić,23,PHO,PG,80,2,1442,222,491,0.452,74,188,0.394,148,303,0.488,0.527,117,159,0.736,38,133,171,241,48,8,126,131,635,0,,dragigo01,2009-2010
Andrés Nocioni,30,SAC,SF,75,28,1477,234,587,0.399,96,249,0.386,138,338,0.408,0.480,71,99,0.717,32,190,222,75,32,26,67,160,635,0,,nocioan01,2009-2010
Jerryd Bayless,21,POR,SG,74,11,1304,200,483,0.414,29,92,0.315,171,391,0.437,0.444,201,242,0.831,18,102,120,172,26,5,94,152,630,0,,bayleje01,2009-2010
Will Bynum,27,DET,PG,63,20,1667,237,534,0.444,12,55,0.218,225,479,0.470,0.455,142,178,0.798,24,118,142,283,55,7,115,143,628,0,,bynumwi01,2009-2010
Yi Jianlian,22,NJN,PF,52,51,1655,227,563,0.403,15,41,0.366,212,522,0.406,0.417,154,193,0.798,115,257,372,47,37,52,77,170,623,0,,jianlyi01,2009-2010
C.J. Miles,22,UTA,SF,63,28,1497,241,562,0.429,74,217,0.341,167,345,0.484,0.495,66,95,0.695,42,126,168,105,58,17,81,190,622,0,,milescj01,2009-2010
Kyle Lowry,23,HOU,PG,68,0,1651,184,464,0.397,37,136,0.272,147,328,0.448,0.436,215,260,0.827,91,156,247,305,60,9,116,173,620,0,6MOY-11,lowryky01,2009-2010
Earl Watson,30,IND,PG,79,52,2322,223,524,0.426,53,184,0.288,170,340,0.500,0.476,120,169,0.710,54,186,240,399,104,16,175,181,619,0,,watsoea01,2009-2010
Derek Fisher,35,LAL,PG,82,82,2227,212,558,0.380,78,224,0.348,134,334,0.401,0.450,113,132,0.856,25,145,170,201,90,9,78,202,615,0,,fishede01,2009-2010
J.J. Barea,25,DAL,PG,78,18,1546,232,527,0.440,56,157,0.357,176,370,0.476,0.493,76,90,0.844,17,129,146,258,35,6,102,119,596,0,,bareajo01,2009-2010
Anthony Parker,34,CLE,SG,81,81,2289,206,475,0.434,108,261,0.414,98,214,0.458,0.547,75,95,0.789,30,201,231,157,63,18,71,151,595,0,,parkean01,2009-2010
Sam Young,24,MEM,SF,80,1,1321,224,497,0.451,11,56,0.196,213,441,0.483,0.462,136,175,0.777,77,124,201,52,34,20,94,106,595,0,,youngsa01,2009-2010
Jordan Farmar,23,LAL,PG,82,0,1474,224,515,0.435,86,229,0.376,138,286,0.483,0.518,57,85,0.671,14,117,131,127,52,11,72,109,591,0,,farmajo01,2009-2010
Jrue Holiday,19,PHI,PG,73,51,1767,230,520,0.442,62,159,0.390,168,361,0.465,0.502,65,86,0.756,56,135,191,280,79,18,156,153,587,0,,holidjr01,2009-2010
Mike Miller,29,WAS,SG,54,50,1805,217,433,0.501,82,171,0.480,135,262,0.515,0.596,70,85,0.824,55,281,336,212,39,12,115,131,586,0,,millemi01,2009-2010
Steve Blake,29,2TM,PG,80,38,2159,217,522,0.416,116,294,0.395,101,228,0.443,0.527,36,48,0.750,21,166,187,380,58,6,128,123,586,1,,blakest01,2009-2010
Steve Blake,29,POR,PG,51,28,1397,143,355,0.403,78,207,0.377,65,148,0.439,0.513,24,32,0.750,15,103,118,203,37,2,65,84,388,0,,blakest01,2009-2010
Steve Blake,29,LAC,PG,29,10,762,74,167,0.443,38,87,0.437,36,80,0.450,0.557,12,16,0.750,6,63,69,177,21,4,63,39,198,1,,blakest01,2009-2010
Craig Smith,26,LAC,PF,75,2,1232,226,397,0.569,1,5,0.200,225,392,0.574,0.571,132,208,0.635,97,190,287,84,33,25,88,194,585,0,,smithcr01,2009-2010
Nate Robinson,25,2TM,PG,56,2,1115,215,493,0.436,87,223,0.390,128,270,0.474,0.524,50,67,0.746,28,82,110,163,49,5,73,116,567,0,,robinna01,2009-2010
Nate Robinson,25,NYK,PG,30,2,733,152,336,0.452,51,136,0.375,101,200,0.505,0.528,42,54,0.778,23,49,72,112,27,5,53,66,397,0,,robinna01,2009-2010
Nate Robinson,25,BOS,PG,26,0,382,63,157,0.401,36,87,0.414,27,70,0.386,0.516,8,13,0.615,5,33,38,51,22,0,20,50,170,0,,robinna01,2009-2010
Marcus Camby,35,2TM,PF,74,74,2314,238,501,0.475,2,7,0.286,236,494,0.478,0.477,78,122,0.639,249,622,871,186,95,146,91,161,556,0,DPOY-10,cambyma01,2009-2010
Marcus Camby,35,LAC,PF,51,51,1596,166,356,0.466,2,6,0.333,164,350,0.469,0.469,60,91,0.659,166,450,616,151,69,99,64,105,394,0,,cambyma01,2009-2010
Marcus Camby,35,POR,C,23,23,718,72,145,0.497,0,1,0.000,72,144,0.500,0.497,18,31,0.581,83,172,255,35,26,47,27,56,162,0,,cambyma01,2009-2010
Darius Songaila,31,NOH,C,75,1,1410,241,488,0.494,1,6,0.167,240,482,0.498,0.495,60,74,0.811,59,173,232,70,62,14,81,206,543,0,,songada01,2009-2010
Ty Lawson,22,DEN,PG,65,8,1318,201,390,0.515,34,83,0.410,167,307,0.544,0.559,106,140,0.757,42,82,124,203,48,2,82,89,542,0,,lawsoty01,2009-2010
Anthony Tolliver,24,2TM,PF,46,29,1427,193,449,0.430,50,152,0.329,143,297,0.481,0.486,103,134,0.769,84,236,320,87,32,33,46,128,539,0,,tollian01,2009-2010
Anthony Tolliver,24,POR,PF,2,0,4,0,1,0.000,0,1,0.000,0,0,,0.000,0,0,,0,1,1,0,0,0,0,1,0,0,,tollian01,2009-2010
Anthony Tolliver,24,GSW,PF,44,29,1423,193,448,0.431,50,151,0.331,143,297,0.481,0.487,103,134,0.769,84,235,319,87,32,33,46,127,539,0,,tollian01,2009-2010
Shane Battier,31,HOU,SG,67,62,2168,178,447,0.398,101,279,0.362,77,168,0.458,0.511,77,106,0.726,74,238,312,164,53,76,64,139,534,0,DPOY-15,battish01,2009-2010
Marreese Speights,22,PHI,C,62,1,1016,212,444,0.477,0,5,0.000,212,439,0.483,0.477,108,145,0.745,85,167,252,36,29,34,51,152,532,0,,speigma01,2009-2010
Delonte West,26,CLE,SG,60,3,1500,194,436,0.445,25,77,0.325,169,359,0.471,0.474,115,142,0.810,29,140,169,196,55,28,90,86,528,0,,westde01,2009-2010
Mario Chalmers,23,MIA,PG,73,22,1807,182,454,0.401,75,236,0.318,107,218,0.491,0.483,82,110,0.745,25,110,135,246,91,12,123,175,521,0,,chalmma01,2009-2010
Sonny Weems,23,TOR,SG,69,19,1368,236,458,0.515,2,15,0.133,234,443,0.528,0.517,44,64,0.688,42,150,192,101,39,25,65,126,518,0,,weemsso01,2009-2010
Jason Maxiell,26,DET,C,76,29,1550,212,415,0.511,0,1,0.000,212,414,0.512,0.511,89,155,0.574,161,240,401,39,36,38,68,175,513,0,,maxieja01,2009-2010
Amir Johnson,22,TOR,PF,82,5,1453,208,334,0.623,0,4,0.000,208,330,0.630,0.623,95,149,0.638,154,241,395,48,44,66,63,255,511,0,,johnsam01,2009-2010
Ronnie Brewer,24,2TM,SG,58,53,1742,209,429,0.487,8,31,0.258,201,398,0.505,0.497,85,133,0.639,45,142,187,154,91,15,53,80,511,0,,brewero02,2009-2010
Ronnie Brewer,24,UTA,SG,53,53,1662,206,416,0.495,8,31,0.258,198,385,0.514,0.505,81,128,0.633,44,136,180,151,85,15,51,80,501,0,,brewero02,2009-2010
Ronnie Brewer,24,MEM,SG,5,0,80,3,13,0.231,0,0,,3,13,0.231,0.231,4,5,0.800,1,6,7,3,6,0,2,0,10,0,,brewero02,2009-2010
Dorell Wright,24,MIA,SF,72,1,1496,194,419,0.463,61,157,0.389,133,262,0.508,0.536,61,69,0.884,50,185,235,91,52,32,53,94,510,0,,wrighdo01,2009-2010
D.J. Augustin,22,CHA,PG,80,2,1472,168,435,0.386,70,178,0.393,98,257,0.381,0.467,102,131,0.779,11,86,97,193,45,5,74,127,508,0,,augusdj01,2009-2010
Tyrus Thomas,23,2TM,C,54,3,1220,194,420,0.462,0,3,0.000,194,417,0.465,0.462,120,175,0.686,81,254,335,56,63,85,92,129,508,0,,thomaty01,2009-2010
Tyrus Thomas,23,CHI,PF,29,3,678,99,205,0.483,0,1,0.000,99,204,0.485,0.483,58,90,0.644,42,141,183,33,40,48,52,64,256,0,,thomaty01,2009-2010
Tyrus Thomas,23,CHA,C,25,0,542,95,215,0.442,0,2,0.000,95,213,0.446,0.442,62,85,0.729,39,113,152,23,23,37,40,65,252,0,,thomaty01,2009-2010
Wayne Ellington,22,MIN,SG,76,1,1384,190,448,0.424,64,162,0.395,126,286,0.441,0.496,61,70,0.871,33,126,159,74,20,5,74,72,505,0,,ellinwa01,2009-2010
Rudy Fernández,24,POR,SG,62,2,1441,160,423,0.378,98,266,0.368,62,157,0.395,0.494,85,98,0.867,35,129,164,127,62,11,72,87,503,0,,fernaru01,2009-2010
Roger Mason,29,SAS,SG,79,5,1515,193,496,0.389,88,264,0.333,105,232,0.453,0.478,27,34,0.794,11,151,162,137,30,14,59,99,501,0,,masonro01,2009-2010
Chris Duhon,27,NYK,PG,67,59,2072,168,451,0.373,90,258,0.349,78,193,0.404,0.472,68,95,0.716,28,150,178,378,59,3,110,83,494,0,,duhonch01,2009-2010
Jason Williams,34,ORL,PG,82,18,1703,189,426,0.444,84,221,0.380,105,205,0.512,0.542,31,41,0.756,7,119,126,298,53,3,87,65,493,0,,willija02,2009-2010
Thabo Sefolosha,25,OKC,SG,82,82,2348,194,441,0.440,41,131,0.313,153,310,0.494,0.486,60,89,0.674,76,311,387,145,97,46,90,154,489,0,DPOY-8,sefolth01,2009-2010
Ryan Anderson,21,ORL,PF,63,6,911,169,388,0.436,78,211,0.370,91,177,0.514,0.536,71,82,0.866,70,132,202,37,25,14,56,81,487,0,,anderry01,2009-2010
Kris Humphries,24,2TM,PF,69,0,1221,180,408,0.441,0,1,0.000,180,407,0.442,0.441,127,190,0.668,120,258,378,32,36,48,66,145,487,0,,humphkr01,2009-2010
Kris Humphries,24,DAL,PF,25,0,315,53,115,0.461,0,0,,53,115,0.461,0.461,25,44,0.568,38,57,95,7,7,11,13,43,131,0,,humphkr01,2009-2010
Kris Humphries,24,NJN,PF,44,0,906,127,293,0.433,0,1,0.000,127,292,0.435,0.433,102,146,0.699,82,201,283,25,29,37,53,102,356,0,,humphkr01,2009-2010
T.J. Ford,26,IND,PG,47,32,1189,186,418,0.445,8,50,0.160,178,368,0.484,0.455,104,135,0.770,41,108,149,180,44,11,90,102,484,0,,fordtj01,2009-2010
Toney Douglas,23,NYK,PG,56,12,1087,179,391,0.458,68,175,0.389,111,216,0.514,0.545,55,68,0.809,40,68,108,112,42,3,55,116,481,0,,douglto01,2009-2010
Zydrunas Ilgauskas,34,CLE,C,64,6,1339,194,438,0.443,11,23,0.478,183,415,0.441,0.455,75,101,0.743,114,231,345,48,14,50,63,183,474,0,,ilgauzy01,2009-2010
Eddie House,31,2TM,PG,68,0,1217,173,455,0.380,79,227,0.348,94,228,0.412,0.467,48,52,0.923,13,96,109,85,40,7,47,81,473,0,,houseed01,2009-2010
Eddie House,31,BOS,PG,50,0,846,129,322,0.401,64,167,0.383,65,155,0.419,0.500,36,40,0.900,7,62,69,48,28,7,27,61,358,0,,houseed01,2009-2010
Eddie House,31,NYK,SG,18,0,371,44,133,0.331,15,60,0.250,29,73,0.397,0.387,12,12,1.000,6,34,40,37,12,0,20,20,115,0,,houseed01,2009-2010
Marco Belinelli,23,TOR,SG,66,1,1121,154,379,0.406,60,158,0.380,94,221,0.425,0.485,101,121,0.835,14,81,95,89,42,5,60,80,469,0,,belinma01,2009-2010
Serge Ibaka,20,OKC,PF,73,0,1323,201,370,0.543,1,2,0.500,200,368,0.543,0.545,58,92,0.630,138,259,397,10,25,97,68,194,461,0,,ibakase01,2009-2010
Charlie Bell,30,MIL,SG,71,39,1611,169,443,0.381,73,200,0.365,96,243,0.395,0.464,48,67,0.716,31,101,132,104,39,12,54,136,459,0,,bellch01,2009-2010
Nazr Mohammed,32,CHA,C,58,29,984,189,342,0.553,0,0,,189,342,0.553,0.553,81,125,0.648,114,190,304,28,15,43,53,105,459,0,,mohamna01,2009-2010
Matt Bonner,29,SAS,PF,65,8,1161,166,372,0.446,90,231,0.390,76,141,0.539,0.567,35,48,0.729,52,162,214,68,30,24,39,109,457,0,,bonnema01,2009-2010
Maurice Evans,31,ATL,SF,79,5,1317,175,393,0.445,57,169,0.337,118,224,0.527,0.518,46,61,0.754,59,95,154,48,34,17,20,125,453,0,,evansma01,2009-2010
Luc Mbah a Moute,23,MIL,PF,73,62,1866,177,369,0.480,6,17,0.353,171,352,0.486,0.488,93,133,0.699,171,229,400,81,60,39,70,181,453,0,DPOY-17,mbahalu01,2009-2010
Damien Wilkins,30,MIN,SF,80,31,1585,165,381,0.433,18,61,0.295,147,320,0.459,0.457,103,129,0.798,72,177,249,135,66,25,76,144,451,0,,wilkida02,2009-2010
Chris Andersen,31,DEN,PF,76,0,1695,142,251,0.566,0,3,0.000,142,248,0.573,0.566,164,236,0.695,147,336,483,33,42,143,59,171,448,0,,anderch01,2009-2010
Ryan Hollins,25,MIN,C,73,27,1223,169,303,0.558,0,1,0.000,169,302,0.560,0.558,109,158,0.690,79,128,207,51,19,38,95,199,447,0,,holliry01,2009-2010
Antonio McDyess,35,SAS,PF,77,50,1617,205,428,0.479,0,2,0.000,205,426,0.481,0.479,36,57,0.632,149,306,455,83,43,32,79,147,446,0,,mcdyean01,2009-2010
Josh Howard,29,2TM,SF,35,12,918,157,388,0.405,23,86,0.267,134,302,0.444,0.434,109,139,0.784,30,95,125,48,26,11,46,91,446,0,,howarjo01,2009-2010
Josh Howard,29,DAL,SF,31,9,827,137,342,0.401,20,75,0.267,117,267,0.438,0.430,94,119,0.790,26,86,112,44,23,9,43,78,388,0,,howarjo01,2009-2010
Josh Howard,29,WAS,SF,4,3,91,20,46,0.435,3,11,0.273,17,35,0.486,0.467,15,20,0.750,4,9,13,4,3,2,3,13,58,0,,howarjo01,2009-2010
Earl Boykins,33,WAS,PG,67,1,1117,172,403,0.427,19,60,0.317,153,343,0.446,0.450,77,89,0.865,17,58,75,171,24,3,69,48,440,0,,boykiea01,2009-2010
Carlos Arroyo,30,MIA,PG,72,35,1585,178,375,0.475,7,25,0.280,171,350,0.489,0.484,76,90,0.844,26,104,130,225,36,6,54,102,439,0,,arroyca01,2009-2010
Nick Collison,29,OKC,C,75,5,1557,182,309,0.589,1,4,0.250,181,305,0.593,0.591,74,107,0.692,152,232,384,38,37,48,63,230,439,0,,collini01,2009-2010
Juwan Howard,36,POR,C,73,27,1632,191,375,0.509,0,1,0.000,191,374,0.511,0.509,55,70,0.786,108,227,335,61,27,10,72,191,437,0,,howarju01,2009-2010
Antoine Wright,25,TOR,SF,67,10,1392,162,399,0.406,58,173,0.335,104,226,0.460,0.479,53,77,0.688,38,152,190,71,30,11,58,134,435,0,,wrighan01,2009-2010
Sergio Rodríguez,23,2TM,PG,66,8,1048,167,351,0.476,32,91,0.352,135,260,0.519,0.521,68,93,0.731,24,65,89,212,50,5,114,84,434,0,,rodrise01,2009-2010
Sergio Rodríguez,23,SAC,PG,39,0,517,88,190,0.463,15,42,0.357,73,148,0.493,0.503,43,62,0.694,15,35,50,121,29,3,59,46,234,0,,rodrise01,2009-2010
Sergio Rodríguez,23,NYK,PG,27,8,531,79,161,0.491,17,49,0.347,62,112,0.554,0.543,25,31,0.806,9,30,39,91,21,2,55,38,200,0,,rodrise01,2009-2010
Robin Lopez,21,PHO,C,51,31,986,171,291,0.588,0,0,,171,291,0.588,0.588,88,125,0.704,104,144,248,7,10,53,41,117,430,0,,lopezro01,2009-2010
Rafer Alston,33,2TM,PG,52,38,1421,155,446,0.348,58,168,0.345,97,278,0.349,0.413,59,81,0.728,13,116,129,176,50,10,95,103,427,1,,alstora01,2009-2010
Rafer Alston,33,NJN,PG,27,13,766,95,277,0.343,28,87,0.322,67,190,0.353,0.394,44,54,0.815,9,66,75,104,27,5,61,50,262,1,,alstora01,2009-2010
Rafer Alston,33,MIA,PG,25,25,655,60,169,0.355,30,81,0.370,30,88,0.341,0.444,15,27,0.556,4,50,54,72,23,5,34,53,165,0,,alstora01,2009-2010
Leandro Barbosa,27,PHO,PG,44,5,786,155,365,0.425,44,136,0.324,111,229,0.485,0.485,64,73,0.877,11,58,69,64,23,12,46,71,418,0,,barbole01,2009-2010
Larry Hughes,31,2TM,SG,45,16,1115,137,386,0.355,43,139,0.309,94,247,0.381,0.411,94,113,0.832,23,119,142,137,52,15,75,70,411,0,,hughela01,2009-2010
Larry Hughes,31,NYK,SG,31,14,820,102,279,0.366,28,97,0.289,74,182,0.407,0.416,65,79,0.823,16,94,110,109,40,11,56,53,297,0,,hughela01,2009-2010
Larry Hughes,31,CHA,SG,14,2,295,35,107,0.327,15,42,0.357,20,65,0.308,0.397,29,34,0.853,7,25,32,28,12,4,19,17,114,0,,hughela01,2009-2010
A.J. Price,23,IND,PG,56,2,865,145,354,0.410,60,174,0.345,85,180,0.472,0.494,60,75,0.800,12,76,88,106,35,3,59,53,410,0,,priceaj01,2009-2010
James Posey,33,NOH,SF,77,2,1731,126,345,0.365,81,242,0.335,45,103,0.437,0.483,66,80,0.825,32,297,329,117,42,19,51,204,399,0,,poseyja01,2009-2010
Devin Brown,31,2TM,SG,50,37,1060,136,361,0.377,58,164,0.354,78,197,0.396,0.457,69,86,0.802,29,95,124,65,33,6,62,72,399,0,,brownde02,2009-2010
Devin Brown,31,NOH,SG,39,37,967,128,325,0.394,54,147,0.367,74,178,0.416,0.477,69,86,0.802,27,82,109,58,30,5,57,62,379,0,,brownde02,2009-2010
Devin Brown,31,CHI,SG,11,0,93,8,36,0.222,4,17,0.235,4,19,0.211,0.278,0,0,,2,13,15,7,3,1,5,10,20,0,,brownde02,2009-2010
Rodrigue Beaubois,21,DAL,PG,56,16,700,155,299,0.518,45,110,0.409,110,189,0.582,0.594,42,52,0.808,12,66,78,74,29,12,54,84,397,0,,beaubro01,2009-2010
JaVale McGee,22,WAS,C,60,19,968,156,307,0.508,0,1,0.000,156,306,0.510,0.508,74,116,0.638,88,155,243,14,16,101,51,122,386,0,,mcgeeja01,2009-2010
Allen Iverson,34,2TM,PG,28,24,865,136,316,0.430,9,25,0.360,127,291,0.436,0.445,104,131,0.794,16,63,79,113,19,2,64,48,385,0,AS,iversal01,2009-2010
Allen Iverson,34,MEM,PG,3,0,67,15,26,0.577,1,1,1.000,14,25,0.560,0.596,6,12,0.500,1,3,4,11,1,0,7,5,37,0,,iversal01,2009-2010
