Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Leandro Barbosa,23,PHO,SG,57,11,1592,273,567,0.481,87,196,0.444,186,371,0.501,0.558,111,147,0.755,31,119,150,158,48,6,89,145,744,0,6MOY-7,barbole01,2005-2006
Josh Childress,22,ATL,SF,74,10,2249,278,504,0.552,32,65,0.492,246,439,0.560,0.583,154,201,0.766,134,253,387,131,86,39,101,184,742,0,,childjo01,2005-2006
Jason Williams,30,MIA,PG,59,56,1874,268,606,0.442,107,288,0.372,161,318,0.506,0.531,85,98,0.867,6,133,139,287,53,5,100,101,728,0,,willija02,2005-2006
Kenyon Martin,28,DEN,PF,56,49,1546,297,600,0.495,5,22,0.227,292,578,0.505,0.499,121,170,0.712,93,260,353,79,43,52,72,171,720,0,,martike01,2005-2006
Marcus Camby,31,DEN,C,56,54,1857,302,649,0.465,1,11,0.091,301,638,0.472,0.466,111,156,0.712,132,536,668,115,79,184,92,158,716,0,DPOY-5,cambyma01,2005-2006
Jerry Stackhouse,31,DAL,SG,55,11,1525,242,603,0.401,36,130,0.277,206,473,0.436,0.431,195,221,0.882,32,121,153,160,37,10,121,96,715,0,6MOY-3,stackje01,2005-2006
Trenton Hassell,26,MIN,SG,77,67,2514,286,616,0.464,7,23,0.304,279,593,0.470,0.470,131,176,0.744,82,134,216,203,43,29,124,201,710,0,,hassetr01,2005-2006
Luther Head,23,HOU,SG,80,27,2310,254,630,0.403,113,313,0.361,141,317,0.445,0.493,86,123,0.699,33,233,266,215,89,9,119,169,707,0,ROY-7,headlu01,2005-2006
Bonzi Wells,29,SAC,SG,52,41,1684,284,613,0.463,10,45,0.222,274,568,0.482,0.471,129,190,0.679,142,259,401,144,94,25,126,156,707,0,,wellsbo01,2005-2006
Mo Williams,23,MIL,PG,58,12,1531,267,629,0.424,73,191,0.382,194,438,0.443,0.483,96,113,0.850,30,113,143,230,52,7,105,146,703,0,6MOY-8,willima01,2005-2006
David Wesley,35,HOU,SG,71,59,2372,226,561,0.403,99,271,0.365,127,290,0.438,0.491,151,187,0.807,24,154,178,204,59,6,120,212,702,0,,wesleda01,2005-2006
James Jones,25,PHO,SF,75,24,1772,243,581,0.418,110,285,0.386,133,296,0.449,0.513,103,121,0.851,44,209,253,57,38,49,35,142,699,0,,jonesja02,2005-2006
Anthony Johnson,31,IND,PG,75,53,1981,267,603,0.443,51,155,0.329,216,448,0.482,0.485,106,141,0.752,31,137,168,324,63,22,115,132,691,0,,johnsan02,2005-2006
Rasual Butler,26,NOK,SF,79,20,1875,257,633,0.406,92,242,0.380,165,391,0.422,0.479,79,114,0.693,51,181,232,40,33,45,65,142,685,0,,butlera01,2005-2006
Chucky Atkins,31,2TM,PG,71,41,1713,226,573,0.394,97,274,0.354,129,299,0.431,0.479,129,163,0.791,23,97,120,198,43,2,87,152,678,0,,atkinch01,2005-2006
Chucky Atkins,31,WAS,SG,28,2,552,66,174,0.379,33,92,0.359,33,82,0.402,0.474,22,31,0.710,12,33,45,69,14,0,30,58,187,0,,atkinch01,2005-2006
Chucky Atkins,31,MEM,PG,43,39,1161,160,399,0.401,64,182,0.352,96,217,0.442,0.481,107,132,0.811,11,64,75,129,29,2,57,94,491,0,,atkinch01,2005-2006
P.J. Brown,36,NOK,C,75,73,2380,269,583,0.461,0,0,,269,583,0.461,0.461,139,168,0.827,182,365,547,90,46,50,90,216,677,0,DPOY-13,brownpj01,2005-2006
Marvin Williams,19,ATL,PF,79,7,1952,235,531,0.443,13,53,0.245,222,478,0.464,0.455,189,253,0.747,122,261,383,63,48,24,83,227,672,0,,willima02,2005-2006
Nate Robinson,21,NYK,PG,72,26,1544,230,565,0.407,58,146,0.397,172,419,0.411,0.458,152,202,0.752,56,111,167,147,59,1,114,201,670,0,,robinna01,2005-2006
Fred Jones,26,IND,SG,68,2,1837,233,559,0.417,63,187,0.337,170,372,0.457,0.473,122,160,0.763,18,152,170,154,55,20,107,142,651,0,,jonesfr01,2005-2006
Tony Battie,29,ORL,C,82,82,2215,280,552,0.507,0,6,0.000,280,546,0.513,0.507,89,134,0.664,145,312,457,49,46,69,88,250,649,0,,battito01,2005-2006
Chris Duhon,23,CHI,PG,74,38,2155,215,538,0.400,100,278,0.360,115,260,0.442,0.493,117,143,0.818,28,192,220,373,70,3,117,152,647,1,,duhonch01,2005-2006
Sebastian Telfair,20,POR,PG,68,30,1641,228,578,0.394,57,162,0.352,171,416,0.411,0.444,130,175,0.743,19,101,120,247,66,6,115,167,643,0,,telfase01,2005-2006
Brian Cook,25,LAL,PF,81,46,1535,261,511,0.511,36,84,0.429,225,427,0.527,0.546,84,101,0.832,88,186,274,74,37,32,61,205,642,0,,cookbr01,2005-2006
Raef LaFrentz,29,BOS,PF,82,63,2033,238,552,0.431,112,286,0.392,126,266,0.474,0.533,51,75,0.680,80,326,406,115,29,72,65,273,639,0,,lafrera01,2005-2006
Antonio McDyess,31,DET,PF,82,0,1733,285,560,0.509,0,2,0.000,285,558,0.511,0.509,68,122,0.557,156,280,436,90,46,48,76,220,638,0,6MOY-4,mcdyean01,2005-2006
Marquis Daniels,25,DAL,SG,62,29,1766,246,512,0.480,4,19,0.211,242,493,0.491,0.484,138,183,0.754,81,143,224,172,67,13,100,143,634,0,,daniema01,2005-2006
Rashad McCants,21,MIN,SG,79,12,1362,241,535,0.450,67,180,0.372,174,355,0.490,0.513,78,106,0.736,29,114,143,63,44,22,86,176,627,0,,mccanra01,2005-2006
Gary Payton,37,MIA,PG,81,25,2305,230,547,0.420,66,230,0.287,164,317,0.517,0.481,100,126,0.794,34,199,233,257,71,10,102,169,626,0,,paytoga01,2005-2006
Chris Wilcox,23,2TM,C,77,24,1529,257,450,0.571,0,2,0.000,257,448,0.574,0.571,112,153,0.732,118,292,410,52,33,34,72,183,626,0,,wilcoch01,2005-2006
Chris Wilcox,23,LAC,C,48,1,657,90,168,0.536,0,2,0.000,90,166,0.542,0.536,38,59,0.644,46,127,173,18,15,21,32,103,218,0,,wilcoch01,2005-2006
Chris Wilcox,23,SEA,PF,29,23,872,167,282,0.592,0,0,,167,282,0.592,0.592,74,94,0.787,72,165,237,34,18,13,40,80,408,0,,wilcoch01,2005-2006
Earl Watson,26,2TM,PG,70,10,1578,219,509,0.430,110,272,0.404,109,237,0.460,0.538,75,111,0.676,24,134,158,289,68,10,136,159,623,0,,watsoea01,2005-2006
Earl Watson,26,DEN,PG,46,10,975,121,282,0.429,68,172,0.395,53,110,0.482,0.550,37,59,0.627,17,69,86,160,37,7,75,95,347,0,,watsoea01,2005-2006
Earl Watson,26,SEA,PG,24,0,603,98,227,0.432,42,100,0.420,56,127,0.441,0.524,38,52,0.731,7,65,72,129,31,3,61,64,276,0,,watsoea01,2005-2006
Keith Bogans,25,2TM,SG,72,31,1912,215,544,0.395,65,200,0.325,150,344,0.436,0.455,127,186,0.683,55,200,255,128,71,9,90,167,622,0,,boganke01,2005-2006
Keith Bogans,25,CHA,SG,39,9,848,114,288,0.396,33,98,0.337,81,190,0.426,0.453,80,105,0.762,29,77,106,45,39,3,41,78,341,0,,boganke01,2005-2006
Keith Bogans,25,HOU,SF,33,22,1064,101,256,0.395,32,102,0.314,69,154,0.448,0.457,47,81,0.580,26,123,149,83,32,6,49,89,281,0,,boganke01,2005-2006
Bruce Bowen,34,SAS,SF,82,82,2755,232,536,0.433,104,245,0.424,128,291,0.440,0.530,51,84,0.607,35,285,320,126,79,30,67,191,619,0,DPOY-2,bowenbr01,2005-2006
John Salmons,26,PHI,SG,82,24,2059,219,521,0.420,26,87,0.299,193,434,0.445,0.445,155,200,0.775,48,172,220,223,73,13,125,178,619,0,,salmojo01,2005-2006
Devin Brown,27,UTA,SG,81,14,1711,207,527,0.393,39,118,0.331,168,409,0.411,0.430,158,212,0.745,73,134,207,104,44,14,99,153,611,0,,brownde02,2005-2006
Chris Mihm,26,LAL,C,59,56,1541,230,459,0.501,0,0,,230,459,0.501,0.501,144,201,0.716,137,236,373,61,16,73,83,214,604,0,,mihmch01,2005-2006
Ben Wallace,31,DET,C,82,82,2890,237,465,0.510,0,4,0.000,237,461,0.514,0.510,123,296,0.416,301,622,923,158,146,181,88,164,597,0,DPOY-1ASNBA2,wallabe01,2005-2006
Matt Carroll,25,CHA,SG,78,6,1275,192,476,0.403,72,185,0.389,120,291,0.412,0.479,138,168,0.821,34,123,157,35,47,11,48,120,594,0,,carroma01,2005-2006
Salim Stoudamire,23,ATL,SG,61,1,1236,204,492,0.415,82,216,0.380,122,276,0.442,0.498,99,110,0.900,12,104,116,75,27,3,82,118,589,0,,stoudsa01,2005-2006
Danny Granger,22,IND,SF,78,17,1765,221,478,0.462,30,93,0.323,191,385,0.496,0.494,115,148,0.777,131,253,384,90,58,62,80,211,587,0,ROY-76MOY-16,grangda01,2005-2006
Marko Jarić,27,MIN,PG,75,49,2102,226,566,0.399,40,133,0.301,186,433,0.430,0.435,95,138,0.688,60,173,233,293,108,21,127,189,587,0,,jaricma01,2005-2006
Stromile Swift,26,HOU,C,66,5,1344,225,458,0.491,0,2,0.000,225,456,0.493,0.491,136,209,0.651,103,188,291,25,38,50,91,198,586,0,,swiftst01,2005-2006
Matt Bonner,25,TOR,PF,78,6,1710,209,467,0.448,102,243,0.420,107,224,0.478,0.557,63,76,0.829,86,198,284,56,49,31,32,216,583,0,,bonnema01,2005-2006
Marcus Banks,24,2TM,PG,58,29,1497,219,468,0.468,22,63,0.349,197,405,0.486,0.491,118,147,0.803,23,112,135,220,54,11,119,162,578,0,,banksma01,2005-2006
Marcus Banks,24,BOS,PG,18,1,269,33,80,0.413,6,19,0.316,27,61,0.443,0.450,27,30,0.900,4,15,19,32,7,0,23,38,99,0,,banksma01,2005-2006
Marcus Banks,24,MIN,PG,40,28,1228,186,388,0.479,16,44,0.364,170,344,0.494,0.500,91,117,0.778,19,97,116,188,47,11,96,124,479,0,,banksma01,2005-2006
Brendan Haywood,26,WAS,C,79,70,1879,222,432,0.514,0,0,,222,432,0.514,0.514,131,224,0.585,200,267,467,46,30,104,97,232,575,0,,haywobr01,2005-2006
Corey Maggette,26,LAC,SF,32,13,943,167,375,0.445,24,71,0.338,143,304,0.470,0.477,212,256,0.828,28,141,169,66,19,4,78,95,570,0,,maggeco01,2005-2006
Darius Songaila,27,CHI,PF,62,7,1329,236,491,0.481,2,5,0.400,234,486,0.481,0.483,94,115,0.817,76,170,246,88,35,16,85,157,568,0,,songada01,2005-2006
Steve Blake,25,POR,PG,68,57,1781,206,470,0.438,76,184,0.413,130,286,0.455,0.519,72,91,0.791,26,120,146,306,42,5,83,107,560,0,,blakest01,2005-2006
Melvin Ely,27,CHA,PF,57,22,1348,216,425,0.508,0,2,0.000,216,423,0.511,0.508,128,192,0.667,94,183,277,76,29,44,100,160,560,0,,elyme01,2005-2006
Tyronn Lue,28,ATL,PG,51,10,1234,192,418,0.459,58,127,0.457,134,291,0.460,0.529,118,138,0.855,13,69,82,157,26,3,75,113,560,0,,luety01,2005-2006
Darius Miles,24,POR,SF,40,23,1286,235,510,0.461,2,10,0.200,233,500,0.466,0.463,87,163,0.534,24,158,182,73,42,39,99,100,559,0,,milesda01,2005-2006
Larry Hughes,27,CLE,SG,36,31,1281,192,469,0.409,28,76,0.368,164,393,0.417,0.439,146,193,0.756,26,135,161,131,53,21,99,117,558,0,,hughela01,2005-2006
Devin Harris,22,DAL,PG,56,4,1275,190,405,0.469,5,21,0.238,185,384,0.482,0.475,169,236,0.716,26,99,125,177,53,16,84,121,554,0,6MOY-20,harride01,2005-2006
Damon Jones,29,CLE,PG,82,7,2089,190,491,0.387,140,371,0.377,50,120,0.417,0.530,32,50,0.640,14,119,133,169,37,1,55,112,552,0,,jonesda01,2005-2006
Clifford Robinson,39,NJN,PF,80,13,1863,219,513,0.427,60,175,0.343,159,338,0.470,0.485,52,79,0.658,55,212,267,89,44,40,62,206,550,0,6MOY-14,robincl02,2005-2006
Šarūnas Jasikevičius,29,IND,PG,75,15,1557,170,429,0.396,86,236,0.364,84,193,0.435,0.497,121,133,0.910,19,134,153,227,40,4,116,108,547,0,,jasiksa01,2005-2006
Kirk Snyder,22,NOK,SG,68,45,1310,205,453,0.453,46,129,0.357,159,324,0.491,0.503,86,117,0.735,55,106,161,102,29,23,70,106,542,0,,snydeki01,2005-2006
Carlos Boozer,24,UTA,PF,33,19,1025,219,399,0.549,0,0,,219,399,0.549,0.549,99,137,0.723,73,212,285,88,30,8,69,105,537,0,,boozeca01,2005-2006
Kwame Brown,23,LAL,C,72,49,1978,204,388,0.526,0,1,0.000,204,387,0.527,0.526,128,235,0.545,182,291,473,72,27,46,100,196,536,0,,brownkw01,2005-2006
Damien Wilkins,26,SEA,SF,82,12,1525,193,435,0.444,14,56,0.250,179,379,0.472,0.460,136,162,0.840,79,113,192,107,72,12,85,144,536,0,,wilkida02,2005-2006
Joey Graham,23,TOR,SF,80,24,1581,198,414,0.478,29,87,0.333,169,327,0.517,0.513,108,133,0.812,57,187,244,60,37,13,92,228,533,0,,grahajo01,2005-2006
Mike Sweetney,23,CHI,C,66,44,1222,200,444,0.450,0,0,,200,444,0.450,0.450,133,204,0.652,118,232,350,59,19,56,95,209,533,0,,sweetmi01,2005-2006
Jarrett Jack,22,POR,SG,79,4,1599,189,428,0.442,20,76,0.263,169,352,0.480,0.465,128,160,0.800,18,142,160,219,41,2,102,138,526,0,,jackja01,2005-2006
Alonzo Mourning,35,MIA,C,65,20,1302,188,315,0.597,0,1,0.000,188,314,0.599,0.597,133,224,0.594,125,234,359,11,13,173,79,177,509,0,DPOY-86MOY-6,mournal01,2005-2006
Charlie Bell,26,MIL,SG,59,6,1283,180,410,0.439,71,168,0.423,109,242,0.450,0.526,63,89,0.708,21,99,120,130,59,5,41,126,494,1,,bellch01,2005-2006
Nick Collison,25,SEA,PF,66,27,1448,207,394,0.525,0,3,0.000,207,391,0.529,0.525,79,113,0.699,143,225,368,74,21,35,77,213,493,0,,collini01,2005-2006
Nazr Mohammed,28,SAS,C,80,30,1389,190,377,0.504,0,0,,190,377,0.504,0.504,113,144,0.785,163,255,418,40,21,49,91,220,493,0,,mohamna01,2005-2006
Greg Buckner,29,DEN,SG,73,27,1758,181,417,0.434,86,243,0.354,95,174,0.546,0.537,43,55,0.782,31,178,209,127,87,20,52,180,491,0,,buckngr01,2005-2006
Jared Jeffries,24,WAS,PF,77,77,1951,187,415,0.451,16,50,0.320,171,365,0.468,0.470,99,168,0.589,164,215,379,148,58,50,99,223,489,0,,jeffrja01,2005-2006
Ike Diogu,22,GSW,PF,69,14,1031,175,334,0.524,0,0,,175,334,0.524,0.524,136,168,0.810,95,134,229,29,15,30,78,164,486,0,,dioguik01,2005-2006
Samuel Dalembert,24,PHI,C,66,52,1761,196,369,0.531,0,1,0.000,196,368,0.533,0.531,93,132,0.705,159,382,541,25,34,160,107,244,485,0,,dalemsa01,2005-2006
James Posey,29,MIA,SF,67,63,1914,159,395,0.403,117,290,0.403,42,105,0.400,0.551,48,61,0.787,33,286,319,89,54,20,58,196,483,0,DPOY-13,poseyja01,2005-2006
Mickaël Piétrus,23,GSW,SF,52,18,1179,169,418,0.404,56,176,0.318,113,242,0.467,0.471,87,143,0.608,58,105,163,44,33,10,78,132,481,0,,pietrmi01,2005-2006
Kareem Rush,25,CHA,SG,47,25,1111,181,469,0.386,57,164,0.348,124,305,0.407,0.447,55,77,0.714,18,85,103,50,38,13,65,79,474,0,,rushka01,2005-2006
Keith Van Horn,30,DAL,SF,53,0,1090,164,387,0.424,50,136,0.368,114,251,0.454,0.488,94,113,0.832,54,138,192,37,31,11,71,121,472,0,,vanhoke01,2005-2006
Keyon Dooling,25,ORL,PG,50,7,1137,178,405,0.440,13,43,0.302,165,362,0.456,0.456,101,121,0.835,11,67,78,109,49,4,82,116,470,0,,doolike01,2005-2006
Erick Dampier,30,DAL,C,82,36,1934,171,347,0.493,0,0,,171,347,0.493,0.493,127,215,0.591,273,367,640,51,27,106,115,263,469,0,6MOY-20,dampier01,2005-2006
Al Jefferson,21,BOS,PF,59,7,1062,189,379,0.499,0,4,0.000,189,375,0.504,0.499,86,134,0.642,97,202,299,30,30,46,62,166,464,0,,jeffeal01,2005-2006
Ryan Gomes,23,BOS,PF,61,33,1376,173,355,0.487,3,9,0.333,170,346,0.491,0.492,112,149,0.752,102,196,298,58,35,5,55,83,461,0,ROY-9,gomesry01,2005-2006
Kurt Thomas,33,PHO,C,53,50,1411,190,391,0.486,0,0,,190,391,0.486,0.486,75,92,0.815,102,313,415,57,23,54,57,193,455,0,,thomaku01,2005-2006
Lorenzen Wright,30,MEM,C,78,58,1689,194,406,0.478,0,2,0.000,194,404,0.480,0.478,66,117,0.564,142,253,395,48,52,46,67,201,454,0,,wrighlo02,2005-2006
Quentin Richardson,25,NYK,SF,55,43,1442,163,459,0.355,64,188,0.340,99,271,0.365,0.425,61,91,0.670,65,165,230,88,39,6,56,134,451,0,,richaqu01,2005-2006
Carlos Arroyo,26,2TM,PG,77,0,1194,168,378,0.444,7,20,0.350,161,358,0.450,0.454,106,137,0.774,33,97,130,232,38,4,83,119,449,0,,arroyca01,2005-2006
Carlos Arroyo,26,DET,PG,50,0,600,57,157,0.363,2,6,0.333,55,151,0.364,0.369,42,58,0.724,24,46,70,155,19,3,45,77,158,0,,arroyca01,2005-2006
Carlos Arroyo,26,ORL,SG,27,0,594,111,221,0.502,5,14,0.357,106,207,0.512,0.514,64,79,0.810,9,51,60,77,19,1,38,42,291,0,,arroyca01,2005-2006
Devean George,28,LAL,SF,71,5,1542,170,425,0.400,50,160,0.313,120,265,0.453,0.459,58,86,0.674,82,192,274,68,66,34,54,159,448,0,,georgde01,2005-2006
Milt Palacio,27,UTA,PG,71,18,1376,171,403,0.424,1,16,0.063,170,387,0.439,0.426,98,150,0.653,17,117,134,190,47,14,110,125,441,0,,palacmi01,2005-2006
Brent Barry,34,SAS,SG,74,5,1259,156,345,0.452,80,202,0.396,76,143,0.531,0.568,39,59,0.661,29,130,159,123,39,27,52,99,431,0,,barrybr01,2005-2006
J.R. Smith,20,NOK,SG,55,25,989,144,366,0.393,52,140,0.371,92,226,0.407,0.464,83,101,0.822,19,91,110,58,37,4,54,90,423,0,,smithjr01,2005-2006
Bernard Robinson,25,CHA,SF,66,18,1303,157,365,0.430,2,21,0.095,155,344,0.451,0.433,106,134,0.791,62,157,219,77,81,10,74,141,422,0,,robinbe01,2005-2006
Maurice Taylor,29,NYK,PF,67,13,1210,182,389,0.468,0,1,0.000,182,388,0.469,0.468,58,83,0.699,65,164,229,53,21,14,103,177,422,0,,tayloma01,2005-2006
Steven Hunter,24,PHI,C,69,35,1312,175,291,0.601,0,0,,175,291,0.601,0.601,71,138,0.514,110,161,271,17,12,76,64,120,421,0,,huntest01,2005-2006
Tyson Chandler,23,CHI,C,79,50,2121,160,283,0.565,0,1,0.000,160,282,0.567,0.565,97,193,0.503,265,449,714,81,41,104,123,298,417,0,,chandty01,2005-2006
Jarron Collins,27,UTA,C,79,41,1730,129,280,0.461,0,0,,129,280,0.461,0.461,157,219,0.717,134,199,333,97,36,27,61,252,415,0,,collija03,2005-2006
Marc Jackson,31,2TM,C,64,10,1027,174,369,0.472,1,2,0.500,173,367,0.471,0.473,66,82,0.805,86,131,217,44,13,8,65,126,415,0,,jacksma02,2005-2006
Marc Jackson,31,NJN,C,37,0,433,66,148,0.446,0,0,,66,148,0.446,0.446,38,48,0.792,30,59,89,22,5,6,28,70,170,0,,jacksma02,2005-2006
Marc Jackson,31,NOK,C,27,10,594,108,221,0.489,1,2,0.500,107,219,0.489,0.491,28,34,0.824,56,72,128,22,8,2,37,56,245,0,,jacksma02,2005-2006
Austin Croshere,30,IND,PF,50,26,1148,132,285,0.463,54,140,0.386,78,145,0.538,0.558,90,102,0.882,62,203,265,62,22,7,48,105,408,0,,croshau01,2005-2006
Martell Webster,19,POR,SF,61,18,1070,139,348,0.399,65,182,0.357,74,166,0.446,0.493,61,71,0.859,29,101,130,34,21,14,43,90,404,0,,webstma02,2005-2006
Maurice Evans,27,DET,SG,80,1,1139,154,341,0.452,43,116,0.371,111,225,0.493,0.515,52,65,0.800,76,87,163,60,41,15,39,122,403,0,,evansma01,2005-2006
Viktor Khryapa,23,POR,SF,69,53,1492,158,342,0.462,10,30,0.333,148,312,0.474,0.477,77,111,0.694,114,193,307,88,50,29,84,209,403,0,,khryavi01,2005-2006
Travis Outlaw,21,POR,PF,69,11,1153,162,368,0.440,14,53,0.264,148,315,0.470,0.459,62,89,0.697,48,141,189,34,31,46,37,112,400,0,,outlatr01,2005-2006
Gordan Giriček,28,UTA,SG,37,36,956,166,383,0.433,18,59,0.305,148,324,0.457,0.457,43,57,0.754,15,55,70,63,16,4,63,87,393,0,,giricgo01,2005-2006
Eric Snow,32,CLE,PG,82,82,2351,163,399,0.409,1,10,0.100,162,389,0.416,0.410,64,93,0.688,38,160,198,346,76,19,116,218,391,0,,snower01,2005-2006
Jamaal Tinsley,27,IND,PG,42,27,1122,158,386,0.409,16,70,0.229,142,316,0.449,0.430,58,91,0.637,35,98,133,211,49,6,109,96,390,0,,tinslja01,2005-2006
David Harrison,23,IND,C,67,17,1034,148,294,0.503,0,0,,148,294,0.503,0.503,89,174,0.511,84,170,254,14,23,59,79,193,385,0,,harrida01,2005-2006
Dan Gadzuric,27,MIL,C,74,0,885,171,309,0.553,0,1,0.000,171,308,0.555,0.553,41,89,0.461,91,141,232,24,25,43,35,171,383,0,,gadzuda01,2005-2006
Joe Smith,30,MIL,PF,44,5,887,145,305,0.475,0,2,0.000,145,303,0.479,0.475,89,115,0.774,83,147,230,31,24,13,40,120,379,0,,smithjo02,2005-2006
Francisco García,24,SAC,SF,67,11,1301,130,325,0.400,39,137,0.285,91,188,0.484,0.460,78,101,0.772,39,146,185,94,41,47,75,135,377,0,,garcifr01,2005-2006
Reggie Evans,25,2TM,PF,67,25,1393,131,268,0.489,0,1,0.000,131,267,0.491,0.489,115,217,0.530,171,331,502,38,40,10,85,166,377,0,,evansre01,2005-2006
Reggie Evans,25,SEA,PF,41,23,788,88,173,0.509,0,1,0.000,88,172,0.512,0.509,66,120,0.550,114,162,276,23,24,5,41,95,242,0,,evansre01,2005-2006
Reggie Evans,25,DEN,PF,26,2,605,43,95,0.453,0,0,,43,95,0.453,0.453,49,97,0.505,57,169,226,15,16,5,44,71,135,0,,evansre01,2005-2006
Jeff Foster,29,IND,C,63,37,1581,138,250,0.552,0,4,0.000,138,246,0.561,0.552,96,159,0.604,224,350,574,50,41,27,64,191,372,0,,fosteje01,2005-2006
Keith McLeod,26,UTA,PG,66,32,1232,120,340,0.353,24,82,0.293,96,258,0.372,0.388,106,133,0.797,11,67,78,151,42,9,76,131,370,0,,mcleoke01,2005-2006
Tony Allen,24,BOS,PG,51,9,978,129,274,0.471,11,34,0.324,118,240,0.492,0.491,100,134,0.746,32,79,111,67,51,18,67,126,369,0,,allento01,2005-2006
Rasho Nesterović,29,SAS,C,80,51,1515,172,334,0.515,0,2,0.000,172,332,0.518,0.515,18,30,0.600,114,195,309,33,21,88,53,209,362,0,,nestera01,2005-2006
Nick Van Exel,34,SAS,PG,65,2,986,136,343,0.397,55,154,0.357,81,189,0.429,0.477,28,41,0.683,6,85,91,123,16,3,57,60,355,0,,vanexni01,2005-2006
DerMarr Johnson,25,DEN,SG,58,21,924,132,306,0.431,56,160,0.350,76,146,0.521,0.523,34,42,0.810,19,77,96,55,25,26,46,86,354,0,,johnsde03,2005-2006
Kendrick Perkins,21,BOS,C,68,40,1332,137,266,0.515,0,2,0.000,137,264,0.519,0.515,80,130,0.615,140,264,404,69,21,105,107,199,354,0,,perkike01,2005-2006
Johan Petro,20,SEA,C,68,41,1282,153,300,0.510,0,0,,153,300,0.510,0.510,47,75,0.627,109,187,296,15,25,51,60,213,353,0,,petrojo01,2005-2006
Francisco Elson,29,DEN,C,72,54,1579,151,284,0.532,1,5,0.200,150,279,0.538,0.533,49,74,0.662,99,240,339,47,54,45,65,211,352,0,,elsonfr01,2005-2006
Shaun Livingston,20,LAC,PG,61,14,1525,149,349,0.427,1,8,0.125,148,341,0.434,0.428,53,77,0.688,41,142,183,273,46,32,111,160,352,0,,livinsh01,2005-2006
José Calderón,24,TOR,SG,64,11,1487,132,312,0.423,7,43,0.163,125,269,0.465,0.434,78,92,0.848,30,111,141,288,42,4,101,93,349,0,,caldejo01,2005-2006
Derek Anderson,31,2TM,SG,43,11,1047,108,303,0.356,40,134,0.299,68,169,0.402,0.422,93,111,0.838,21,122,143,101,23,6,54,98,349,0,,anderde01,2005-2006
Derek Anderson,31,HOU,SG,20,8,582,68,173,0.393,19,67,0.284,49,106,0.462,0.448,61,73,0.836,12,71,83,53,15,4,37,49,216,0,,anderde01,2005-2006
Derek Anderson,31,MIA,SG,23,3,465,40,130,0.308,21,67,0.313,19,63,0.302,0.388,32,38,0.842,9,51,60,48,8,2,17,49,133,0,,anderde01,2005-2006
Othella Harrington,32,CHI,C,72,23,824,135,273,0.495,0,0,,135,273,0.495,0.495,77,123,0.626,54,100,154,39,7,13,61,131,347,0,,harriot01,2005-2006
Eduardo Nájera,29,DEN,PF,64,3,1449,127,301,0.422,4,12,0.333,123,289,0.426,0.429,89,114,0.781,128,197,325,52,53,34,54,165,347,0,,najered01,2005-2006
Adonal Foyle,30,GSW,C,77,72,1824,152,300,0.507,0,0,,152,300,0.507,0.507,41,67,0.612,143,281,424,33,44,125,80,215,345,0,,foylead01,2005-2006
David Lee,22,NYK,SF,67,14,1129,137,230,0.596,0,0,,137,230,0.596,0.596,71,123,0.577,109,194,303,43,30,20,51,124,345,0,,leeda02,2005-2006
Luke Walton,25,LAL,SF,69,6,1333,135,328,0.412,18,55,0.327,117,273,0.429,0.439,57,76,0.750,88,159,247,156,41,15,78,119,345,0,,waltolu01,2005-2006
Emeka Okafor,23,CHA,PF,26,25,874,131,316,0.415,0,0,,131,316,0.415,0.415,82,125,0.656,94,167,261,31,22,50,53,88,344,0,,okafoem01,2005-2006
Joel Przybilla,26,POR,C,56,52,1395,131,239,0.548,0,0,,131,239,0.548,0.548,82,154,0.532,146,245,391,43,20,130,76,149,344,0,,przybjo01,2005-2006
Troy Hudson,29,MIN,PG,36,0,800,127,333,0.381,40,101,0.396,87,232,0.375,0.441,48,52,0.923,8,36,44,106,12,4,40,55,342,0,,hudsotr01,2005-2006
Etan Thomas,27,WAS,C,71,9,1121,131,246,0.533,0,0,,131,246,0.533,0.533,75,125,0.600,99,180,279,14,20,68,51,148,337,0,,thomaet01,2005-2006
Monta Ellis,20,GSW,SG,49,3,886,132,318,0.415,28,82,0.341,104,236,0.441,0.459,42,59,0.712,22,83,105,78,32,11,58,69,334,0,,ellismo01,2005-2006
Qyntel Woods,24,NYK,SF,49,16,1013,129,254,0.508,22,60,0.367,107,194,0.552,0.551,49,76,0.645,44,146,190,47,32,13,61,96,329,0,,woodsqy01,2005-2006
Justin Reed,24,2TM,SF,72,6,997,119,295,0.403,0,1,0.000,119,294,0.405,0.403,87,120,0.725,53,71,124,41,23,15,52,163,325,0,,reedju01,2005-2006
Justin Reed,24,BOS,SF,32,0,291,25,74,0.338,0,0,,25,74,0.338,0.338,25,40,0.625,13,16,29,7,5,4,15,45,75,0,,reedju01,2005-2006
Justin Reed,24,MIN,SF,40,6,706,94,221,0.425,0,1,0.000,94,220,0.427,0.425,62,80,0.775,40,55,95,34,18,11,37,118,250,0,,reedju01,2005-2006
