Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Charles Smith,30,2TM,SG,22,4,210,30,72,0.417,15,38,0.395,15,34,0.441,0.521,5,8,0.625,3,13,16,9,5,6,4,28,80,0,,smithch04,2005-2006
Charles Smith,30,POR,SG,21,4,208,30,71,0.423,15,37,0.405,15,34,0.441,0.528,5,8,0.625,3,13,16,9,5,6,4,27,80,0,,smithch04,2005-2006
Charles Smith,30,DEN,SG,1,0,2,0,1,0.000,0,1,0.000,0,0,,0.000,0,0,,0,0,0,0,0,0,0,1,0,0,,smithch04,2005-2006
C.J. Miles,18,UTA,PG,23,0,203,28,76,0.368,5,20,0.250,23,56,0.411,0.401,18,24,0.750,18,20,38,16,7,2,9,20,79,0,,milescj01,2005-2006
Sergei Monia,22,2TM,SF,26,15,343,29,87,0.333,9,34,0.265,20,53,0.377,0.385,10,14,0.714,11,41,52,19,7,5,12,41,77,0,,moniase01,2005-2006
Sergei Monia,22,POR,SF,23,15,336,29,85,0.341,9,33,0.273,20,52,0.385,0.394,8,12,0.667,11,40,51,19,6,5,12,41,75,0,,moniase01,2005-2006
Sergei Monia,22,SAC,SF,3,0,7,0,2,0.000,0,1,0.000,0,1,0.000,0.000,2,2,1.000,0,1,1,0,1,0,0,0,2,0,,moniase01,2005-2006
Bo Outlaw,34,ORL,PF,32,0,355,35,58,0.603,0,0,,35,58,0.603,0.603,5,8,0.625,31,46,77,14,10,12,17,50,75,0,,outlabo01,2005-2006
Andrew Bynum,18,LAL,C,46,0,338,33,82,0.402,0,0,,33,82,0.402,0.402,8,27,0.296,34,46,80,9,4,22,17,56,74,0,,bynuman01,2005-2006
D.J. Mbenga,25,DAL,C,43,1,237,32,60,0.533,0,1,0.000,32,59,0.542,0.533,10,20,0.500,19,37,56,2,6,25,16,47,74,0,,mbengdj01,2005-2006
Mark Madsen,30,MIN,C,62,7,676,27,66,0.409,0,7,0.000,27,59,0.458,0.409,20,47,0.426,50,91,141,11,23,17,26,114,74,0,,madsema01,2005-2006
Mateen Cleaves,28,SEA,PG,27,0,230,25,71,0.352,4,16,0.250,21,55,0.382,0.380,19,24,0.792,2,12,14,42,3,2,14,30,73,0,,cleavma01,2005-2006
Jackson Vroman,24,NOK,PF,41,2,406,26,66,0.394,0,0,,26,66,0.394,0.394,21,44,0.477,33,53,86,11,12,11,21,78,73,0,,vromaja01,2005-2006
Stacey Augmon,37,ORL,SF,36,3,385,25,73,0.342,0,0,,25,73,0.342,0.342,21,30,0.700,18,35,53,23,12,6,11,40,71,0,,augmost01,2005-2006
Rawle Marshall,23,DAL,SF,23,9,241,24,60,0.400,1,3,0.333,23,57,0.404,0.408,22,29,0.759,8,23,31,10,8,7,15,17,71,0,,marshra01,2005-2006
Kevin Burleson,26,CHA,PG,39,1,340,22,88,0.250,10,54,0.185,12,34,0.353,0.307,16,17,0.941,4,22,26,48,26,2,25,63,70,0,,burleke01,2005-2006
John Edwards,24,ATL,C,40,4,296,31,64,0.484,0,0,,31,64,0.484,0.484,8,11,0.727,18,30,48,5,3,15,12,76,70,0,,edwarjo01,2005-2006
Willie Green,24,PHI,SG,10,2,153,28,66,0.424,10,19,0.526,18,47,0.383,0.500,4,5,0.800,1,14,15,5,2,0,12,13,70,0,,greenwi01,2005-2006
Antoine Wright,21,NJN,SG,39,0,370,29,81,0.358,1,15,0.067,28,66,0.424,0.364,11,22,0.500,8,22,30,12,4,3,21,42,70,0,,wrighan01,2005-2006
Andre Owens,25,UTA,PG,23,2,210,27,74,0.365,3,16,0.188,24,58,0.414,0.385,12,18,0.667,11,10,21,8,5,0,13,25,69,0,,owensan01,2005-2006
Brandon Bass,20,NOK,PF,29,1,268,28,70,0.400,0,0,,28,70,0.400,0.400,12,19,0.632,18,50,68,3,3,7,11,18,68,0,,bassbr01,2005-2006
Michael Bradley,26,PHI,PF,46,1,367,32,79,0.405,1,5,0.200,31,74,0.419,0.411,2,3,0.667,40,67,107,17,5,7,19,39,67,0,,bradlmi01,2005-2006
Andray Blatche,19,WAS,PF,29,0,175,26,67,0.388,3,13,0.231,23,54,0.426,0.410,10,12,0.833,12,26,38,10,5,7,12,36,65,0,,blatcan01,2005-2006
Dan Dickau,27,BOS,PG,19,0,234,17,46,0.370,10,20,0.500,7,26,0.269,0.478,18,18,1.000,5,11,16,40,11,1,18,40,62,0,,dickada01,2005-2006
Loren Woods,27,TOR,C,27,4,324,28,59,0.475,0,1,0.000,28,58,0.483,0.475,6,14,0.429,44,66,110,4,9,23,16,49,62,0,,woodslo01,2005-2006
Bracey Wright,21,MIN,SG,7,0,135,21,51,0.412,6,17,0.353,15,34,0.441,0.471,14,16,0.875,3,15,18,5,1,0,8,8,62,0,,wrighbr02,2005-2006
Brian Grant,33,PHO,C,21,2,248,27,65,0.415,0,0,,27,65,0.415,0.415,7,8,0.875,11,46,57,7,5,3,7,45,61,0,,grantbr01,2005-2006
Jason Maxiell,22,DET,PF,26,0,159,23,54,0.426,0,0,,23,54,0.426,0.426,14,42,0.333,12,16,28,3,4,5,11,14,60,0,,maxieja01,2005-2006
Ronnie Price,22,SAC,PG,29,0,150,21,58,0.362,6,27,0.222,15,31,0.484,0.414,12,12,1.000,5,10,15,11,6,0,10,10,60,0,,pricero01,2005-2006
Eric Piatkowski,35,CHI,SG,29,1,228,24,61,0.393,9,33,0.273,15,28,0.536,0.467,2,5,0.400,4,19,23,13,6,1,11,20,59,0,,piatker01,2005-2006
Dorell Wright,20,MIA,SF,20,2,132,20,43,0.465,3,6,0.500,17,37,0.459,0.500,15,17,0.882,2,30,32,8,3,1,14,12,58,0,,wrighdo01,2005-2006
Stephen Graham,23,3TM,SG,22,0,175,21,54,0.389,2,10,0.200,19,44,0.432,0.407,14,15,0.933,5,22,27,7,5,2,13,31,58,0,,grahast01,2005-2006
Stephen Graham,23,HOU,SG,6,0,38,6,16,0.375,1,5,0.200,5,11,0.455,0.406,4,4,1.000,1,6,7,3,2,0,5,5,17,0,,grahast01,2005-2006
Stephen Graham,23,CHI,SG,3,0,20,1,5,0.200,1,4,0.250,0,1,0.000,0.300,2,2,1.000,0,3,3,1,0,0,1,3,5,0,,grahast01,2005-2006
Stephen Graham,23,CLE,SG,13,0,117,14,33,0.424,0,1,0.000,14,32,0.438,0.424,8,9,0.889,4,13,17,3,3,2,7,23,36,0,,grahast01,2005-2006
Lou Williams,19,PHI,PG,30,0,145,23,52,0.442,2,9,0.222,21,43,0.488,0.462,8,13,0.615,3,16,19,10,5,0,13,13,56,0,,willilo02,2005-2006
Will Bynum,23,GSW,PG,15,0,162,21,52,0.404,2,9,0.222,19,43,0.442,0.423,10,16,0.625,3,9,12,19,7,0,14,10,54,0,,bynumwi01,2005-2006
Rick Brunson,33,2TM,PG,27,0,246,21,54,0.389,5,13,0.385,16,41,0.390,0.435,7,12,0.583,1,21,22,35,8,1,22,22,54,0,,brunsri01,2005-2006
Rick Brunson,33,SEA,PG,4,0,31,5,8,0.625,0,1,0.000,5,7,0.714,0.625,0,0,,0,2,2,2,0,0,3,1,10,0,,brunsri01,2005-2006
Rick Brunson,33,HOU,PG,23,0,215,16,46,0.348,5,12,0.417,11,34,0.324,0.402,7,12,0.583,1,19,20,33,8,1,19,21,44,0,,brunsri01,2005-2006
Anthony Grundy,26,ATL,SG,12,0,108,19,38,0.500,5,15,0.333,14,23,0.609,0.566,9,14,0.643,1,16,17,9,7,0,9,14,52,0,,grundan01,2005-2006
Lawrence Roberts,23,MEM,C,33,0,181,20,44,0.455,0,2,0.000,20,42,0.476,0.455,11,23,0.478,26,23,49,5,8,2,5,30,51,0,,roberla01,2005-2006
Boniface N'Dong,28,LAC,C,23,1,152,22,53,0.415,0,1,0.000,22,52,0.423,0.415,6,9,0.667,15,22,37,7,2,5,6,23,50,0,,ndongbo01,2005-2006
Robert Whaley,23,UTA,C,23,0,212,23,57,0.404,0,0,,23,57,0.404,0.404,3,6,0.500,16,27,43,17,7,8,14,41,49,0,,whalero01,2005-2006
Ira Newble,31,CLE,SG,36,3,353,17,57,0.298,3,13,0.231,14,44,0.318,0.325,11,16,0.688,21,35,56,9,5,10,12,47,48,0,,newblir01,2005-2006
Chris Taft,20,GSW,C,17,0,144,23,38,0.605,0,0,,23,38,0.605,0.605,1,6,0.167,19,17,36,2,2,7,2,25,47,0,,taftch01,2005-2006
Calvin Booth,29,WAS,C,33,2,250,20,47,0.426,1,2,0.500,19,45,0.422,0.436,5,9,0.556,19,33,52,12,9,9,8,44,46,0,,boothca01,2005-2006
Eddie Gill,27,IND,PG,41,0,122,10,45,0.222,7,23,0.304,3,22,0.136,0.300,18,23,0.783,0,15,15,12,11,1,9,13,45,0,,gilled01,2005-2006
Ronny Turiaf,23,LAL,C,23,1,161,15,30,0.500,0,0,,15,30,0.500,0.500,15,27,0.556,11,26,37,8,3,10,7,30,45,0,,turiaro01,2005-2006
Arvydas Macijauskas,26,NOK,SG,19,0,135,14,41,0.341,3,12,0.250,11,29,0.379,0.378,13,15,0.867,3,7,10,5,7,0,8,10,44,0,,macijar01,2005-2006
Ha Seung-Jin,20,POR,C,27,4,212,18,31,0.581,0,0,,18,31,0.581,0.581,8,17,0.471,14,35,49,1,3,8,14,41,44,0,,seungha01,2005-2006
Awvee Storey,28,WAS,SF,25,1,116,16,41,0.390,3,7,0.429,13,34,0.382,0.427,8,14,0.571,8,14,22,4,3,1,5,22,43,0,,storeaw01,2005-2006
Melvin Sanders,25,SAS,SG,16,0,113,16,33,0.485,2,3,0.667,14,30,0.467,0.515,7,10,0.700,4,19,23,3,5,0,8,20,41,0,,sandeme01,2005-2006
Eddie Basden,22,CHI,SF,19,0,141,15,37,0.405,1,7,0.143,14,30,0.467,0.419,8,10,0.800,7,21,28,8,9,2,9,17,39,0,,basdeed01,2005-2006
Donta Smith,22,ATL,SG,23,0,127,15,27,0.556,2,4,0.500,13,23,0.565,0.593,6,12,0.500,3,11,14,9,8,0,4,20,38,0,,smithdo04,2005-2006
Billy Thomas,30,WAS,SG,17,0,131,13,40,0.325,10,30,0.333,3,10,0.300,0.450,2,2,1.000,5,9,14,9,10,1,6,19,38,0,,thomabi01,2005-2006
Luke Schenscher,23,CHI,C,20,0,149,16,26,0.615,0,0,,16,26,0.615,0.615,4,13,0.308,8,21,29,7,1,3,5,21,36,0,,schenlu01,2005-2006
Nikoloz Tskitishvili,22,2TM,PF,17,0,99,13,37,0.351,1,3,0.333,12,34,0.353,0.365,9,14,0.643,9,13,22,3,1,2,6,8,36,0,,tskitni01,2005-2006
Nikoloz Tskitishvili,22,MIN,PF,5,0,13,1,4,0.250,0,0,,1,4,0.250,0.250,1,2,0.500,0,2,2,0,0,0,2,0,3,0,,tskitni01,2005-2006
Nikoloz Tskitishvili,22,PHO,SF,12,0,86,12,33,0.364,1,3,0.333,11,30,0.367,0.379,8,12,0.667,9,11,20,3,1,2,4,8,33,0,,tskitni01,2005-2006
Jermaine Jackson,29,MIL,PG,30,2,202,11,26,0.423,1,4,0.250,10,22,0.455,0.442,12,14,0.857,8,19,27,25,4,1,13,19,35,0,,jacksje01,2005-2006
Terence Morris,27,ORL,SF,22,0,192,16,49,0.327,0,2,0.000,16,47,0.340,0.327,3,3,1.000,6,32,38,4,6,5,7,19,35,0,,morrite01,2005-2006
Anthony Roberson,22,MEM,PG,16,0,88,14,31,0.452,5,10,0.500,9,21,0.429,0.532,2,2,1.000,0,6,6,5,1,0,3,6,35,0,,roberan02,2005-2006
John Lucas III,23,HOU,PG,13,0,107,14,36,0.389,2,9,0.222,12,27,0.444,0.417,0,0,,2,3,5,12,5,0,7,6,30,0,,lucasjo02,2005-2006
Dijon Thompson,22,PHO,SG,10,0,43,11,25,0.440,4,11,0.364,7,14,0.500,0.520,2,2,1.000,4,7,11,1,3,1,2,6,28,0,,thompdi01,2005-2006
James Thomas,25,2TM,PF,22,0,150,10,19,0.526,0,0,,10,19,0.526,0.526,8,14,0.571,12,27,39,1,0,3,7,35,28,0,,thomaja02,2005-2006
James Thomas,25,PHI,PF,15,0,124,7,13,0.538,0,0,,7,13,0.538,0.538,8,14,0.571,8,23,31,1,0,3,7,32,22,0,,thomaja02,2005-2006
James Thomas,25,CHI,PF,7,0,26,3,6,0.500,0,0,,3,6,0.500,0.500,0,0,,4,4,8,0,0,0,0,3,6,0,,thomaja02,2005-2006
Vin Baker,34,LAC,C,8,1,85,7,15,0.467,0,0,,7,15,0.467,0.467,13,18,0.722,2,17,19,4,4,4,9,13,27,0,,bakervi01,2005-2006
Yaroslav Korolev,18,LAC,SF,24,0,127,9,30,0.300,2,7,0.286,7,23,0.304,0.333,7,10,0.700,5,8,13,9,3,0,6,11,27,0,,korolya01,2005-2006
Doug Christie,35,DAL,SG,7,7,185,9,26,0.346,0,1,0.000,9,25,0.360,0.346,8,12,0.667,2,11,13,14,9,1,6,10,26,0,,chrisdo01,2005-2006
Dale Davis,36,DET,C,28,2,178,9,24,0.375,0,1,0.000,9,23,0.391,0.375,8,15,0.533,21,32,53,6,0,9,4,23,26,0,,davisda01,2005-2006
Amar'e Stoudemire,23,PHO,C,3,3,50,9,27,0.333,0,1,0.000,9,26,0.346,0.333,8,9,0.889,6,10,16,2,1,3,1,4,26,0,,stoudam01,2005-2006
Zendon Hamilton,30,2TM,C,12,0,49,7,14,0.500,0,0,,7,14,0.500,0.500,12,18,0.667,3,8,11,0,4,0,6,5,26,0,,hamilze01,2005-2006
Zendon Hamilton,30,CLE,C,11,0,46,7,13,0.538,0,0,,7,13,0.538,0.538,11,16,0.688,3,8,11,0,3,0,6,4,25,0,,hamilze01,2005-2006
Zendon Hamilton,30,PHI,C,1,0,3,0,1,0.000,0,0,,0,1,0.000,0.000,1,2,0.500,0,0,0,0,1,0,0,1,1,0,,hamilze01,2005-2006
Devin Green,23,LAL,SG,27,0,135,6,28,0.214,0,2,0.000,6,26,0.231,0.214,13,21,0.619,10,14,24,7,3,0,5,13,25,0,,greende01,2005-2006
Ime Udoka,28,NYK,SF,8,0,114,9,24,0.375,1,3,0.333,8,21,0.381,0.396,3,6,0.500,3,14,17,6,1,0,2,8,22,0,,udokaim01,2005-2006
Marcus Fizer,27,NOK,PF,3,0,39,9,17,0.529,1,1,1.000,8,16,0.500,0.559,1,2,0.500,1,6,7,1,0,0,2,5,20,0,,fizerma01,2005-2006
Amir Johnson,18,DET,SF,3,0,39,7,10,0.700,2,3,0.667,5,7,0.714,0.800,4,4,1.000,3,1,4,3,0,2,4,7,20,0,,johnsam01,2005-2006
Von Wafer,20,LAL,SG,16,0,73,6,38,0.158,2,17,0.118,4,21,0.190,0.184,6,8,0.750,5,3,8,4,3,0,1,12,20,0,,wafervo01,2005-2006
Noel Felix,24,SEA,SF,12,0,82,6,25,0.240,1,3,0.333,5,22,0.227,0.260,5,8,0.625,3,10,13,2,2,3,8,13,18,0,,felixno01,2005-2006
Aaron Miles,22,GSW,PG,19,0,118,6,18,0.333,0,0,,6,18,0.333,0.333,4,4,1.000,0,14,14,24,4,1,11,13,16,0,,milesaa01,2005-2006
Ervin Johnson,38,MIL,C,18,0,81,7,17,0.412,0,0,,7,17,0.412,0.412,1,2,0.500,5,19,24,2,1,2,5,23,15,0,,johnser02,2005-2006
John Thomas,30,3TM,C,16,0,127,6,15,0.400,0,0,,6,15,0.400,0.400,3,4,0.750,10,10,20,2,3,2,8,17,15,0,,thomajo02,2005-2006
John Thomas,30,MEM,C,3,0,25,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,0,0,0,1,0,1,2,3,4,0,,thomajo02,2005-2006
John Thomas,30,ATL,C,11,0,66,3,7,0.429,0,0,,3,7,0.429,0.429,3,4,0.750,3,7,10,1,2,0,4,10,9,0,,thomajo02,2005-2006
John Thomas,30,NJN,C,2,0,36,1,6,0.167,0,0,,1,6,0.167,0.167,0,0,,7,3,10,0,1,1,2,4,2,0,,thomajo02,2005-2006
Dwayne Jones,22,BOS,PF,14,0,87,4,10,0.400,0,0,,4,10,0.400,0.400,6,13,0.462,10,21,31,2,1,3,3,14,14,0,,jonesdw02,2005-2006
Earl Barron,24,MIA,C,8,0,45,5,16,0.313,0,0,,5,16,0.313,0.313,3,4,0.750,2,8,10,0,0,0,5,10,13,0,,barroea01,2005-2006
Reece Gaines,25,MIL,PG,12,0,54,6,12,0.500,0,2,0.000,6,10,0.600,0.500,1,4,0.250,0,0,0,3,1,0,1,1,13,0,,gainere01,2005-2006
Julius Hodge,22,DEN,SG,14,0,33,5,13,0.385,0,0,,5,13,0.385,0.385,3,8,0.375,5,2,7,6,2,0,8,7,13,0,,hodgeju01,2005-2006
Jonathan Bender,25,IND,SF,2,0,21,4,5,0.800,0,0,,4,5,0.800,0.800,2,2,1.000,0,4,4,2,0,1,0,2,10,0,,bendejo01,2005-2006
Anfernee Hardaway,34,NYK,SF,4,0,72,4,14,0.286,0,1,0.000,4,13,0.308,0.286,2,2,1.000,0,10,10,8,2,0,6,7,10,0,,hardaan01,2005-2006
Jamal Sampson,22,SAC,PF,12,0,39,5,7,0.714,0,0,,5,7,0.714,0.714,0,2,0.000,5,13,18,5,0,4,0,5,10,0,,sampsja01,2005-2006
Alex Acker,23,DET,SG,5,0,35,4,16,0.250,1,5,0.200,3,11,0.273,0.281,0,0,,1,4,5,4,1,0,4,4,9,0,,ackeral01,2005-2006
Aaron McKie,33,LAL,PG,14,0,121,3,12,0.250,0,2,0.000,3,10,0.300,0.250,1,2,0.500,3,17,20,11,5,0,2,7,7,0,,mckieaa01,2005-2006
Josh Davis,25,3TM,PF,6,0,17,2,7,0.286,0,2,0.000,2,5,0.400,0.286,2,3,0.667,3,1,4,1,2,0,1,3,6,0,,davisjo02,2005-2006
Josh Davis,25,MIL,PF,4,0,12,1,4,0.250,0,1,0.000,1,3,0.333,0.250,0,0,,2,1,3,1,1,0,1,2,2,0,,davisjo02,2005-2006
Josh Davis,25,HOU,PF,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,0,,davisjo02,2005-2006
Josh Davis,25,PHO,PF,1,0,5,1,3,0.333,0,1,0.000,1,2,0.500,0.333,2,3,0.667,1,0,1,0,1,0,0,0,4,0,,davisjo02,2005-2006
Sharrod Ford,24,PHO,PF,3,0,13,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,1,2,3,0,0,1,2,7,4,0,,fordsh02,2005-2006
Maciej Lampe,20,2TM,C,6,0,28,2,11,0.182,0,0,,2,11,0.182,0.182,0,2,0.000,4,5,9,2,0,0,3,2,4,0,,lampema01,2005-2006
Maciej Lampe,20,NOK,C,2,0,16,0,4,0.000,0,0,,0,4,0.000,0.000,0,0,,1,3,4,2,0,0,1,2,0,0,,lampema01,2005-2006
Maciej Lampe,20,HOU,C,4,0,12,2,7,0.286,0,0,,2,7,0.286,0.286,0,2,0.000,3,2,5,0,0,0,2,0,4,0,,lampema01,2005-2006
Derrick Zimmerman,24,NJN,PG,2,0,32,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,1,3,4,7,0,0,4,4,4,0,,zimmede01,2005-2006
Pavel Podkolzin,21,DAL,C,1,0,18,0,2,0.000,0,0,,0,2,0.000,0.000,3,6,0.500,0,7,7,0,0,1,2,0,3,0,,podkopa01,2005-2006
Anthony Goldwire,34,LAC,PG,3,0,22,1,7,0.143,0,2,0.000,1,5,0.200,0.143,0,0,,0,1,1,2,0,0,1,0,2,0,,goldwan01,2005-2006
Randy Holcomb,26,CHI,SF,4,0,11,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,0,1,0,0,0,0,2,2,0,,holcora01,2005-2006
Stanislav Medvedenko,26,LAL,PF,2,0,6,1,2,0.500,0,0,,1,2,0.500,0.500,0,0,,0,0,0,1,0,0,0,1,2,0,,medvest01,2005-2006
Samaki Walker,29,IND,PF,7,0,22,0,2,0.000,0,0,,0,2,0.000,0.000,2,2,1.000,0,3,3,0,0,1,2,7,2,0,,walkesa01,2005-2006
Matt Walsh,23,MIA,SG,2,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,2,0.000,0,0,0,0,0,0,1,0,2,0,,walshma01,2005-2006
Alvin Williams,31,TOR,PG,1,0,10,0,3,0.000,0,2,0.000,0,1,0.000,0.000,1,2,0.500,0,3,3,0,0,0,0,0,1,0,,willial02,2005-2006
Martynas Andriuškevičius,19,CLE,C,6,0,9,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,1,3,4,0,2,0,0,1,0,0,,andrima01,2005-2006
Deng Gai,23,PHI,C,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,gaide01,2005-2006
Nenê,23,DEN,PF,1,0,3,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,0,0,0,2,1,0,0,,hilarne01,2005-2006
Randy Livingston,30,CHI,PG,5,0,22,0,2,0.000,0,0,,0,2,0.000,0.000,0,0,,1,3,4,1,1,0,1,6,0,0,,livinra01,2005-2006
Bryon Russell,35,DEN,SF,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,0,,russebr01,2005-2006
Alex Scales,27,SAS,SG,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,scaleal01,2005-2006
League Average,,,,,,,,,0.454,,,0.358,,,0.478,0.490,,,0.745,,,,,,,,,,,,-9999,2005-2006
